ibge7,mun,tx_mort_acid_15_29,tx_mort_hom_15_29,tx_mort_mama,tx_mort_inf,tx_analf_25m,prop_fund_25m,perc_med_25m,tx_med_adeq,tx_med_lab,tx_crimes_pat,tx_crimes_pes,tx_hom,existe_uni_infra,pop_total,pop_masc,pop_fem,raz_dep,tx_urb,tx_fec,esp_vida,rdpc,renocup
3113305,Carangola,12.92,61.94,6.02,19.23,12.2,39.6,27.37,50.2,97.7,30.9,43.3,21.6,Não,32321,15692,16604,45.77,80.69,1.96,75.0,618.24,873.57
3113404,Caratinga,18.28,31.17,9.18,17.11,11.8,40.0,25.69,45.3,100.0,125.5,45.7,18.7,Não,85322,41671,43568,46.64,82.68,1.87,75.0,610.29,1031.55
3113503,Carbonita,40.47,0.0,0.0,11.49,24.7,26.9,15.4,39.8,100.0,65.5,54.6,10.9,Não,9158,4682,4466,52.01,73.66,2.23,73.0,373.05,567.38
3113602,Careaçu,136.05,65.19,0.0,13.33,15.9,35.3,23.85,42.8,100.0,31.7,31.7,15.8,Não,6302,3223,3075,48.48,74.66,2.16,74.0,504.96,818.55
3113701,Carlos Chagas,39.03,0.0,0.0,21.19,27.6,29.1,19.72,44.1,93.1,89.6,74.7,19.9,Não,20087,10007,10062,50.91,64.6,1.93,75.0,432.37,823.24
3113800,Carmésia,0.0,0.0,0.0,0.0,19.4,29.1,20.29,34.3,100.0,0.0,81.7,0.0,Não,2460,1219,1227,56.06,53.6,2.11,73.0,404.76,706.05
3113909,Carmo da Cachoeira,32.41,0.0,0.0,33.11,12.4,33.4,22.15,34.9,100.0,8.4,8.4,8.4,Não,11836,5976,5860,48.98,75.75,2.53,73.0,525.35,822.31
3114006,Carmo da Mata,0.0,0.0,18.26,10.53,10.1,31.7,20.86,44.9,100.0,9.1,9.1,0.0,Não,10927,5452,5475,48.23,78.8,1.84,75.0,551.21,813.46
3114105,Carmo de Minas,27.59,0.0,14.59,0.0,13.5,31.7,22.34,34.6,100.0,72.7,21.8,0.0,Não,13752,6895,6855,48.64,74.1,2.17,76.0,511.95,823.88
3114204,Carmo do Cajuru,59.51,0.0,30.05,12.35,7.9,35.9,23.3,47.2,100.0,64.9,5.0,5.0,Não,20018,10023,9974,45.39,86.65,1.77,76.0,606.19,860.32
3114303,Carmo do Paranaíba,14.08,12.33,13.62,5.71,10.5,33.6,23.24,52.7,100.0,127.8,36.9,0.0,Não,29752,14489,14377,43.73,84.75,1.89,77.0,678.13,1074.64
3114402,Carmo do Rio Claro,20.08,0.0,10.06,5.43,10.7,40.4,25.38,55.7,100.0,4.9,4.9,0.0,Não,20426,10470,9931,43.45,70.31,2.2,76.0,685.17,981.54
3114501,Carmópolis de Minas,45.65,0.0,0.0,0.0,6.5,31.4,18.27,43.0,100.0,41.0,5.8,5.8,Não,17050,8761,8287,43.68,69.34,1.63,76.0,599.63,929.82
3114550,Carneirinho,43.1,0.0,0.0,9.62,14.3,36.3,24.39,59.6,100.0,31.6,31.6,10.5,Não,9467,4833,4573,44.57,73.65,2.06,77.0,847.07,1036.49
3114600,Carrancas,0.0,0.0,0.0,46.51,9.7,38.8,28.2,52.6,100.0,0.0,0.0,0.0,Não,3952,2011,1937,49.1,66.16,2.32,78.0,576.62,926.11
3114709,Carvalhópolis,0.0,0.0,0.0,0.0,9.8,39.0,23.71,57.2,100.0,59.8,0.0,0.0,Não,3350,1704,1637,51.37,73.6,1.96,76.0,579.4,855.9
3114808,Carvalhos,281.16,0.0,0.0,28.57,18.4,23.7,16.24,34.0,100.0,87.8,43.9,0.0,Não,4555,2340,2216,42.07,53.49,1.61,74.0,506.24,816.45
3114907,Casa Grande,546.45,0.0,0.0,0.0,7.1,30.9,17.41,56.2,100.0,0.0,0.0,0.0,Não,2242,1152,1092,45.17,50.0,1.43,74.0,351.47,620.7
3115003,Cascalho Rico,0.0,0.0,0.0,0.0,7.8,34.6,19.65,61.0,100.0,70.0,0.0,0.0,Não,2857,1527,1330,48.81,62.86,2.21,76.0,769.71,1127.49
3115102,Cássia,23.89,0.0,0.0,9.35,13.0,34.0,22.7,52.8,100.0,22.9,11.4,0.0,Não,17428,8772,8581,45.79,81.67,2.25,75.0,717.84,1094.15
3115201,Conceição da Barra de Minas,0.0,0.0,0.0,25.64,10.1,28.9,16.34,70.5,100.0,0.0,0.0,0.0,Não,3961,2063,1891,45.63,70.64,2.21,74.0,511.91,788.41
3115300,Cataguases,35.68,0.0,22.51,11.14,6.8,49.7,34.4,47.2,100.0,47.3,24.3,4.3,Não,69810,34175,35496,42.52,95.89,1.62,77.0,699.57,1058.56
3115359,Catas Altas,0.0,0.0,0.0,0.0,7.6,40.8,27.91,35.6,100.0,20.6,0.0,0.0,Não,4839,2389,2457,47.34,87.49,1.55,75.0,502.15,871.75
3115409,Catas Altas da Noruega,0.0,0.0,0.0,0.0,17.5,19.1,11.02,28.7,100.0,28.8,28.8,0.0,Não,3462,1761,1701,49.02,41.28,1.57,73.0,309.82,509.37
3115458,Catuji,0.0,49.29,0.0,14.71,32.7,19.0,11.28,29.4,100.0,59.6,14.9,14.9,Não,6705,3363,3345,61.7,25.22,2.63,71.0,221.41,424.44
3115474,Catuti,75.3,0.0,0.0,0.0,36.7,19.3,14.71,59.3,100.0,39.2,0.0,0.0,Não,5102,2627,2475,53.27,58.37,2.02,71.0,265.76,438.76
3115508,Caxambu,0.0,17.62,17.89,3.83,7.2,49.9,35.27,49.6,94.3,36.8,9.2,0.0,Não,21719,10526,11179,47.2,97.91,2.03,76.0,963.25,1459.4
3115607,Cedro do Abaeté,393.7,0.0,0.0,100.0,16.9,30.8,17.79,60.7,100.0,0.0,0.0,0.0,Não,1212,628,582,52.16,85.37,2.17,73.0,431.2,638.99
3115706,Central de Minas,0.0,60.98,0.0,9.62,24.5,27.2,13.38,47.3,100.0,29.5,118.1,29.5,Não,6774,3301,3471,50.56,82.6,2.24,74.0,494.1,1036.71
3115805,Centralina,40.21,0.0,0.0,0.0,14.6,34.7,17.94,41.7,100.0,48.7,29.2,9.7,Não,10270,5251,5015,47.92,90.73,2.21,76.0,468.15,802.95
3115904,Chácara,0.0,0.0,0.0,0.0,13.8,32.7,14.73,30.9,100.0,71.6,35.8,35.8,Não,2792,1410,1382,48.38,68.16,1.91,78.0,456.42,733.67
3116001,Chalé,0.0,0.0,0.0,37.04,20.1,31.4,21.87,70.9,100.0,0.0,35.4,35.4,Não,5647,2863,2782,48.17,49.32,1.94,72.0,418.8,585.51
3116100,Chapada do Norte,21.13,0.0,0.0,21.16,35.1,16.7,10.29,30.0,79.7,0.0,13.1,6.5,Não,15165,7446,7743,55.25,37.49,1.84,73.0,279.92,523.17
3116159,Chapada Gaúcha,58.75,0.0,0.0,12.99,23.8,30.2,18.78,36.5,100.0,27.7,0.0,0.0,Não,10792,5636,5169,59.01,53.32,2.75,74.0,282.53,473.08
3116209,Chiador,0.0,0.0,0.0,38.46,13.4,34.3,22.77,23.8,0.0,0.0,0.0,0.0,Não,2785,1355,1430,51.89,53.36,2.51,77.0,808.78,798.26
3116308,Cipotânea,0.0,0.0,0.0,0.0,16.2,18.8,12.12,36.3,100.0,0.0,30.5,15.2,Não,6547,3347,3200,47.74,46.04,1.62,70.0,317.62,421.17
3116407,Claraval,87.34,0.0,0.0,0.0,10.0,31.3,15.95,57.2,100.0,22.0,0.0,0.0,Não,4544,2370,2172,48.17,55.7,2.42,76.0,575.11,938.54
3116506,Claro dos Poções,48.9,0.0,0.0,0.0,21.7,33.3,21.57,60.0,100.0,25.7,0.0,0.0,Não,7781,3963,3812,48.52,67.54,2.07,73.0,337.07,462.89
3116605,Cláudio,28.72,43.45,0.0,11.27,6.1,37.4,21.75,46.4,100.0,104.7,15.5,7.7,Não,25777,13063,12659,42.67,81.17,1.85,76.0,625.88,950.31
3116704,Coimbra,0.0,0.0,28.51,24.69,12.3,29.0,18.79,52.5,100.0,70.8,14.1,0.0,Não,7054,3547,3507,48.17,73.09,2.14,74.0,454.81,703.71
3116803,Coluna,0.0,36.7,0.0,18.35,27.2,20.1,13.74,21.8,100.0,22.1,55.4,33.2,Não,9024,4480,4544,56.33,42.27,2.18,72.0,315.0,479.62
3116902,Comendador Gomes,0.0,107.53,0.0,0.0,10.2,38.1,20.32,37.4,100.0,33.6,67.2,33.6,Não,2972,1591,1381,43.95,50.74,2.56,76.0,635.2,947.9
3117009,Comercinho,0.0,0.0,0.0,0.0,30.7,19.2,12.98,32.8,100.0,12.0,12.0,0.0,Não,8309,4224,4074,57.63,42.75,2.21,73.0,271.4,363.03
3117108,Conceição da Aparecida,0.0,0.0,0.0,15.63,10.9,29.4,17.02,56.2,100.0,10.1,10.1,10.1,Não,9814,5008,4812,47.12,63.13,1.89,76.0,579.34,907.86
3117207,Conceição das Pedras,0.0,0.0,0.0,35.71,11.4,27.2,16.96,52.2,100.0,0.0,36.3,0.0,Não,2749,1468,1281,43.76,54.89,1.43,74.0,434.68,740.93
3117306,Conceição das Alagoas,60.01,35.11,18.19,12.72,10.7,38.1,20.39,33.9,100.0,151.8,43.4,13.0,Não,23055,11984,10936,44.29,90.61,2.29,77.0,770.02,1391.07
3117405,Conceição de Ipanema,103.2,0.0,0.0,0.0,17.9,24.4,16.59,53.9,100.0,0.0,22.4,0.0,Não,4467,2217,2185,51.62,34.18,1.9,75.0,497.4,741.03
3117504,Conceição do Mato Dentro,0.0,0.0,0.0,0.0,22.9,27.3,16.78,34.8,100.0,33.5,122.8,11.1,Não,17914,9003,8905,57.39,68.51,2.47,73.0,384.42,631.39
3117603,Conceição do Pará,0.0,0.0,0.0,19.23,11.2,34.2,21.91,39.5,100.0,135.7,116.3,19.3,Não,5162,2655,2503,48.47,39.07,2.0,76.0,576.48,856.2
3117702,Conceição do Rio Verde,31.52,0.0,0.0,5.88,16.3,33.7,20.47,31.9,100.0,38.6,0.0,0.0,Não,12950,6518,6431,52.45,88.45,2.45,75.0,533.38,712.5
3117801,Conceição dos Ouros,38.02,0.0,0.0,23.44,8.5,36.4,22.1,42.0,100.0,48.1,19.2,0.0,Não,10388,5311,5077,45.06,78.2,2.35,75.0,509.52,817.9
3117836,Cônego Marinho,0.0,0.0,0.0,26.32,24.9,26.2,14.14,43.9,100.0,0.0,0.0,0.0,Não,7089,3451,3362,61.21,26.97,1.86,73.0,245.64,313.13
3117876,Confins,65.02,0.0,0.0,0.0,6.1,52.2,35.52,49.6,0.0,185.3,33.6,16.8,Não,5943,2923,3013,43.31,100.0,1.6,75.0,647.2,945.6
3117900,Congonhal,0.0,0.0,0.0,11.24,12.1,35.1,23.16,39.9,100.0,9.5,19.1,0.0,Não,10480,5405,5063,41.12,74.08,1.56,76.0,553.81,850.6
3118007,Congonhas,37.37,30.1,4.05,13.25,5.6,52.2,36.96,54.2,100.0,32.9,18.5,6.1,Não,48550,23574,24410,40.65,97.36,1.79,78.0,760.35,1282.65
3118106,Congonhas do Norte,0.0,69.11,0.0,18.87,33.5,22.5,15.24,15.6,100.0,0.0,121.3,20.2,Não,4947,2482,2461,60.12,52.56,1.85,70.0,270.3,507.78
3118205,Conquista,0.0,0.0,0.0,0.0,12.7,42.6,26.66,46.2,100.0,15.3,30.6,0.0,Não,6527,3316,3210,43.72,86.9,2.29,78.0,678.21,1086.44
3118304,Conselheiro Lafaiete,41.61,16.27,14.97,12.57,4.3,55.9,41.27,49.6,100.0,78.1,18.8,6.8,Não,116527,56383,60129,39.33,95.5,1.79,77.0,781.59,1197.28
3118403,Conselheiro Pena,18.78,17.65,8.7,15.15,20.3,30.3,19.02,45.2,94.4,4.5,31.4,8.9,Não,22232,10694,11441,52.61,79.13,2.18,75.0,445.95,766.13
3118502,Consolação,264.55,0.0,0.0,0.0,15.5,26.1,15.4,42.9,100.0,0.0,57.9,0.0,Não,1727,888,839,52.5,55.01,2.02,73.0,395.33,534.51
3118601,Contagem,19.75,94.47,10.3,12.86,4.3,58.1,40.5,49.9,83.2,764.4,84.1,33.6,Não,603048,292252,310137,37.84,99.66,1.77,75.0,824.3,1237.3
3118700,Coqueiral,0.0,0.0,21.47,32.97,10.4,31.5,21.05,42.8,100.0,32.3,0.0,0.0,Não,9287,4632,4657,49.15,70.92,1.68,75.0,495.77,714.57
3118809,Coração de Jesus,70.7,0.0,0.0,26.4,23.3,28.4,18.98,51.6,92.4,11.5,3.8,3.8,Não,26035,13184,12849,52.58,56.72,2.48,73.0,287.28,396.8
3118908,Cordisburgo,45.21,0.0,0.0,0.0,13.5,31.1,20.25,44.0,100.0,23.0,0.0,0.0,Não,8667,4435,4232,44.39,68.78,1.83,72.0,440.09,684.21
3119005,Cordislândia,0.0,0.0,0.0,0.0,17.3,29.5,18.09,61.8,100.0,29.1,29.1,0.0,Não,3435,1767,1668,50.91,80.26,2.41,73.0,468.59,765.95
3119104,Corinto,17.2,33.21,16.46,29.74,12.2,38.5,24.44,54.1,100.0,108.7,33.4,4.1,Não,23901,11760,12154,50.05,88.63,2.09,75.0,499.56,789.88
3119203,Coroaci,0.0,0.0,19.82,22.47,19.6,26.4,16.89,35.6,100.0,29.2,9.7,0.0,Não,10274,5225,5045,54.57,50.45,1.69,74.0,362.9,560.79
3119302,Coromandel,30.76,14.13,0.0,12.78,9.8,36.1,23.67,53.5,100.0,217.8,43.5,14.5,Não,27551,13949,13582,42.48,78.65,2.26,77.0,753.35,1161.31
3119401,Coronel Fabriciano,18.17,52.54,22.36,13.95,7.5,54.0,36.07,54.5,100.0,68.4,43.4,19.2,Não,103797,49562,53102,42.94,98.75,1.85,77.0,685.48,1146.15
3119500,Coronel Murta,0.0,0.0,22.43,0.0,25.5,25.9,18.3,39.3,100.0,43.8,10.9,0.0,Não,9117,4658,4459,53.6,73.41,2.16,72.0,291.66,404.26
3119609,Coronel Pacheco,0.0,0.0,0.0,34.48,14.0,33.3,19.93,33.6,100.0,100.5,33.5,0.0,Não,2983,1516,1467,41.95,71.91,1.7,72.0,525.62,743.94
3119708,Coronel Xavier Chaves,0.0,0.0,60.39,47.62,7.2,33.2,21.4,24.7,100.0,30.2,0.0,0.0,Não,3301,1630,1639,44.03,54.53,1.35,74.0,518.32,864.07
3119807,Córrego Danta,141.84,0.0,0.0,0.0,10.9,34.1,22.5,23.1,100.0,29.4,29.4,0.0,Não,3391,1789,1602,48.55,61.57,1.98,76.0,561.81,813.17
3119906,Córrego do Bom Jesus,0.0,0.0,0.0,0.0,14.4,31.1,21.32,47.7,100.0,26.8,0.0,0.0,Não,3732,1948,1782,47.5,54.93,1.79,75.0,501.15,649.03
3119955,Córrego Fundo,0.0,0.0,0.0,0.0,11.4,30.5,17.2,47.3,100.0,34.5,51.8,0.0,Não,5821,2983,2807,41.01,76.51,1.7,73.0,477.36,801.64
3120003,Córrego Novo,0.0,0.0,63.61,28.57,26.4,24.7,11.86,51.4,100.0,31.9,63.9,63.9,Não,3129,1555,1572,49.83,65.17,2.28,73.0,327.06,577.46
3120102,Couto de Magalhães de Minas,88.81,0.0,47.6,0.0,15.2,37.0,23.33,52.1,100.0,23.7,0.0,0.0,Não,4204,2072,2070,52.41,91.22,1.91,73.0,333.91,659.41
3120151,Crisólita,0.0,0.0,0.0,0.0,45.5,18.4,7.82,28.0,100.0,16.5,49.6,33.0,Não,6040,3080,2967,61.73,57.7,3.01,73.0,294.11,537.82
3120201,Cristais,69.44,0.0,0.0,24.59,12.0,30.5,14.81,31.9,100.0,35.4,8.8,0.0,Não,11301,5765,5521,46.02,78.37,2.18,77.0,780.18,1166.16
3120300,Cristália,0.0,0.0,0.0,10.31,28.5,26.1,14.61,34.1,100.0,34.7,52.0,0.0,Não,5760,2911,2849,67.5,52.65,3.06,73.0,200.51,364.26
3120409,Cristiano Otoni,239.23,0.0,0.0,38.96,7.4,35.3,22.72,54.4,100.0,0.0,19.9,19.9,Não,5007,2516,2491,46.28,83.0,1.8,74.0,458.68,795.99
3120508,Cristina,39.9,0.0,0.0,9.52,11.6,29.8,17.93,43.4,94.5,29.3,0.0,0.0,Não,10214,5224,4986,45.22,58.33,1.87,76.0,442.25,719.12
3120607,Crucilândia,0.0,0.0,0.0,0.0,16.7,24.7,15.53,33.5,100.0,63.0,42.0,21.0,Não,4749,2430,2327,47.06,62.62,1.66,74.0,464.17,675.5
3120706,Cruzeiro da Fortaleza,102.99,0.0,0.0,0.0,13.9,30.8,20.03,40.5,100.0,76.2,0.0,0.0,Não,3934,1863,1804,50.51,85.43,2.4,75.0,707.8,1328.28
3120805,Cruzília,27.84,0.0,0.0,10.7,12.9,33.7,23.21,38.2,100.0,0.0,0.0,0.0,Não,14596,7245,7346,47.08,91.06,1.72,76.0,520.72,869.3
3120839,Cuparaque,84.6,0.0,0.0,36.36,26.8,25.2,14.7,38.3,100.0,0.0,42.7,21.3,Não,4680,2355,2325,50.28,83.01,2.44,73.0,381.64,672.61
3120870,Curral de Dentro,0.0,49.55,0.0,8.55,32.2,20.7,11.47,38.0,100.0,28.9,57.8,14.4,Não,6930,3500,3413,59.16,84.44,2.65,71.0,279.64,584.83
3120904,Curvelo,41.14,45.22,7.88,14.8,9.7,42.7,27.89,44.8,98.9,114.5,45.8,13.4,Não,74184,36141,38078,46.15,90.79,1.85,76.0,581.65,923.27
3121001,Datas,71.74,0.0,37.59,12.2,13.9,24.9,17.14,46.4,100.0,0.0,19.1,19.1,Não,5210,2551,2660,53.35,59.26,1.91,70.0,313.84,468.57
3121100,Delfim Moreira,0.0,0.0,0.0,0.0,11.2,32.4,20.75,65.0,100.0,0.0,12.5,0.0,Não,7971,4188,3783,47.27,37.95,1.79,75.0,454.36,702.06
3121209,Delfinópolis,0.0,0.0,0.0,0.0,12.4,43.4,25.48,50.6,100.0,43.9,14.6,0.0,Não,6830,3502,3245,46.95,70.95,2.25,77.0,632.28,1104.61
3121258,Delta,38.74,49.55,28.16,0.0,17.3,26.5,14.32,23.2,100.0,24.7,74.1,37.0,Não,8107,4538,3551,43.07,93.76,2.34,73.0,523.34,1032.36
3121308,Descoberto,0.0,0.0,42.37,36.36,10.4,29.2,18.44,43.9,100.0,0.0,62.9,0.0,Não,4757,2408,2360,45.93,85.34,1.7,73.0,477.97,701.07
3121407,Desterro de Entre Rios,0.0,0.0,0.0,15.87,17.4,21.9,14.62,47.6,100.0,14.2,14.2,0.0,Não,7002,3571,3431,46.65,51.36,1.43,73.0,348.88,533.75
3121506,Desterro do Melo,147.93,0.0,0.0,0.0,21.5,19.4,12.84,35.9,100.0,66.3,33.1,0.0,Não,3009,1546,1469,45.32,46.1,1.46,74.0,373.25,459.98
3121605,Diamantina,22.31,14.68,4.23,9.3,12.1,45.5,33.49,44.4,93.4,154.7,52.3,6.5,Não,45884,22145,23571,46.39,87.32,1.98,75.0,597.41,931.4
3121704,Diogo de Vasconcelos,0.0,0.0,52.14,0.0,21.6,17.5,10.45,36.1,100.0,0.0,25.9,25.9,Não,3848,1930,1918,60.0,28.56,1.89,74.0,291.48,445.37
3121803,Dionísio,0.0,0.0,45.07,16.39,14.3,33.5,23.04,47.2,100.0,11.4,11.4,0.0,Não,8739,4264,4409,47.57,81.99,1.6,74.0,461.02,731.38
3121902,Divinésia,120.92,0.0,0.0,21.74,11.3,28.5,17.95,24.0,100.0,0.0,60.7,30.3,Não,3292,1655,1638,49.3,66.05,2.29,72.0,441.49,693.81
3122009,Divino,63.63,0.0,0.0,16.67,17.4,22.1,13.98,40.5,100.0,5.2,47.0,26.1,Não,19131,9658,9430,52.15,56.43,2.0,74.0,426.94,614.86
3122108,Divino das Laranjeiras,0.0,76.22,0.0,35.09,23.0,28.3,14.84,50.9,100.0,0.0,81.0,60.7,Não,4937,2460,2477,55.08,83.21,2.26,74.0,388.4,625.2
3122207,Divinolândia de Minas,50.53,51.12,0.0,19.05,18.6,26.2,17.11,28.1,100.0,56.9,28.4,14.2,Não,7036,3479,3545,53.18,82.0,1.69,74.0,340.1,522.23
3122306,Divinópolis,21.68,17.46,11.91,14.45,4.6,54.5,38.01,54.1,98.9,178.8,17.3,9.3,Sim,213076,103828,109188,38.17,97.42,1.72,76.0,868.57,1289.92
3122355,Divisa Alegre,0.0,0.0,0.0,14.71,29.6,27.0,18.51,39.3,100.0,118.9,33.9,0.0,Não,5884,2905,2979,57.09,96.75,2.66,68.0,341.94,656.8
3122405,Divisa Nova,0.0,0.0,0.0,11.9,17.4,27.7,17.75,53.3,100.0,17.3,17.3,0.0,Não,5760,2982,2781,52.99,80.84,2.46,73.0,484.91,784.86
3122454,Divisópolis,0.0,0.0,0.0,21.98,33.8,24.2,15.85,19.6,100.0,22.2,33.4,0.0,Não,8970,4659,4315,49.76,71.35,2.46,73.0,290.45,487.15
3122470,Dom Bosco,0.0,0.0,0.0,0.0,19.8,29.0,16.31,66.0,100.0,26.2,26.2,0.0,Não,3817,2022,1792,48.06,53.8,2.71,74.0,394.72,632.04
3122504,Dom Cavati,339.85,0.0,0.0,25.97,15.4,32.2,20.25,63.1,100.0,38.4,38.4,0.0,Não,5210,2536,2673,53.93,88.44,1.94,72.0,485.9,712.81
3122603,Dom Joaquim,0.0,0.0,0.0,0.0,20.7,24.8,17.1,45.6,100.0,44.1,88.2,0.0,Não,4535,2222,2313,58.3,64.43,2.13,74.0,355.58,474.73
3122702,Dom Silvério,91.66,0.0,37.0,16.95,11.8,32.8,24.0,70.4,100.0,57.7,0.0,0.0,Não,5193,2493,2703,49.78,78.1,1.52,76.0,488.84,663.21
3122801,Dom Viçoso,0.0,0.0,0.0,40.0,12.1,29.9,17.8,85.7,100.0,0.0,0.0,0.0,Não,2994,1544,1450,45.88,33.33,1.97,74.0,371.63,612.93
3122900,Dona Euzébia,0.0,0.0,0.0,0.0,10.7,33.1,21.07,39.4,80.3,0.0,0.0,0.0,Não,6001,3038,2963,45.1,85.54,1.64,75.0,563.76,820.09
3123007,Dores de Campos,0.0,0.0,0.0,24.79,8.5,34.9,22.81,43.2,100.0,0.0,0.0,0.0,Não,9303,4614,4685,39.99,90.95,1.88,74.0,520.98,850.18
3123106,Dores de Guanhães,0.0,0.0,0.0,40.82,24.0,23.4,15.54,40.3,100.0,0.0,19.1,0.0,Não,5223,2612,2611,54.75,31.05,2.16,74.0,361.09,581.87
3123205,Dores do Indaiá,0.0,30.33,14.16,34.01,13.1,41.2,27.89,54.7,100.0,36.2,58.0,14.5,Não,13781,6715,7063,50.68,91.55,2.28,75.0,663.62,958.07
3123304,Dores do Turvo,297.03,0.0,0.0,0.0,18.4,21.6,13.48,58.6,100.0,0.0,22.4,0.0,Não,4439,2297,2165,49.72,45.5,1.66,75.0,363.3,582.14
3123403,Doresópolis,0.0,0.0,144.3,0.0,7.6,41.3,19.46,51.5,100.0,0.0,69.4,69.4,Não,1440,747,693,42.42,78.61,2.0,77.0,461.8,714.18
3123502,Douradoquara,234.19,0.0,0.0,83.33,9.1,32.6,16.4,45.7,100.0,0.0,0.0,0.0,Não,1841,970,871,42.01,66.97,2.28,76.0,640.34,777.14
3123528,Durandé,0.0,48.83,0.0,0.0,23.1,22.3,13.77,52.5,100.0,0.0,13.4,13.4,Não,7402,3770,3653,52.02,47.78,2.32,76.0,392.68,630.53
3123601,Elói Mendes,31.99,15.38,7.85,16.08,14.0,36.9,21.83,43.0,100.0,31.7,7.9,3.9,Não,25266,12489,12731,45.83,80.79,1.9,75.0,577.5,921.97
3123700,Engenheiro Caldas,77.31,0.0,0.0,14.08,23.2,26.8,17.57,41.9,100.0,9.7,29.1,19.4,Não,10276,4941,5302,54.81,80.98,1.94,74.0,407.77,794.75
3123809,Engenheiro Navarro,0.0,0.0,0.0,19.8,22.5,31.6,17.6,53.8,100.0,14.0,28.0,0.0,Não,7125,3618,3504,49.46,66.69,1.97,72.0,332.37,570.57
3123858,Entre Folhas,242.72,0.0,0.0,54.79,17.8,24.3,15.14,50.8,100.0,38.6,38.6,0.0,Não,5172,2570,2605,51.91,75.15,1.65,73.0,373.1,580.82
3123908,Entre Rios de Minas,85.18,0.0,13.94,32.26,9.8,31.8,20.21,49.9,85.4,28.0,14.0,7.0,Não,14262,7069,7173,44.51,69.36,1.57,73.0,527.33,908.89
3124005,Ervália,20.75,56.13,0.0,9.35,19.1,23.8,15.89,33.2,100.0,33.4,39.0,16.7,Não,17958,8990,8956,46.48,52.77,1.81,75.0,429.35,613.35
3124104,Esmeraldas,45.11,82.14,16.67,9.52,11.0,33.9,18.19,38.9,100.0,190.8,112.8,56.4,Não,60153,30257,29988,49.91,93.27,2.25,74.0,452.62,790.23
3124203,Espera Feliz,50.76,0.0,8.81,9.9,17.4,29.5,17.33,30.4,100.0,30.6,8.7,8.7,Não,22859,11504,11352,46.03,62.01,1.88,76.0,496.04,733.1
3124302,Espinosa,32.92,20.91,0.0,8.73,30.8,28.3,17.35,42.0,100.0,35.3,19.2,16.0,Não,31113,15277,15809,49.98,57.93,1.8,73.0,299.13,445.72
3124401,Espírito Santo do Dourado,0.0,0.0,0.0,21.28,13.5,26.6,13.71,46.2,100.0,22.5,0.0,0.0,Não,4429,2342,2087,43.36,38.0,1.39,76.0,486.55,632.11
3124500,Estiva,37.74,0.0,19.1,9.17,11.3,28.0,16.74,45.5,100.0,46.1,64.5,27.6,Não,10844,5609,5236,42.63,45.17,1.78,76.0,547.01,767.93
3124609,Estrela D' Alva,0.0,0.0,0.0,54.05,20.1,31.4,21.7,41.8,100.0,40.4,0.0,0.0,Não,2470,1233,1237,47.57,72.11,2.56,77.0,701.83,1177.29
3124708,Estrela do Indaiá,0.0,0.0,0.0,0.0,15.9,28.1,20.03,53.5,100.0,0.0,0.0,0.0,Não,3515,1769,1747,48.52,78.98,2.29,77.0,547.21,864.29
3124807,Estrela do Sul,158.73,0.0,0.0,32.61,13.9,34.9,22.36,42.7,100.0,40.2,67.1,26.8,Não,7457,3899,3547,45.0,81.35,2.28,75.0,600.41,881.48
3124906,Eugenópolis,116.19,0.0,0.0,0.0,14.6,32.1,23.0,33.4,100.0,9.4,47.4,0.0,Não,10541,5318,5222,43.56,70.26,1.89,76.0,486.46,681.01
3125002,Ewbank da Câmara,0.0,0.0,0.0,23.26,13.1,33.4,20.03,55.2,100.0,0.0,53.2,26.6,Não,3752,1855,1898,44.69,92.17,1.57,74.0,391.34,720.35
3125101,Extrema,12.66,0.0,7.05,18.32,7.8,44.3,29.18,48.3,97.4,80.4,10.4,6.9,Não,28564,14414,14185,42.54,90.99,1.93,76.0,745.21,1081.48
3125200,Fama,0.0,0.0,0.0,0.0,12.0,36.0,20.41,47.6,100.0,0.0,0.0,0.0,Não,2348,1180,1170,46.03,64.47,1.93,77.0,624.24,798.61
3125309,Faria Lemos,0.0,0.0,0.0,0.0,17.7,38.1,27.64,39.5,100.0,0.0,0.0,0.0,Não,3377,1714,1662,52.59,69.08,2.01,73.0,544.77,751.83
3125408,Felício dos Santos,80.39,0.0,0.0,14.49,22.2,20.6,14.71,39.0,100.0,0.0,38.9,19.4,Não,5137,2568,2574,61.45,43.35,1.97,73.0,274.2,335.55
3125507,São Gonçalo do Rio Preto,0.0,0.0,0.0,0.0,23.0,30.6,17.27,50.0,100.0,32.7,32.7,0.0,Não,3039,1285,1381,48.61,63.94,1.71,74.0,321.22,469.53
3125606,Felisburgo,0.0,55.28,0.0,52.08,35.1,23.1,14.89,24.4,100.0,0.0,29.0,29.0,Não,6887,3506,3371,61.55,73.99,2.67,70.0,290.8,470.07
3125705,Felixlândia,28.65,0.0,28.27,6.33,12.9,28.9,16.9,37.1,100.0,92.0,63.7,14.1,Não,14121,7041,7068,47.47,77.35,2.08,74.0,459.52,724.56
3125804,Fernandes Tourinho,133.51,0.0,0.0,27.03,27.2,29.0,15.6,43.9,100.0,66.0,0.0,0.0,Não,3033,1549,1481,51.85,66.53,1.76,73.0,351.58,561.96
