ibge7,mun,nome_meso,tot_f_meio_sm,tot_f_rdpc_154,n_f_PBF,tot_benf_PBF,ex_cinema,ex_bib,n_bib,tx_criancas_EF_adeq,tx_adol_EM_adeq,tx_EJA_EF_15m,tx_EJA_EM_18m,tx_esc_0_3,tx_esc_15_17,n_esp_mun,popul,percent_5,percent_6_17,percent_65,transf_pc_PBF,n_emp_formal,rdpc_formal,tx_mort,tx_mort_homicidio,tx_mort_homicidio_15_29,prop_priv_saude,percent_esgoto,percent_lixo
3135506,Jequeri,Zona da Mata,1553,1100,988,"17,74",N?o,,,"71,2","41,3","1,9","1,9","32,2","58,9",7,12901,8,21,9,"11,89",1329,"151,84","5,58","31,01","90,51","6,32",,
3135605,Jequita?,Norte de Minas,1796,1565,1244,"41,59",N?o,,,"74,7","41,3","2,9","3,1",27,"63,1",3,7932,8,21,9,"25,41",735,"140,97","7,06","37,82","146,23","1,95",,
3135704,Jequitib?,Metropolitana de Belo Horizonte,742,471,461,"9,7",N?o,Sim,1,"83,4",61,"1,5","1,5",9,"87,4",11,5316,8,21,9,"12,68",862,"225,15","7,52","18,81","74,52","4,68",,100
3135803,Jequitinhonha,Jequitinhonha,4383,3142,2943,"49,37",N?o,Sim,1,"85,5","44,4","2,9",3,"27,9","68,8",6,25465,8,21,9,"21,67",1831,"100,56","6,36","35,34","30,25","3,42",,
3135902,Jesu?nia,Sul/Sudoeste de Minas,724,470,428,"26,38",N?o,Sim,1,"63,2","47,8","0,7","0,7","1,3","66,3",3,4899,8,21,10,"10,87",590,"146,26","7,76","40,82","82,38","14,68",,
3136009,Joa?ma,Jequitinhonha,3284,2648,2441,"44,37",N?o,Sim,1,"90,1",41,"3,9","3,9","28,8","68,4",13,15599,8,21,9,"31,19",1043,"86,27","7,24","32,05","99,94",3,100,
3136108,Joan?sia,Vale do Rio Doce,856,636,495,"11,79",N?o,,,"63,7","59,1","2,2","2,2","0,3",81,2,5067,7,21,10,"13,47",305,"79,7","7,89","59,21","234,55","8,82",,
3136207,Jo?o Monlevade,Metropolitana de Belo Horizonte,4633,2893,2262,"14,96",N?o,Sim,1,"76,6","62,2","1,8","1,7","21,4","82,8",14,79100,8,19,8,"4,38",17065,"407,48","6,03","20,23","47,35","25,57",,
3136306,Jo?o Pinheiro,Noroeste de Minas,6060,3991,3140,"33,19",N?o,Sim,1,"91,4","65,1","1,6","1,6","15,5","80,3",4,48472,8,20,8,"11,24",11100,"435,39","6,85","33,01","94,33","8,28","99,1",
3136405,Joaquim Fel?cio,Central Mineira,558,331,297,"29,26",N?o,Sim,1,"64,4","47,9",0,0,"31,8","71,2",5,4639,7,21,10,"8,9",350,"99,48","7,54","64,67","86,98","1,36",,100
3136504,Jord?nia,Jequitinhonha,1661,1315,1173,"18,49",N?o,Sim,1,"79,2","46,1","1,4","1,4","35,3","66,6",5,10865,8,21,9,"20,09",711,"79,89","5,8",0,0,"2,13",,
3136520,Jos? Gon?alves de Minas,Jequitinhonha,844,633,517,"2,71",N?o,Sim,1,"80,6","75,9","0,5","0,5","45,7","92,8",8,4637,8,21,8,"22,14",282,"87,58","5,18",0,0,"0,17",100,
3136553,Jos? Raydan,Vale do Rio Doce,766,564,518,"10,06",N?o,Sim,1,"79,1","50,2","0,6","0,6","11,6","69,3",2,4845,8,21,10,"17,76",479,"104,65","5,78",0,0,"1,09",,
3136579,Josen?polis,Norte de Minas,1075,884,784,"10,06",N?o,Sim,1,"95,2",66,"1,7","1,9",31,"88,9",2,4854,8,21,10,"37,34",267,"85,38","6,39","20,6","83,35","1,01",60,
3136603,Nova Uni?o,Metropolitana de Belo Horizonte,710,486,418,"20,93",N?o,Sim,1,"82,8","63,5","0,8","0,9","2,7","84,7",7,5792,8,22,9,"12,16",615,"148,94","7,77",0,0,"8,22",,
3136652,Juatuba,Metropolitana de Belo Horizonte,3163,2114,1831,"21,69",N?o,Sim,1,100,54,"3,6","3,1","32,5","84,5",8,25490,8,20,8,"13,09",5787,"512,35","6,04","35,31","60,62","36,11",,
3136702,Juiz de Fora,Zona da Mata,31882,17341,14808,"16,41",Sim,Sim,2,"74,5","51,6","2,5","2,4","30,9","81,6",84,559636,7,17,7,"4,05",144249,"558,1","7,89","26,27","63,65","37,52",,
3136801,Juramento,Norte de Minas,904,694,550,"8,43",N?o,Sim,1,"79,3","58,7","0,5","0,5","24,9","71,8",5,4342,8,21,10,"24,46",445,"52,11","5,07",0,0,"6,1",60,
3136900,Juruaia,Sul/Sudoeste de Minas,744,451,330,"15,67",N?o,Sim,1,"74,7","52,2",0,0,"31,5","67,9",5,10235,8,21,9,"5,24",2178,"265,49","6,35","9,77",0,"3,38",,100
3136959,Juven?lia,Norte de Minas,1159,920,830,"9,21",N?o,Sim,1,100,"56,8","0,6","0,6","23,6","89,3",3,5861,8,21,9,"26,25",329,"66,17","3,75","17,06",0,"0,36",,
3137007,Ladainha,Vale do Mucuri,3026,2618,2308,"15,16",N?o,Sim,1,"84,4","41,8","1,4","1,5","15,5","76,4",5,18066,8,21,9,"26,38",850,"73,34","7,58","11,07","21,57","1,57",,
3137106,Lagamar,Noroeste de Minas,977,695,575,"20,91",N?o,Sim,1,"64,7","59,9","2,9","3,1","33,4","67,3",2,7797,8,22,9,"11,76",978,"222,32","6,8",0,0,"7,23",,100
3137205,Lagoa da Prata,Central Mineira,4050,2169,1847,"18,14",N?o,Sim,3,"79,1","63,3","0,5","0,5",27,"73,6",19,50714,8,20,8,"5,91",12255,"467,04","5,7","11,83","22,49","27,12",,100
3137304,Lagoa dos Patos,Norte de Minas,936,694,595,"11,19",N?o,Sim,1,"84,2","43,1","2,8","2,7","34,2","72,2",8,4260,8,21,10,"23,68",348,"103,73","8,22","46,95",0,"1,06",63,100
3137403,Lagoa Dourada,Campo das Vertentes,1621,525,603,"12,32",N?o,Sim,1,"82,5","50,4","1,3","1,1",15,"71,5",5,12999,8,20,9,"5,65",1441,"151,81","5,92",0,0,"6,85",,
3137502,Lagoa Formosa,Triangulo Mineiro/Alto Paranaiba,1774,964,800,"24,57",N?o,Sim,1,"72,1","49,8","0,7","0,7",39,"62,2",5,18107,8,21,9,"6,11",2979,"256,23","6,52","16,57","21,47","3,45",100,100
3137536,Lagoa Grande,Noroeste de Minas,1423,924,778,"24,29",N?o,Sim,1,"79,5",59,"1,2","1,2","28,1","81,2",1,9369,8,21,9,"14,6",1186,"174,27","6,83","32,02","41,16","2,97",,100
3137601,Lagoa Santa,Metropolitana de Belo Horizonte,3140,1742,1862,17,N?o,Sim,1,"75,8","54,8","1,8","1,5","41,7","77,9",4,60787,8,20,8,"4,27",14911,"595,09","5,17","14,81","43,78","29,23",,100
3137700,Lajinha,Zona da Mata,2857,2042,1926,"16,6",N?o,Sim,1,"78,4","47,9","1,7","1,5","14,1","67,4",4,20282,8,21,9,"13,25",1993,"158,79","6,31","29,58","38,51","4,18",,
3137809,Lambari,Sul/Sudoeste de Minas,2787,1562,1489,"32,18",N?o,Sim,1,"75,9","44,7","2,7","2,7","20,6","64,3",6,20773,8,21,9,"13,42",2594,"193,64","8,67","4,81","18,74","23,56",,
3137908,Lamim,Zona da Mata,455,352,294,"7,4",N?o,Sim,1,"86,4","56,6","2,1","1,9","3,2","78,6",,3504,8,21,10,"12,61",261,"99,46","6,56",0,0,"2,23",,100
3138005,Laranjal,Zona da Mata,1069,848,600,"16,98",N?o,Sim,1,"56,2","35,3",2,"2,1","17,3","57,7",1,6826,8,20,9,"15,58",799,"161,39","7,47",0,0,"5,49",,100
3138104,Lassance,Norte de Minas,1355,1127,869,"7,89",N?o,Sim,1,"90,1","62,4","1,7","1,8","2,9",85,4,6663,8,21,9,"27,05",1372,"292,04","6,6","30,02","59,53","1,79",,100
3138203,Lavras,Campo das Vertentes,9914,6012,3908,"11,93",Sim,Sim,1,"75,3",60,"1,1","0,9","45,3","80,4",12,101208,8,19,8,"6,81",25337,"568,34","6,6","6,92","14,81","28,9","92,4",
3138302,Leandro ferreira,Central Mineira,355,219,171,"20,21",N?o,Sim,1,"76,6","46,1","3,2","3,5","28,7","61,4",3,3299,8,21,10,"8,66",370,"205,8","9,4","30,31",0,"11,43",,
3138351,Leme do Prado,Jequitinhonha,816,561,523,"8,03",N?o,Sim,1,"87,8","72,5",6,"6,4","44,8","94,1",16,4991,8,21,9,"18,82",335,"92,18","3,81",0,0,"1,82",80,
3138401,Leopoldina,Zona da Mata,5575,2665,2634,"28,32",N?o,Sim,3,"73,7","49,8","2,2","2,1","29,1","77,5",15,53252,8,20,8,"7,13",11003,"299,08","8,36","7,51","14,3","15,17",,100
3138500,Liberdade,Sul/Sudoeste de Minas,988,705,572,"32,02",N?o,Sim,1,"61,9","51,9","1,6","1,8",4,"70,6",4,5320,7,22,9,"16,34",590,"156,72","9,96","18,8","74,34","7,31",,100
3138609,Lima Duarte,Zona da Mata,1955,974,1003,"31,46",N?o,Sim,1,"69,1","49,2","2,9","2,4","27,9",74,6,16871,8,21,9,"8,75",2475,"183,62","8,12",0,0,"9,87",,
3138625,Limeira do Oeste,Triangulo Mineiro/Alto Paranaiba,856,595,462,"24,4",N?o,Sim,1,"79,1","47,3","2,5","2,4","22,9","78,1",3,7436,8,21,9,"11,78",1970,"586,99","8,61","13,45","53,09","25,9","93,7",
3138658,Lontra,Norte de Minas,2031,1714,1431,"7,74",N?o,Sim,1,"81,8","68,3","0,6","0,7","35,3","83,8",9,8992,8,21,9,"32,64",472,"68,31","6,45",0,0,"0,6",,
3138674,Luisburgo,Zona da Mata,947,581,608,"7,48",N?o,Sim,1,"89,5","48,4","0,5","0,3","27,8","66,5",1,6408,8,21,9,"13,49",422,"83,86","6,87","31,21","61,86","2,86",,100
3138682,Luisl?ndia,Norte de Minas,1364,1062,1013,"3,04",N?o,Sim,1,"92,7","59,4","1,4","1,4","22,9","78,7",5,6733,8,21,9,"31,37",323,"61,42","7,57","29,7",0,"0,83",,
3138708,Lumin?rias,Campo das Vertentes,684,388,339,"24,32",N?o,Sim,1,"64,4","50,9","1,6","1,8","28,2","77,5",1,5571,7,22,9,"7,75",913,"208,12","9,69",0,0,"8,6",,
3138807,Luz,Central Mineira,1171,745,623,"16,9",N?o,Sim,1,"72,7","59,6",1,1,"25,2","67,6",8,18347,8,21,9,"5,25",3702,"315,32","7,79",0,0,"14,93",,
3138906,Maxacalis,Vale do Mucuri,1487,1173,1046,"43,03",N?o,Sim,1,"84,1","48,2","2,7","2,8","18,4","71,5",6,7228,8,21,9,"20,72",469,"92,74","7,61",0,0,"2,41",,
3139003,Machado,Sul/Sudoeste de Minas,3413,1914,1670,"21,78",Sim,Sim,1,"74,3","64,8","3,8","3,8","37,7","81,4",21,41651,8,21,8,"5,91",9253,"362,9","6,53","21,61","35,46","28,04",,100
3139102,Madre de Deus de Minas,Campo das Vertentes,584,272,238,"29,64",N?o,Sim,1,"65,7","50,5","1,1","1,1","3,7","68,6",7,5139,7,21,10,"5,12",718,"199,91","7,59",0,0,"8,09",,100
3139201,Malacacheta,Vale do Mucuri,2757,1982,1793,"28,81",Sim,Sim,1,"83,2","67,9","0,8","0,8","19,8","94,3",7,19173,8,21,9,"15,14",1385,"101,04","7,93","20,86","20,34","3,35","76,4",
3139250,Mamonas,Norte de Minas,1343,980,860,"4,02",N?o,Sim,1,"66,3",65,"0,1","0,1","21,8","69,8",11,6608,8,21,9,"20,45",390,"84,35","4,99","15,13",0,"0,08",,
3139300,Manga,Norte de Minas,5545,4268,3042,"38,81",N?o,,,100,"57,1","2,1","2,1",32,"89,6",3,19494,8,21,9,"33,44",2204,"121,66","7,9","76,95","160,81","1,36",,
3139409,Manhua?u,Zona da Mata,6700,3778,3647,"18,75",Sim,Sim,1,"95,6","56,1","2,9","2,5","28,5","83,6",2,87735,8,19,8,"6,05",20387,"375,86","5,73","18,24","21,41","16,75",,
3139508,Manhumirim,Zona da Mata,3018,1892,1838,"40,55",N?o,Sim,1,"77,9","46,3","3,3",3,19,"67,3",2,22683,8,20,9,"11,31",2917,"179,47","8,64","17,63","34,05","10,12",,
3139607,Mantena,Vale do Rio Doce,3759,2067,1953,"41,68",N?o,Sim,1,"78,5","50,2","5,4","5,5","24,6","65,6",3,28097,8,20,9,"8,91",3765,"195,82","7,26","21,35",0,"7,44",97,
3139706,Maravilhas,Metropolitana de Belo Horizonte,1214,882,639,"13,59",N?o,Sim,1,"73,6","52,2","1,9","1,8","29,2",68,4,7812,8,21,9,"17,52",1230,"202,52","5,12","25,6",0,"6,13",,
3139805,Mar de Espanha,Zona da Mata,929,571,514,"15,46",N?o,Sim,1,"65,6","40,8","1,8","1,4","22,3","61,4",5,12660,8,20,9,"7,52",3056,"254,65","7,9","7,9",0,"9,89",,100
3139904,Maria da F?,Sul/Sudoeste de Minas,1456,762,760,"22,42",N?o,Sim,1,"77,1","72,9","0,9","0,9",32,"89,1",14,14502,8,21,9,"7,16",1249,"137,03","7,79",0,0,"17,43",,100
3140001,Mariana,Metropolitana de Belo Horizonte,7179,5292,3983,"14,24",N?o,Sim,1,"82,4","46,7","1,8","1,8",27,"77,3",1,59343,8,20,8,"13,32",12542,"453,08","5,29","16,85","25,71","31,74",,
3140100,Marilac,Vale do Rio Doce,940,717,669,"15,52",N?o,Sim,1,"95,6","64,2","2,9","3,1","96,2","96,9",5,4264,8,21,10,"33,14",349,"115,47","9,38","46,9","190,1","6,1",,100
3140159,M?rio Campos,Metropolitana de Belo Horizonte,1168,748,629,"3,74",N?o,Sim,1,"81,4","56,8","2,5","2,4","9,7","82,7",9,14811,8,21,8,"7,87",1428,"144,42","4,73","33,76","51,56","19,61",,
3140209,Marip? de Minas,Zona da Mata,308,154,147,"17,09",N?o,,,"83,4","64,3","0,8","0,9","35,9","77,4",2,2965,7,20,11,"6,49",595,"255,82","10,12",0,0,"10,49",,100
3140308,Marli?ria,Vale do Rio Doce,617,335,326,"19,95",N?o,Sim,1,"78,2","67,2","4,7",5,"29,8","92,2",4,4128,7,21,10,"12,92",468,"155,28","7,03",0,0,"9,59",,
3140407,Marmel?polis,Sul/Sudoeste de Minas,547,381,362,"12,59",N?o,Sim,1,"90,1","72,4",0,0,"0,7","90,2",4,2918,7,19,11,"16,51",310,"148,36","7,54","34,27","145,31","2,5",,100
3140506,Martinho Campos,Central Mineira,1328,790,620,"21,94",N?o,Sim,1,"76,6","48,7","1,1","1,2",55,"63,5",5,13376,8,20,9,"7,84",3494,"407,47","7,18","14,95",0,"16,37",,
3140530,Martins Soares,Zona da Mata,1364,1072,850,"11,64",N?o,Sim,1,"81,2","49,4",1,1,"12,9","65,8",2,8073,8,21,9,"16,47",593,"141,88","6,19","24,77","95,88","3,02",,
3140555,Mata Verde,Jequitinhonha,1878,1591,1355,"31,98",N?o,,,"83,7","62,6","2,3","2,2","29,4",96,6,8483,8,22,9,"36,49",435,"57,97","5,66","11,79",0,"0,9",,
3140605,Materl?ndia,Vale do Rio Doce,909,662,651,"37,72",N?o,,,"89,1","59,4","1,2","1,3","20,7","89,3",6,4631,8,21,10,"29,74",284,"90,11","7,13",0,0,"1,92",,
3140704,Mateus Leme,Metropolitana de Belo Horizonte,3157,1574,1493,"25,71",N?o,Sim,1,"94,3","59,5",2,"1,6","18,6","92,1",9,30423,8,20,8,"6,89",5704,"324,59","6,38","36,16","38,08","26,74",,
3140803,Matias Barbosa,Zona da Mata,1095,434,584,"14,55",N?o,Sim,1,"62,2","42,8","2,3","1,8","18,7","71,5",9,14369,8,20,9,"6,11",5056,"714,89","7,03","6,96",0,"21,98",,
3140852,Matias Cardoso,Norte de Minas,1673,1049,1078,"7,77",N?o,Sim,1,"92,3","53,5","0,5","0,6","38,1","73,6",6,10905,8,21,9,"16,08",1532,"162,74","5,41","27,51","106,3","0,31",,
3140902,Matip?,Zona da Mata,2794,1580,1532,"18,88",N?o,Sim,1,"91,3","61,5",3,"2,9","4,3","90,9",4,18816,8,21,9,"11,67",1754,"133,95","5,05","53,15","82,98","5,49",,
3141009,Mato Verde,Norte de Minas,2926,2676,2082,"35,06",N?o,Sim,1,72,"65,9","2,1","2,2","21,5","72,8",7,12871,8,21,9,"22,69",1082,"97,93","7,54","15,54","30,24","1,61",,
3141108,Matozinhos,Metropolitana de Belo Horizonte,3402,2068,1793,"18,37",N?o,Sim,1,"78,9","58,1",2,2,"19,8","74,6",3,37040,8,21,8,"7,18",9024,"542,63","5,75","32,4","59,92","27,07","65,1",
3141207,Matutina,Triangulo Mineiro/Alto Paranaiba,477,218,189,"28,58",N?o,Sim,1,68,"45,7","1,2","1,3","29,9","56,3",4,3849,8,21,10,"6,38",501,"195,97","6,76",0,0,"5,56",,
3141306,Medeiros,Oeste de Minas,309,110,142,"5,26",N?o,Sim,1,"77,6","42,1",0,0,"47,5","45,9",5,3737,8,21,10,"5,55",671,"256,43","6,96",0,0,"2,78",95,
3141405,Medina,Jequitinhonha,3875,2561,2545,"48,24",N?o,Sim,2,"85,4","47,6","3,2","3,3","16,5","78,2",3,21433,8,21,9,"16,96",1903,"134,03","8,12","55,99","162,12","2,62",,
3141504,Mendes Pimentel,Vale do Rio Doce,1220,806,789,"24,67",N?o,Sim,1,"66,2","48,3","3,9","4,2","8,9","59,3",5,6557,7,22,9,"18,69",470,"102,61","5,19",0,0,"4,82",,100
3141603,Merc?s,Zona da Mata,1851,1314,1169,"32,67",N?o,Sim,1,"66,8","43,1",1,1,"37,6",68,2,10842,8,20,9,"19,5",887,"100,8","7,66","18,45",0,"5,02",,100
3141702,Mesquita,Vale do Rio Doce,865,594,507,"10,71",N?o,,,"69,1","56,2","1,4","1,5","32,2","69,9",2,5951,8,21,9,"15,63",406,"90,87","7,06","67,22","66,51","12,79",,
3141801,Minas Novas,Jequitinhonha,4540,3078,2753,"22,83",N?o,Sim,1,"83,1","62,5","2,1","2,1","18,3","87,9",33,31963,8,21,8,"12,48",2304,"80,19","5,57","15,64","34,67","2,25",,
3141900,Minduri,Sul/Sudoeste de Minas,530,319,270,"24,85",Sim,Sim,1,"70,6","54,5","0,7","0,7","20,6","81,6",3,3967,7,21,10,"8,75",612,"224,45","5,04",0,0,"10,89",,
3142007,Mirabela,Norte de Minas,2535,2020,1855,"42,04",N?o,Sim,1,"73,7","59,1","1,6","1,7","28,3","71,8",9,13685,8,21,9,"25,62",896,"86,25","7,01","21,92","28,5","1,05",,
3142106,Miradouro,Zona da Mata,1737,1288,1172,"33,83",N?o,Sim,1,"62,1","40,7","1,3","1,2","1,7","62,2",7,10799,8,21,9,"16,28",887,"109,14","6,2","37,04","72,04","4,8",,
3142205,Mira?,Zona da Mata,1139,557,557,"24,68",N?o,Sim,1,"59,5","38,5","1,3","1,1","13,4","58,9",3,14852,8,21,9,"5,25",2246,"223,18","6,87","6,73",0,"4,58",,100
3142254,Mirav?nia,Norte de Minas,1173,994,868,"12,28",N?o,Sim,1,"89,8",81,0,0,"52,4",100,5,4859,8,21,10,"31,83",305,"78,37","6,17",0,0,"0,14",,
3142304,Moeda,Metropolitana de Belo Horizonte,616,444,352,"17,98",N?o,Sim,1,"73,2","42,4","0,8","0,8","1,7","71,2",,4940,8,21,10,"12,39",577,"179,71","7,29",0,0,"13,36",,
3142403,Moema,Central Mineira,884,631,416,"16,85",N?o,Sim,1,"78,9","53,5","1,4","1,4","18,9","66,1",6,7487,8,21,9,"8,36",860,"159,98","7,21","13,36",0,"8,88",,
3142502,Monjolos,Central Mineira,394,196,202,"22,34",N?o,,,"88,4","71,1","1,6","1,8","26,4","90,3",1,2339,7,20,11,"11,19",322,230,"5,99",0,0,"0,43",,
3142601,Monsenhor Paulo,Sul/Sudoeste de Minas,888,477,375,"20,21",N?o,Sim,1,"76,7","62,2","0,8","0,8","17,8","74,5",14,8671,8,21,9,"7,06",1760,"334,03","9,11","11,53","44,42","7,32",,
3142700,Montalv?nia,Norte de Minas,2333,1769,1643,"29,26",Sim,Sim,1,"90,6","66,2","1,3","1,3","15,5","90,5",3,15689,8,21,9,"22,76",1101,"85,83","6,44","25,5","24,89","1,14",,
3142809,Monte Alegre de Minas,Triangulo Mineiro/Alto Paranaiba,2075,1185,1016,"30,89",N?o,Sim,1,"61,3","38,6","2,1","1,9","25,2",58,9,20979,8,21,9,"6,57",3089,"241,53","6,15","14,3","18,55","6,13",,
3142908,Monte Azul,Norte de Minas,4000,3032,2780,"24,47",N?o,Sim,1,"71,8","66,9","0,9",1,17,"73,4",8,21884,8,20,9,"16,29",1458,"91,08","6,81","36,56","88,24","1,82",,
3143005,Monte Belo,Sul/Sudoeste de Minas,1203,676,685,"30,63",N?o,Sim,1,"66,8","47,2","1,3","1,2",29,"57,5",5,13449,8,21,9,"6,8",3126,"409,82","6,17",0,0,"19,24",,
3143104,Monte Carmelo,Triangulo Mineiro/Alto Paranaiba,4473,2838,2380,"28,61",N?o,Sim,1,"76,6","59,7","2,2","2,2","31,5","73,2",29,48096,8,20,8,"6,99",9321,"297,59","6,42","12,48","31,67","14,45",65,100
3143153,Monte Formoso,Jequitinhonha,726,563,550,"5,71",N?o,Sim,1,100,"88,5","1,8","1,9",8,100,4,4917,8,22,10,"29,94",252,"102,56","6,51","20,34",0,"0,47",,
3143203,Monte Santo de Minas,Sul/Sudoeste de Minas,2090,1480,1082,"26,83",N?o,,,"70,9","54,1","0,9","0,8","37,4","67,6",5,21932,7,21,9,"7,7",3817,"239,12","7,89","4,56",0,"8,7",,
3143302,Montes Claros,Norte de Minas,44646,25756,22102,"25,42",Sim,Sim,1,"82,9","67,8","1,8","1,8","27,8","91,1",85,398288,8,19,6,"7,45",83818,"410,55","5,29","18,33","45,3","21,8","97,4",
3143401,Monte Si?o,Sul/Sudoeste de Minas,1476,451,468,"23,68",N?o,Sim,1,"75,6","52,8",1,1,"42,5","69,3",16,23238,8,20,9,"2,42",4960,"320,51","5,64",0,0,"8,41",,
3143450,Montezuma,Norte de Minas,1098,885,795,"4,83",Sim,Sim,2,"78,1","63,5","1,3","1,4",19,"79,7",1,8106,8,21,9,"15,27",637,"85,32","4,19","12,34",0,"0,54",90,
3143500,Morada Nova de Minas,Central Mineira,943,422,321,"22,38",N?o,Sim,1,"72,5","39,3",1,1,"47,8","53,4",6,8813,8,22,9,"4,93",1943,"344,28","7,72","22,69","87,45","6,67",,
3143609,Morro da Gar?a,Central Mineira,407,173,207,"24,18",N?o,Sim,1,100,"71,9","1,2","1,3",28,"91,9",3,2612,8,19,11,"11,35",505,"242,1","8,81","38,28",0,"2,87",,
3143708,Morro do Pilar,Metropolitana de Belo Horizonte,515,451,362,"17,55",N?o,Sim,1,"72,1","59,7",1,"1,1","1,2","87,8",1,3358,8,21,10,"20,17",244,"97,34","7,44",0,0,"4,56",,
3143807,Munhoz,Sul/Sudoeste de Minas,868,368,385,"13,19",N?o,Sim,1,"72,6","59,8","1,1","1,1","12,2","78,5",2,6282,7,21,9,"8,77",686,"149,27","6,53",0,0,"4,33",,
3143906,Muria?,Zona da Mata,9614,4564,4220,"25,33",Sim,Sim,1,76,"55,4","2,2","2,1","32,4","75,3",45,107916,8,19,8,"5,6",24117,"361,44","8,08","22,24","38,64","18,53",,100
3144003,Mutum,Vale do Rio Doce,3686,2402,2358,"23,85",N?o,Sim,1,77,"51,1","1,9","1,9","7,2","65,6",20,27512,8,20,9,"11,87",2570,"133,05","6,43","25,44","14,04","1,74",,
3144102,Muzambinho,Sul/Sudoeste de Minas,1948,1137,923,"18,69",N?o,Sim,1,"77,2","89,1",2,2,"24,8",100,2,21021,8,20,9,"6,63",3448,"274,49","9,18","4,76",0,"8,51",,
3144201,Nacip Raydan,Vale do Rio Doce,570,434,416,"4,56",N?o,Sim,1,"66,3","49,1","1,1","1,2",3,"71,5",2,3270,8,21,10,"29,94",131,"58,25","6,12",0,0,"1,9",,
3144300,Nanuque,Vale do Mucuri,5249,3048,2508,"57,56",N?o,Sim,1,"76,9",46,"1,5","1,5","18,2","67,3",22,41808,8,20,8,"8,29",5829,"212,88","6,89","28,7","45,6","12,23",,
3144359,Naque,Vale do Rio Doce,1160,888,699,"35,46",N?o,Sim,1,"79,9","58,6","0,3","0,3","33,4","79,6",3,6878,8,21,9,"25,05",605,"111,96","4,07","14,54",0,"11,89",,
3144375,Natal?ndia,Noroeste de Minas,873,728,346,"6,04",N?o,Sim,1,"93,3",67,"3,9","3,1",43,100,3,3381,8,20,10,"26,75",380,"184,17","4,44","59,15","239,91","2,04",,
3144409,Nat?rcia,Sul/Sudoeste de Minas,489,261,251,"23,5",N?o,Sim,1,"60,5","40,5","1,9","1,9","34,1","48,9",6,4816,8,21,10,"6,09",515,"136,81","10,38",0,0,"4,15",,
3144508,Nazareno,Campo das Vertentes,1312,907,760,"17,33",N?o,Sim,1,"72,9","61,8","0,8","0,8","23,9","69,4",4,8532,8,21,9,"13,1",1527,"331,27","6,8","23,44","45,22","8,71",,100
3144607,Nepomuceno,Campo das Vertentes,3136,1299,1306,"23,81",N?o,Sim,1,"72,4","63,7","1,3","1,2","27,5","80,1",9,26977,8,21,9,"6,9",3662,"188,29","7,93","22,24","14,28","9,99",,
3144656,Ninheira,Norte de Minas,2090,1755,1598,"6,47",N?o,Sim,1,79,"48,6","0,7","0,8",23,73,3,10339,8,22,9,"28,3",701,"97,94","4,93","19,34","37,32","0,1",,
3144672,Nova Bel?m,Vale do Rio Doce,831,672,599,"20,41",N?o,Sim,1,"85,6","77,7",2,"2,1","39,2","91,8",6,3511,8,20,10,"27,36",175,"55,48","4,56",0,0,"1,34",,100
3144706,Nova Era,Metropolitana de Belo Horizonte,1868,1076,1019,"17,89",N?o,Sim,1,"83,2","57,6","2,3","2,3","33,6","77,3",9,17996,8,20,9,"7,82",3871,"379,46","7,11","27,78","64,95","40,02",,
3144805,Nova Lima,Metropolitana de Belo Horizonte,3855,1128,1657,"9,92",N?o,Sim,1,"93,4","54,6","1,4","1,4","43,2","88,8",39,91069,8,19,8,"2,63",41748,"1614,33","5,8","14,27","16,47","49,57",,100
3144904,Nova M?dica,Vale do Rio Doce,669,450,439,"22,32",N?o,,,"78,8",50,"1,5","1,6","46,5","76,7",6,3774,7,22,10,"16,91",388,"125,2","5,83","26,5",0,"2,91",,
3145000,Nova Ponte,Triangulo Mineiro/Alto Paranaiba,1345,764,602,"18,88",N?o,Sim,1,"81,6","55,2","1,4","1,3","31,4","71,8",10,14715,8,21,8,"6,82",2649,"311,42","4,96","27,18","77,71","26,45",,100
3145059,Nova Porteirinha,Norte de Minas,1635,1344,1078,"14,22",N?o,,,"58,7",48,"1,9",2,"25,5","59,1",7,7642,8,21,9,"24,79",1468,"218,44","4,84","91,6","253,15","1,95",,
3145109,Nova Resende,Sul/Sudoeste de Minas,1235,683,646,"13,42",N?o,Sim,1,"79,9","47,4","1,1","1,1","23,8","60,8",2,16540,8,21,9,"4,83",1569,"146,21","5,38",0,0,"3,27",,100
3145208,Nova Serrana,Oeste de Minas,2090,672,560,"12,34",Sim,Sim,1,"89,6","64,9","4,6","4,7","23,7","80,1",15,92332,8,19,6,"0,88",26091,"443,6","3,41","25,99","63,07","21,91",,
3145307,Novo Cruzeiro,Jequitinhonha,5507,4302,3984,"22,08",N?o,Sim,1,"97,8","56,7","1,4","1,5","18,7","95,6",3,31844,8,21,8,"22,71",1373,"58,56","5,94","21,98","46,57","1,73",,
3145356,Novo Oriente de Minas,Vale do Mucuri,2260,1860,1624,"15,88",N?o,Sim,1,"81,1","56,5","1,5","1,5","18,2","87,2",,10839,8,21,9,"27,23",499,"68,8","8,12","64,58","107,74","2,11",,
3145372,Novorizonte,Norte de Minas,892,649,578,"10,67",N?o,Sim,1,"82,1",54,"1,5","1,6","29,3","70,5",9,5282,8,21,10,"22,15",353,"77,37","4,17",0,0,"0,25",,
