codmun,reeleito,sexo,idade,escolaridade,partido
412855,Sim,Masculino,51,Ensino médio completo,PT
412860,Não,Masculino,54,Ensino superior completo,PT
412862,Sim,Feminino,55,Ensino médio completo,PMDB
412863,Sim,Masculino,45,Ensino médio completo,PR
412865,Sim,Feminino,59,Ensino fundamental completo,PR
412870,Não,Masculino,51,Ensino superior incompleto,PMDB
412880,Sim,Masculino,54,Pós-graduação,PSD
420005,Sim,Masculino,40,Ensino superior completo,PMDB
420010,Sim,Masculino,52,Pós-graduação,PT
420020,Sim,Masculino,44,Pós-graduação,PT
420030,Sim,Masculino,57,Pós-graduação,PMDB
420040,Não,Masculino,64,Ensino superior completo,PMDB
420050,Não,Masculino,31,Ensino superior completo,PMDB
420055,Não,Masculino,52,Pós-graduação,PP
420060,Sim,Masculino,55,Ensino superior completo,PMDB
420070,Não,Masculino,48,Ensino superior completo,PMDB
420075,Não,Feminino,38,Pós-graduação,PSD
420080,Não,Masculino,43,Ensino superior completo,PMDB
420090,Não,Masculino,51,Ensino fundamental incompleto,PMDB
420100,Não,Masculino,52,Pós-graduação,PSB
420110,Não,Masculino,42,Ensino superior completo,PMDB
420120,Não,Feminino,72,Ensino superior completo,PP
420125,Não,Masculino,68,Ensino fundamental incompleto,PSD
420127,Sim,Masculino,39,Ensino médio completo,PMDB
420130,Sim,Masculino,60,Pós-graduação,PMDB
420140,Não,Masculino,47,Pós-graduação,PT
420150,Sim,Masculino,56,Ensino superior completo,PSDB
420160,Não,Masculino,50,Ensino superior completo,PSD
420165,Não,Feminino,39,Pós-graduação,PMDB
420170,Sim,Masculino,57,Ensino superior completo,PSD
420180,Não,Masculino,55,Ensino médio completo,PT
420190,Não,Masculino,43,Ensino superior incompleto,PP
420195,Sim,Masculino,46,Ensino superior completo,PSD
420200,Sim,Masculino,45,Ensino superior completo,PMDB
420205,Não,Masculino,45,Ensino médio completo,PMDB
420207,Não,Masculino,39,Ensino superior completo,PP
420208,Não,Masculino,53,Pós-graduação,PMDB
420209,Não,Masculino,57,Ensino fundamental completo,PMDB
420210,Sim,Masculino,40,Ensino superior incompleto,PSB
420213,Não,Masculino,41,Ensino superior completo,PMDB
420215,Não,Masculino,44,Pós-graduação,PSD
420220,Não,Masculino,56,Ensino fundamental completo,PMDB
420230,Sim,Masculino,57,Ensino médio completo,PP
420240,Não,Masculino,30,Pós-graduação,PSDB
420243,Não,Masculino,40,Ensino fundamental incompleto,PMDB
420245,Não,Feminino,37,Ensino superior incompleto,PDT
420250,Não,Masculino,48,Ensino médio completo,PSDB
420253,Não,Masculino,49,Ensino médio completo,PPS
420257,Não,Masculino,47,Ensino médio completo,PMDB
420260,Não,Masculino,55,Ensino fundamental incompleto,PSDB
420270,Não,Masculino,50,Ensino médio completo,PMDB
420280,Não,Masculino,59,Ensino superior completo,PMDB
420285,Não,Masculino,36,Ensino superior completo,PT
420287,Não,Masculino,44,Ensino médio completo,PSD
420290,Sim,Masculino,48,Pós-graduação,PT
420300,Não,Masculino,48,Ensino superior completo,PMDB
420310,Não,Masculino,46,Ensino superior completo,PT
420315,Não,Feminino,50,Pós-graduação,PDT
420320,Sim,Feminino,50,Pós-graduação,PSDB
420325,Não,Masculino,52,Ensino médio completo,PPS
420330,Não,Masculino,53,Ensino médio completo,DEM
420340,Não,Masculino,47,Ensino superior completo,PMDB
420350,Não,Masculino,46,Pós-graduação,PT
420360,Não,Masculino,52,Ensino superior completo,PMDB
420370,Sim,Masculino,43,Ensino superior incompleto,PP
420380,Não,Masculino,52,Ensino superior completo,PMDB
420390,Não,Masculino,49,Pós-graduação,PT
420395,Não,Masculino,60,Pós-graduação,PP
420400,Sim,Feminino,51,Ensino médio completo,PSD
420410,Sim,Masculino,50,Ensino médio completo,PMDB
420415,Sim,Feminino,41,Ensino superior completo,PSDB
420417,Não,Feminino,56,Ensino médio completo,PMDB
420419,Sim,Masculino,55,Ensino superior completo,PT
420420,Sim,Masculino,54,Pós-graduação,PSD
420425,Não,Masculino,58,Pós-graduação,PP
420430,Sim,Masculino,59,Ensino fundamental incompleto,PT
420435,Não,Masculino,47,Pós-graduação,PMDB
420440,Sim,Masculino,49,Pós-graduação,PT
420445,Não,Masculino,42,Ensino médio completo,PP
420450,Sim,Masculino,54,Ensino superior completo,PMDB
420455,Sim,Masculino,45,Ensino médio completo,PDT
420460,Não,Masculino,57,Pós-graduação,PP
420470,Não,Masculino,39,Ensino superior completo,PMDB
420475,Não,Masculino,49,Ensino superior completo,PSD
420480,Não,Masculino,54,Ensino superior completo,PMDB
420490,Não,Masculino,56,Ensino superior completo,PMDB
420500,Sim,Masculino,54,Ensino superior incompleto,PT
420510,Não,Masculino,36,Pós-graduação,PT
420515,Sim,Masculino,57,Ensino médio completo,PP
420517,Não,Masculino,41,Ensino médio completo,PMDB
420519,Não,Masculino,42,Ensino superior completo,PSD
420520,Não,Masculino,40,Pós-graduação,PMDB
420530,Não,Masculino,61,Ensino médio completo,PSD
420535,Sim,Masculino,35,Pós-graduação,PSD
420540,Não,Masculino,33,Ensino superior completo,PSD
420543,Sim,Masculino,54,Ensino superior completo,PP
420545,Sim,Masculino,42,Ensino superior completo,PP
420550,Não,Masculino,57,Ensino médio completo,PSD
420555,Não,Masculino,49,Ensino fundamental completo,PMDB
420560,Não,Masculino,51,Pós-graduação,PMDB
420570,Sim,Masculino,46,Ensino superior incompleto,PMDB
420580,Não,Masculino,58,Ensino superior completo,PSD
420590,Sim,Masculino,61,Ensino superior completo,PT
420600,Não,Masculino,40,Ensino superior incompleto,DEM
420610,Não,Masculino,55,Ensino fundamental completo,PSD
420620,Não,Masculino,52,Pós-graduação,PP
420630,Não,Masculino,53,Ensino superior completo,PP
420640,Não,Masculino,46,Ensino médio completo,PSD
420650,Não,Masculino,59,Ensino superior completo,PSD
420660,Não,Masculino,52,Ensino fundamental completo,PSDB
420665,Sim,Masculino,53,Ensino médio completo,PSD
420670,Sim,Masculino,52,Ensino superior completo,PSD
420675,Não,Masculino,49,Ensino fundamental completo,PMDB
420680,Sim,Masculino,56,Pós-graduação,PSDB
420690,Não,Masculino,58,Ensino superior completo,PMDB
420700,Não,Masculino,48,Pós-graduação,PT
420710,Não,Masculino,35,Pós-graduação,PSD
420720,Não,Masculino,38,Pós-graduação,PT
420730,Não,Masculino,45,Ensino superior incompleto,PSDB
420740,Sim,Masculino,53,Ensino superior completo,PP
420750,Sim,Masculino,52,Pós-graduação,PMDB
420757,Não,Masculino,42,Ensino superior incompleto,PMDB
420760,Não,Masculino,42,Pós-graduação,PT
420765,Não,Masculino,40,Pós-graduação,PT
420768,Sim,Masculino,44,Ensino médio completo,PSD
420770,Sim,Masculino,64,Ensino médio completo,PP
420775,Não,Masculino,49,Ensino médio completo,PSD
420780,Não,Masculino,42,Ensino médio completo,PSDB
420785,Sim,Masculino,51,Ensino médio completo,PSD
420790,Não,Masculino,49,Ensino superior incompleto,PSDB
420800,Não,Feminino,45,Pós-graduação,PSDB
420810,Não,Masculino,44,Ensino superior completo,PSC
420820,Sim,Masculino,65,Ensino médio completo,PP
420830,Não,Masculino,37,Ensino superior incompleto,PSDB
420840,Sim,Masculino,43,Ensino superior incompleto,PT
420845,Não,Masculino,45,Ensino superior completo,PMDB
420850,Não,Masculino,49,Ensino médio completo,PMDB
420860,Não,Masculino,44,Pós-graduação,PMDB
420870,Sim,Masculino,57,Pós-graduação,PT
420880,Não,Masculino,53,Ensino médio completo,PP
420890,Não,Masculino,45,Pós-graduação,PP
420895,Não,Masculino,38,Ensino superior incompleto,PMDB
420900,Sim,Masculino,37,Ensino superior completo,PSD
420910,Não,Masculino,70,Ensino superior completo,PMDB
420915,Não,Masculino,43,Ensino médio incompleto,PSD
420917,Sim,Masculino,50,Ensino médio completo,PMDB
420920,Sim,Masculino,54,Pós-graduação,PMDB
420930,Não,Masculino,47,Ensino superior completo,PMDB
420940,Não,Masculino,49,Ensino médio completo,PMDB
420945,Não,Masculino,55,Ensino superior completo,PDT
420950,Sim,Masculino,62,Ensino superior completo,PMDB
420960,Sim,Masculino,45,Ensino médio completo,PSD
420970,Sim,Masculino,50,Ensino superior completo,PSDB
420980,Sim,Feminino,36,Pós-graduação,PMDB
420985,Não,Masculino,56,Ensino superior completo,PT
420990,Sim,Feminino,55,Ensino médio completo,PSD
421000,Sim,Masculino,50,Ensino fundamental completo,PMDB
421003,Não,Masculino,36,Pós-graduação,PSD
421005,Sim,Masculino,38,Ensino fundamental incompleto,PSDB
421010,Não,Masculino,25,Ensino superior incompleto,PT
421020,Não,Masculino,57,Ensino superior completo,PDT
421030,Sim,Masculino,48,Ensino médio completo,PSD
421040,Sim,Masculino,46,Ensino superior completo,PMDB
421050,Não,Feminino,48,Ensino superior completo,PMDB
421055,Não,Masculino,52,Ensino fundamental completo,PP
421060,Sim,Masculino,55,Ensino superior completo,PSDB
421070,Não,Masculino,Ignorada,Pós-graduação,PT
421080,Sim,Masculino,46,Ensino médio completo,PP
421085,Sim,Feminino,39,Ensino superior completo,PMDB
421090,Não,Masculino,37,Ensino superior completo,PMDB
421100,Sim,Masculino,62,Pós-graduação,PMDB
421105,Não,Masculino,42,Ensino superior completo,PMDB
421110,Sim,Masculino,46,Ensino médio completo,PMDB
421120,Não,Masculino,42,Ensino médio incompleto,PSD
421125,Não,Masculino,53,Ensino fundamental completo,PSD
421130,Sim,Masculino,46,Pós-graduação,PSDB
421140,Sim,Masculino,43,Ensino médio completo,PT
421145,Sim,Masculino,65,Ensino fundamental incompleto,PSD
421150,Não,Masculino,31,Ensino superior completo,PP
421160,Não,Masculino,38,Pós-graduação,PP
421165,Não,Masculino,53,Ensino superior completo,PT
421170,Não,Masculino,61,Pós-graduação,PSD
421175,Não,Masculino,36,Ensino superior completo,PDT
421180,Não,Masculino,49,Pós-graduação,PT
421185,Não,Feminino,39,Ensino superior completo,PT
421187,Sim,Masculino,52,Ensino superior completo,PP
421189,Não,Masculino,49,Ensino médio completo,PMDB
421190,Não,Masculino,33,Pós-graduação,PSD
421200,Não,Masculino,56,Pós-graduação,PP
421205,Não,Masculino,51,Ensino médio completo,PMDB
421210,Sim,Masculino,45,Pós-graduação,PSD
421220,Não,Masculino,55,Ensino médio completo,PSDB
421223,Sim,Masculino,46,Ensino médio completo,PMDB
421225,Não,Masculino,54,Ensino fundamental completo,DEM
421227,Não,Masculino,45,Ensino superior completo,PSDB
421230,Sim,Masculino,53,Ensino médio incompleto,PMDB
421240,Sim,Masculino,63,Ensino médio incompleto,PMDB
421250,Sim,Masculino,35,Ensino superior completo,PSDB
421260,Não,Feminino,40,Pós-graduação,PP
421265,Não,Masculino,46,Ensino superior incompleto,PSDB
421270,Não,Masculino,46,Ensino fundamental completo,DEM
421280,Não,Masculino,62,Ensino superior completo,PSDB
421290,Sim,Masculino,39,Pós-graduação,PT
421300,Sim,Masculino,60,Pós-graduação,PP
421310,Não,Masculino,45,Ensino médio completo,PMDB
421315,Não,Masculino,47,Ensino superior completo,PMDB
421320,Não,Masculino,47,Ensino superior completo,PMDB
421330,Não,Masculino,62,Ensino médio completo,PP
421335,Não,Masculino,55,Ensino médio completo,PP
421340,Não,Masculino,43,Pós-graduação,PTB
421350,Não,Masculino,34,Pós-graduação,PT
421360,Não,Masculino,63,Ensino médio completo,PT
421370,Não,Feminino,56,Pós-graduação,PP
421380,Sim,Masculino,62,Ensino médio completo,PMDB
421390,Sim,Masculino,56,Ensino médio completo,PMDB
421400,Sim,Masculino,49,Ensino superior completo,PP
421410,Não,Masculino,62,Ensino médio incompleto,PT
421415,Não,Masculino,50,Pós-graduação,PT
421420,Não,Masculino,48,Ensino fundamental completo,PT
421430,Não,Feminino,49,Ensino médio completo,PSD
421440,Sim,Masculino,39,Ensino fundamental incompleto,PMDB
421450,Não,Masculino,30,Ensino superior completo,PT
421460,Não,Masculino,49,Pós-graduação,PMDB
421470,Sim,Masculino,36,Pós-graduação,PP
421480,Não,Masculino,54,Pós-graduação,PMDB
421490,Não,Masculino,54,Ensino médio completo,PMDB
421500,Não,Masculino,57,Ensino superior incompleto,PMDB
421505,Sim,Masculino,61,Pós-graduação,PMDB
421507,Não,Masculino,55,Ensino médio completo,PMDB
421510,Não,Masculino,32,Ensino superior completo,PT
421520,Não,Masculino,53,Ensino superior completo,PSD
421530,Sim,Masculino,42,Ensino superior completo,PSD
421535,Não,Masculino,48,Ensino superior completo,PT
421540,Não,Masculino,59,Ensino superior incompleto,PR
421545,Não,Masculino,41,Ensino superior completo,PP
421550,Não,Masculino,45,Ensino médio completo,PMDB
421555,Sim,Masculino,42,Pós-graduação,PMDB
421560,Não,Feminino,51,Ensino médio incompleto,PMDB
421565,Sim,Masculino,54,Ensino superior completo,PSD
421567,Não,Masculino,39,Ensino médio completo,PMDB
421568,Não,Masculino,49,Ensino médio completo,PT
421569,Não,Masculino,45,Ensino médio completo,PT
421570,Não,Masculino,49,Ensino superior completo,PSD
421575,Não,Masculino,45,Ensino médio completo,PP
421580,Não,Masculino,32,Pós-graduação,PMDB
421590,Sim,Masculino,58,Ensino médio completo,PSDB
421600,Não,Masculino,31,Ensino superior completo,PMDB
421605,Não,Feminino,48,Pós-graduação,PP
421610,Sim,Masculino,42,Ensino superior completo,PT
421620,Sim,Masculino,47,Ensino superior completo,PP
421625,Sim,Masculino,44,Pós-graduação,PT
421630,Não,Masculino,33,Ensino superior completo,PSD
421635,Não,Masculino,45,Ensino médio completo,PSD
421640,Não,Masculino,46,Ensino médio completo,PMDB
421650,Não,Masculino,60,Pós-graduação,PMDB
421660,Não,Feminino,52,Ensino superior completo,PSD
421670,Não,Masculino,51,Ensino superior completo,PP
421680,Não,Masculino,62,Ensino médio completo,DEM
421690,Não,Masculino,51,Pós-graduação,PT
421700,Não,Masculino,47,Ensino médio completo,PMDB
421710,Não,Masculino,62,Ensino fundamental incompleto,PP
421715,Não,Masculino,52,Ensino médio completo,PSDB
421720,Não,Masculino,59,Ensino fundamental completo,PMDB
421725,Não,Masculino,45,Ensino médio completo,PMDB
421730,Não,Masculino,35,Ensino superior completo,PT
421740,Não,Masculino,53,Pós-graduação,PSDB
421750,Sim,Feminino,47,Ensino superior completo,PDT
421755,Não,Masculino,51,Ensino superior completo,PSD
421760,Não,Masculino,52,Ensino superior completo,PMDB
421770,Não,Masculino,64,Ensino superior completo,PMDB
421775,Não,Masculino,32,Ensino superior completo,PSDB
421780,Não,Masculino,48,Pós-graduação,PMDB
421790,Não,Masculino,50,Ensino superior completo,PSD
421795,Sim,Masculino,51,Ensino fundamental completo,PSD
421800,Não,Masculino,56,Pós-graduação,PMDB
421810,Sim,Masculino,53,Ensino médio completo,PMDB
421820,Sim,Masculino,38,Ensino superior completo,PP
421825,Não,Masculino,45,Ensino superior incompleto,PT
421830,Sim,Masculino,45,Ensino superior completo,PP
421835,Sim,Masculino,55,Ensino médio completo,PMDB
421840,Não,Masculino,45,Ensino fundamental completo,PP
421850,Não,Masculino,49,Ensino superior incompleto,PSDB
421860,Sim,Masculino,61,Ensino fundamental completo,PSD
421870,Não,Masculino,63,Ensino superior completo,PT
421875,Sim,Masculino,44,Ensino médio completo,PSD
421880,Sim,Masculino,53,Ensino superior completo,PMDB
421885,Sim,Masculino,42,Ensino superior completo,PMDB
421890,Não,Masculino,70,Ensino superior completo,PSD
421895,Sim,Masculino,50,Pós-graduação,PMDB
421900,Não,Masculino,45,Ensino superior incompleto,PMDB
421910,Sim,Masculino,48,Ensino médio completo,PMDB
421915,Sim,Masculino,36,Ensino superior incompleto,PP
421917,Não,Feminino,48,Ensino superior completo,PMDB
421920,Não,Masculino,48,Pós-graduação,PMDB
421930,Não,Masculino,55,Pós-graduação,PMDB
421935,Não,Masculino,50,Pós-graduação,PMDB
421940,Não,Masculino,49,Ensino fundamental completo,PP
421950,Não,Masculino,54,Ensino médio completo,PSD
421960,Não,Masculino,39,Ensino superior incompleto,PT
421970,Não,Masculino,59,Ensino médio completo,PMDB
421985,Sim,Masculino,52,Ensino médio completo,PP
422000,Não,Masculino,59,Ensino superior completo,PT
430003,Não,Masculino,61,Ensino superior completo,PMDB
430005,Não,Masculino,37,Pós-graduação,PMDB
430010,Não,Masculino,44,Ensino superior completo,PMDB
430020,Não,Masculino,46,Ensino médio completo,PT
430030,Não,Masculino,50,Ensino superior incompleto,PMDB
430040,Sim,Masculino,61,Pós-graduação,PMDB
430045,Não,Masculino,46,Ensino fundamental completo,DEM
430047,Não,Masculino,54,Ensino fundamental incompleto,PMDB
430050,Não,Masculino,67,Ensino superior completo,PMDB
430055,Sim,Masculino,49,Ensino superior completo,PDT
430057,Sim,Masculino,52,Ensino fundamental incompleto,PMDB
430060,Não,Masculino,54,Pós-graduação,PT
430063,Não,Masculino,51,Ensino superior completo,PMDB
430064,Não,Masculino,51,Ensino superior completo,PT
430066,Não,Masculino,53,Ensino fundamental completo,PMDB
430070,Não,Masculino,64,Ensino superior completo,PP
430080,Não,Masculino,41,Ensino médio completo,PT
430085,Não,Feminino,53,Ensino superior completo,PDT
430087,Não,Masculino,50,Ensino superior completo,PMDB
430090,Sim,Masculino,49,Ensino superior completo,PTB
430100,Sim,Masculino,47,Ensino superior incompleto,PMDB
430105,Sim,Masculino,50,Ensino superior incompleto,PDT
430107,Não,Masculino,48,Ensino fundamental incompleto,DEM
430110,Não,Masculino,60,Ensino superior completo,PDT
430120,Não,Masculino,59,Ensino superior completo,PSB
430130,Não,Masculino,46,Ensino médio completo,PP
430140,Não,Masculino,49,Ensino médio completo,PSDB
430150,Não,Masculino,60,Ensino superior completo,PMDB
430155,Não,Masculino,55,Pós-graduação,PT
430160,Sim,Masculino,51,Ensino superior completo,PT
430163,Não,Masculino,50,Ensino médio completo,PMDB
430165,Não,Masculino,31,Ensino superior completo,PP
430170,Não,Masculino,32,Ensino superior completo,PT
430175,Não,Masculino,50,Ensino fundamental incompleto,PDT
430180,Sim,Masculino,46,Ensino fundamental incompleto,PP
430185,Sim,Masculino,42,Ensino superior completo,PMDB
430187,Não,Masculino,41,Ensino superior completo,PSB
430190,Sim,Masculino,43,Pós-graduação,PSD
430192,Sim,Masculino,40,Ensino fundamental completo,PDT
430195,Sim,Masculino,47,Ensino superior completo,PDT
430200,Não,Masculino,54,Ensino médio completo,PDT
430205,Não,Masculino,41,Ensino médio completo,PT
430210,Não,Masculino,30,Pós-graduação,PP
430215,Não,Masculino,45,Ensino médio incompleto,PP
430220,Não,Masculino,53,Pós-graduação,PT
430222,Não,Masculino,35,Ensino superior completo,PDT
430223,Não,Masculino,42,Ensino superior completo,PP
430225,Não,Masculino,47,Ensino médio completo,PMDB
430230,Não,Masculino,37,Ensino superior completo,PP
430235,Não,Masculino,41,Ensino médio completo,PMDB
430237,Não,Masculino,48,Ensino fundamental completo,PSB
430240,Não,Masculino,51,Ensino superior completo,PTB
430245,Não,Masculino,42,Pós-graduação,PDT
430250,Sim,Masculino,69,Ensino fundamental incompleto,PP
430258,Sim,Masculino,38,Ensino superior completo,PP
430260,Sim,Masculino,47,Pós-graduação,PMDB
430265,Sim,Masculino,44,Ensino médio completo,PMDB
430270,Sim,Masculino,64,Ensino superior incompleto,PT
430280,Não,Masculino,61,Ensino superior completo,PP
430290,Sim,Masculino,52,Ensino médio completo,PTB
430300,Não,Masculino,56,Ensino fundamental completo,PT
430310,Sim,Masculino,50,Ensino superior incompleto,PSB
430320,Sim,Masculino,45,Ensino superior completo,PMDB
430330,Não,Masculino,51,Ensino superior completo,PPS
430340,Sim,Masculino,46,Ensino superior incompleto,PMDB
430350,Não,Masculino,68,Ensino médio completo,PP
430355,Sim,Masculino,47,Ensino fundamental incompleto,PT
430360,Não,Masculino,45,Ensino superior completo,PP
430367,Não,Feminino,56,Ensino fundamental completo,PMDB
430370,Sim,Masculino,51,Ensino médio completo,PMDB
430380,Não,Masculino,53,Ensino superior completo,PMDB
430390,Sim,Masculino,53,Ensino superior completo,PMDB
430400,Não,Masculino,50,Ensino médio completo,PSDB
430410,Sim,Feminino,35,Ensino fundamental incompleto,PMDB
430420,Não,Masculino,43,Ensino superior completo,PTB
430430,Não,Masculino,51,Ensino médio completo,PP
430435,Sim,Masculino,45,Ensino médio completo,PT
430440,Não,Masculino,55,Ensino superior incompleto,PP
430450,Não,Masculino,41,Pós-graduação,PT
430460,Sim,Masculino,50,Ensino superior completo,PT
430461,Não,Masculino,49,Ensino médio completo,PMDB
430462,Não,Masculino,66,Ensino médio completo,PMDB
430463,Não,Masculino,58,Ensino fundamental completo,PDT
430465,Não,Masculino,68,Ensino médio incompleto,PMDB
430466,Não,Masculino,57,Ensino fundamental completo,PDT
430467,Não,Masculino,51,Ensino superior completo,PDT
430468,Não,Masculino,63,Ensino médio completo,PMDB
430469,Sim,Masculino,46,Ensino superior incompleto,PDT
430470,Não,Masculino,70,Ensino médio completo,PDT
430471,Não,Masculino,70,Ensino fundamental completo,PP
430480,Sim,Masculino,62,Ensino superior completo,PDT
430485,Não,Masculino,49,Ensino fundamental incompleto,DEM
430490,Sim,Masculino,34,Ensino superior completo,PP
430495,Não,Masculino,33,Ensino superior completo,PP
430500,Não,Feminino,59,Ensino superior completo,PDT
430510,Não,Masculino,55,Ensino superior completo,PDT
430511,Não,Masculino,51,Ensino médio completo,PP
430512,Sim,Masculino,59,Ensino superior completo,PP
430513,Não,Masculino,42,Ensino médio completo,PMDB
430515,Não,Masculino,35,Ensino superior completo,PTB
430517,Não,Masculino,59,Ensino fundamental completo,PMDB
430520,Não,Masculino,71,Ensino superior completo,PMDB
430530,Não,Masculino,50,Ensino médio completo,PDT
430535,Sim,Masculino,43,Ensino superior completo,PDT
430537,Não,Masculino,43,Pós-graduação,PDT
430540,Sim,Masculino,54,Ensino superior completo,PP
430543,Não,Masculino,46,Ensino fundamental completo,PP
430544,Não,Masculino,47,Ensino fundamental incompleto,PMDB
430545,Não,Masculino,58,Ensino médio completo,PMDB
430550,Não,Masculino,34,Ensino superior completo,PMDB
430558,Sim,Masculino,43,Pós-graduação,PMDB
430560,Sim,Masculino,71,Ensino fundamental incompleto,PMDB
430570,Sim,Masculino,58,Ensino superior completo,PP
430580,Não,Masculino,32,Ensino superior completo,PP
430583,Não,Masculino,69,Ensino médio completo,PMDB
430585,Sim,Masculino,33,Ensino superior completo,PP
430587,Não,Masculino,60,Ensino superior completo,PDT
430590,Não,Masculino,60,Ensino médio completo,PP
430593,Não,Masculino,57,Ensino médio incompleto,PDT
430595,Não,Masculino,59,Pós-graduação,PP
430597,Não,Masculino,40,Ensino superior incompleto,PPS
430600,Não,Masculino,51,Ensino superior completo,PSB
430605,Não,Feminino,39,Pós-graduação,PSB
430607,Não,Masculino,46,Ensino fundamental completo,PMDB
430610,Não,Masculino,38,Ensino superior completo,PMDB
430613,Não,Masculino,38,Ensino médio completo,PP
430620,Não,Masculino,41,Ensino fundamental incompleto,PP
430630,Não,Masculino,44,Ensino superior incompleto,PP
430632,Sim,Masculino,46,Ensino superior completo,PMDB
430635,Não,Masculino,51,Ensino superior completo,PP
430637,Não,Masculino,47,Pós-graduação,PT
430640,Não,Feminino,49,Ensino médio completo,PMDB
430642,Não,Masculino,44,Ensino superior completo,PMDB
430645,Sim,Masculino,48,Ensino médio completo,PDT
430650,Não,Masculino,53,Ensino médio completo,PSDB
430655,Não,Masculino,41,Ensino superior completo,PP
430660,Não,Masculino,66,Ensino médio incompleto,PMDB
430670,Sim,Masculino,56,Ensino médio completo,PP
430673,Não,Masculino,47,Ensino médio completo,PP
430675,Não,Masculino,51,Ensino médio completo,PMDB
430676,Não,Masculino,44,Ensino superior completo,PSB
430680,Sim,Masculino,61,Ensino superior completo,PP
430690,Não,Feminino,43,Ensino superior completo,PDT
430692,Não,Masculino,49,Ensino fundamental incompleto,PMDB
430693,Sim,Masculino,62,Ensino médio incompleto,PMDB
430695,Não,Masculino,46,Ensino superior completo,PMDB
430697,Não,Masculino,58,Ensino fundamental completo,PP
430700,Sim,Masculino,44,Ensino superior completo,PT
430705,Não,Masculino,53,Ensino médio completo,PDT
430710,Sim,Masculino,58,Ensino superior completo,PP
430720,Não,Masculino,49,Ensino superior completo,PSB
430730,Sim,Masculino,38,Ensino superior incompleto,PT
430740,Não,Masculino,38,Ensino superior incompleto,PMDB
430745,Não,Masculino,44,Ensino médio completo,PSB
430750,Não,Masculino,68,Ensino médio completo,PP
430755,Não,Masculino,46,Ensino médio completo,PSDB
430760,Não,Feminino,45,Ensino superior incompleto,PMDB
430770,Sim,Masculino,46,Ensino médio completo,PT
430780,Não,Masculino,42,Ensino superior completo,PMDB
430781,Sim,Masculino,41,Ensino superior completo,PP
430783,Não,Masculino,65,Ensino fundamental incompleto,PSDB
430786,Sim,Masculino,35,Ensino superior completo,PDT
430790,Não,Masculino,50,Pós-graduação,PDT
430800,Não,Masculino,47,Ensino superior completo,PT
430805,Não,Masculino,48,Ensino médio completo,PPS
430807,Não,Masculino,64,Ensino fundamental completo,PDT
430810,Não,Masculino,52,Ensino superior completo,PMDB
430820,Não,Masculino,43,Ensino superior completo,PMDB
430825,Sim,Masculino,55,Ensino fundamental incompleto,PT
430830,Não,Masculino,36,Pós-graduação,PSB
430840,Não,Masculino,65,Ensino superior completo,PMDB
430843,Sim,Masculino,64,Ensino superior completo,PP
430845,Não,Masculino,55,Ensino fundamental incompleto,PDT
430850,Não,Masculino,29,Ensino superior completo,PP
430860,Não,Masculino,53,Ensino superior incompleto,PMDB
430865,Não,Masculino,63,Ensino superior completo,PDT
430870,Sim,Masculino,51,Ensino superior completo,PMDB
430880,Sim,Masculino,58,Ensino superior completo,PHS
430885,Sim,Masculino,39,Ensino superior completo,PMDB
430890,Sim,Masculino,64,Pós-graduação,DEM
430900,Sim,Masculino,37,Ensino superior completo,PDT
430905,Sim,Masculino,64,Ensino fundamental incompleto,PMDB
430910,Sim,Masculino,55,Ensino superior incompleto,PP
430912,Sim,Masculino,59,Ensino médio completo,PSDB
430915,Não,Masculino,55,Ensino fundamental incompleto,PT
430920,Não,Masculino,58,Ensino superior completo,PMDB
430925,Sim,Masculino,43,Ensino superior completo,PMDB
430930,Sim,Masculino,57,Ensino superior completo,PTB
430940,Não,Masculino,49,Ensino superior incompleto,PP
430950,Não,Feminino,40,Ensino superior completo,PT
430955,Não,Masculino,48,Ensino médio completo,PSDB
430957,Não,Masculino,51,Ensino fundamental incompleto,PTB
430960,Não,Masculino,48,Pós-graduação,PT
430965,Não,Masculino,52,Ensino superior completo,PT
430970,Não,Masculino,55,Ensino superior completo,PP
430975,Não,Feminino,53,Ensino médio completo,PP
430980,Sim,Masculino,51,Ensino superior completo,PP
430990,Não,Masculino,30,Ensino superior completo,PTB
430995,Sim,Masculino,43,Ensino superior incompleto,PDT
431000,Sim,Masculino,43,Ensino médio completo,PP
431010,Não,Masculino,35,Ensino superior incompleto,PP
431020,Sim,Masculino,53,Ensino superior completo,PDT
431030,Não,Masculino,59,Ensino médio completo,PDT
431033,Não,Masculino,33,Ensino superior completo,PT
431036,Não,Masculino,46,Ensino superior completo,PP
431040,Não,Masculino,52,Ensino superior completo,PMDB
431041,Não,Feminino,62,Ensino superior completo,PP
431043,Não,Masculino,45,Ensino superior completo,PP
431046,Não,Masculino,43,Ensino médio completo,PTB
431050,Não,Masculino,42,Ensino superior completo,PT
431053,Não,Masculino,70,Ensino superior completo,PP
431055,Não,Masculino,42,Ensino fundamental incompleto,PT
431057,Não,Masculino,37,Ensino médio completo,PTB
431060,Sim,Masculino,48,Ensino superior incompleto,PDT
431065,Sim,Masculino,40,Ensino fundamental incompleto,PMDB
431070,Não,Feminino,41,Pós-graduação,PT
431075,Não,Feminino,55,Pós-graduação,PMDB
431080,Não,Masculino,53,Ensino superior completo,PSDB
431085,Não,Masculino,63,Ensino fundamental incompleto,PP
431087,Não,Masculino,45,Ensino fundamental incompleto,PDT
