codmun,reeleito,sexo,idade,escolaridade,partido
290390,Não,Masculino,40,Ensino superior incompleto,PV
290395,Não,Masculino,28,Ensino médio completo,PSD
290400,Não,Masculino,27,Ensino superior completo,PP
290405,Não,Masculino,51,Ensino superior completo,PSD
290410,Não,Masculino,59,Ensino superior completo,PMDB
290420,Não,Masculino,52,Ensino superior completo,PMDB
290430,Sim,Masculino,40,Ensino médio completo,PT
290440,Não,Masculino,39,Ensino médio completo,PR
290450,Não,Feminino,40,Ensino médio completo,PP
290460,Não,Masculino,59,Ensino médio completo,PSL
290470,Não,Masculino,52,Ensino médio completo,PTB
290475,Não,Masculino,62,Ensino superior completo,PP
290480,Não,Masculino,41,Ensino superior completo,PT do B
290485,Não,Masculino,46,Ensino médio completo,PRP
290490,Não,Masculino,26,Ensino superior completo,PP
290500,Não,Masculino,50,Ensino superior completo,DEM
290510,Não,Masculino,52,Ensino superior completo,PSB
290515,Não,Masculino,34,Ensino médio completo,PSDB
290520,Sim,Masculino,57,Ensino superior completo,PSB
290530,Não,Masculino,48,Ensino fundamental completo,PSDB
290540,Não,Masculino,49,Ensino superior incompleto,PMDB
290550,Não,Masculino,68,Ensino médio completo,PT
290560,Sim,Feminino,58,Ensino médio completo,PP
290570,Não,Masculino,62,Ensino superior completo,PT
290580,Não,Feminino,57,Ensino fundamental incompleto,PP
290590,Não,Feminino,52,Ensino médio completo,PSD
290600,Não,Masculino,36,Ensino superior completo,PR
290610,Sim,Masculino,56,Ensino superior completo,PDT
290620,Não,Masculino,42,Ensino médio completo,PT
290630,Não,Masculino,68,Ensino superior incompleto,PMDB
290640,Não,Masculino,63,Ensino fundamental incompleto,PMDB
290650,Sim,Masculino,50,Ensino superior completo,PMDB
290660,Sim,Masculino,52,Ensino fundamental completo,PSD
290670,Não,Masculino,40,Ensino superior completo,PSB
290680,Sim,Masculino,51,Ensino médio completo,PSD
290682,Não,Masculino,40,Ensino médio completo,PSD
290685,Não,Masculino,42,Ensino médio completo,PTB
290687,Sim,Masculino,47,Ensino médio completo,PSDB
290689,Não,Masculino,40,Ensino médio incompleto,PDT
290690,Sim,Masculino,29,Ensino superior incompleto,PDT
290700,Sim,Feminino,35,Ensino superior incompleto,PSB
290710,Não,Masculino,56,Ensino superior incompleto,PT
290720,Não,Masculino,63,Ensino médio completo,PMDB
290730,Sim,Masculino,56,Ensino médio completo,PSD
290740,Não,Masculino,45,Ensino médio completo,PT
290750,Não,Masculino,60,Ensino superior completo,PT
290755,Sim,Masculino,54,Ensino médio completo,PTB
290760,Não,Masculino,59,Ensino superior incompleto,PT
290770,Não,Feminino,52,Pós-graduação,PP
290780,Não,Masculino,56,Ensino fundamental incompleto,PR
290790,Não,Masculino,51,Ensino médio completo,PSD
290800,Sim,Feminino,61,Pós-graduação,PT
290810,Sim,Masculino,46,Pós-graduação,PP
290820,Não,Masculino,53,Ensino médio completo,PSC
290830,Não,Masculino,50,Pós-graduação,PT
290840,Não,Masculino,48,Ensino superior completo,PT
290850,Não,Feminino,55,Ensino superior completo,PRB
290860,Não,Feminino,50,Ensino superior incompleto,PTN
290870,Sim,Masculino,44,Ensino superior completo,PT
290880,Não,Masculino,42,Ensino médio completo,PR
290890,Não,Masculino,46,Ensino superior incompleto,PT
290900,Sim,Masculino,47,Ensino médio completo,PSD
290910,Não,Masculino,30,Ensino superior completo,PR
290920,Não,Masculino,53,Ensino superior completo,PSD
290930,Não,Masculino,46,Ensino médio incompleto,PC do B
290940,Não,Masculino,43,Ensino superior completo,PSD
290950,Não,Masculino,48,Ensino médio completo,PT
290960,Não,Masculino,59,Ensino fundamental incompleto,PSC
290970,Não,Masculino,52,Ensino superior completo,PT do B
290980,Não,Masculino,60,Pós-graduação,PMDB
290990,Não,Masculino,55,Ensino médio completo,PPS
291000,Não,Masculino,37,Ensino médio completo,PDT
291005,Não,Feminino,57,Ensino médio incompleto,PT
291010,Não,Masculino,45,Ensino superior completo,PSD
291020,Não,Masculino,59,Ensino fundamental incompleto,PSD
291030,Não,Masculino,34,Ensino superior completo,PSD
291040,Sim,Masculino,64,Ensino superior completo,PT
291050,Sim,Masculino,47,Ensino médio completo,PSD
291060,Não,Masculino,34,Ensino superior completo,PTN
291070,Sim,Feminino,60,Ensino médio completo,PSD
291072,Não,Masculino,46,Ensino superior completo,PRTB
291075,Sim,Masculino,47,Ensino médio completo,PSDB
291077,Sim,Masculino,39,Ensino superior completo,PT
291080,Não,Masculino,61,Ensino superior completo,DEM
291085,Não,Masculino,24,Ensino superior incompleto,PDT
291090,Não,Masculino,46,Ensino médio completo,PSB
291100,Sim,Feminino,49,Ensino superior completo,DEM
291110,Não,Masculino,37,Ensino superior completo,PDT
291120,Não,Masculino,66,Ensino médio completo,PC do B
291125,Sim,Feminino,57,Ensino médio completo,PSD
291130,Sim,Masculino,45,Ensino médio completo,PSD
291140,Sim,Feminino,62,Pós-graduação,PP
291150,Sim,Masculino,46,Ensino superior incompleto,PDT
291160,Sim,Feminino,63,Ensino fundamental incompleto,PT
291165,Não,Masculino,37,Ensino superior completo,PT
291170,Sim,Masculino,47,Ensino superior completo,PP
291180,Não,Masculino,38,Ensino superior completo,PV
291185,Não,Masculino,57,Ensino fundamental incompleto,PSC
291190,Não,Masculino,51,Pós-graduação,PMDB
291200,Não,Masculino,53,Ensino médio completo,PT
291210,Sim,Masculino,45,Ensino superior completo,PT
291220,Não,Masculino,58,Ensino médio completo,PSL
291230,Não,Feminino,55,Ensino superior completo,PTN
291240,Não,Masculino,37,Ensino superior completo,PP
291250,Sim,Masculino,47,Ensino médio completo,PT
291260,Sim,Masculino,44,Ensino médio completo,PSD
291270,Não,Masculino,45,Pós-graduação,PSD
291280,Não,Masculino,47,Ensino superior completo,PRP
291290,Não,Masculino,59,Ensino superior completo,PP
291300,Não,Masculino,52,Ensino médio completo,PT
291310,Não,Masculino,33,Ensino médio completo,PSD
291320,Não,Masculino,30,Pós-graduação,PT
291330,Não,Masculino,49,Pós-graduação,PSC
291340,Não,Feminino,37,Ensino superior incompleto,PR
291345,Não,Masculino,35,Ensino superior incompleto,PSB
291350,Não,Masculino,33,Ensino médio completo,DEM
291360,Não,Masculino,61,Ensino superior completo,PP
291370,Sim,Masculino,70,Ensino superior completo,PT
291380,Não,Masculino,38,Pós-graduação,PMDB
291390,Sim,Masculino,62,Ensino superior completo,PMDB
291400,Não,Masculino,59,Pós-graduação,PT
291410,Sim,Masculino,46,Ensino superior completo,PP
291420,Sim,Masculino,56,Ensino fundamental incompleto,PP
291430,Não,Masculino,64,Ensino fundamental incompleto,PDT
291440,Não,Masculino,43,Ensino médio completo,PP
291450,Sim,Masculino,49,Ensino médio completo,PT
291460,Não,Masculino,36,Ensino superior incompleto,PTN
291465,Não,Masculino,35,Ensino superior completo,PR
291470,Sim,Masculino,46,Ensino médio completo,PP
291480,Não,Masculino,50,Ensino fundamental completo,PRB
291490,Não,Masculino,52,Pós-graduação,PSB
291500,Não,Feminino,54,Ensino superior completo,PSB
291510,Não,Masculino,50,Ensino médio completo,PT
291520,Não,Masculino,49,Ensino médio completo,PC do B
291530,Sim,Masculino,50,Ensino médio completo,PMDB
291535,Sim,Masculino,38,Ensino médio completo,PSD
291540,Sim,Masculino,42,Ensino superior completo,PT
291550,Não,Feminino,65,Ensino superior completo,PSB
291560,Sim,Masculino,65,Ensino superior completo,PSD
291570,Não,Masculino,37,Ensino superior completo,PC do B
291580,Sim,Masculino,73,Ensino superior completo,PSD
291590,Sim,Masculino,58,Ensino fundamental incompleto,PSB
291600,Sim,Masculino,44,Ensino superior completo,PSB
291610,Sim,Masculino,42,Ensino superior incompleto,PSD
291620,Não,Masculino,61,Ensino superior completo,PSB
291630,Não,Masculino,58,Ensino superior completo,PSC
291640,Sim,Masculino,62,Ensino superior incompleto,PT
291650,Sim,Masculino,54,Ensino médio completo,PDT
291660,Não,Masculino,68,Ensino médio completo,PP
291670,Não,Feminino,55,Pós-graduação,PMDB
291680,Não,Masculino,57,Ensino superior completo,PSB
291685,Não,Masculino,40,Ensino superior completo,PSD
291690,Não,Masculino,52,Ensino superior completo,PSDB
291700,Não,Masculino,42,Ensino médio incompleto,PT
291710,Não,Masculino,56,Ensino superior completo,PMDB
291720,Não,Masculino,44,Ensino médio completo,PSB
291730,Sim,Masculino,41,Ensino médio completo,PMDB
291733,Não,Masculino,60,Ensino superior completo,PT
291735,Não,Masculino,56,Ensino superior completo,PSDB
291740,Não,Masculino,30,Ensino superior completo,PSD
291750,Não,Masculino,56,Pós-graduação,PMDB
291760,Não,Masculino,35,Ensino superior completo,PP
291770,Sim,Masculino,62,Ensino superior completo,PT
291780,Não,Masculino,67,Ensino superior completo,PR
291790,Sim,Masculino,47,Ensino médio completo,PMDB
291800,Não,Feminino,62,Pós-graduação,PP
291810,Não,Feminino,43,Ensino superior completo,PSD
291820,Não,Masculino,53,Ensino fundamental completo,PR
291830,Não,Masculino,45,Ensino superior incompleto,PT
291835,Sim,Masculino,44,Ensino médio completo,PMDB
291840,Sim,Masculino,41,Ensino superior completo,PC do B
291845,Não,Feminino,37,Ensino superior completo,PSD
291850,Não,Masculino,47,Ensino superior completo,PSD
291855,Não,Masculino,47,Ensino superior incompleto,PT
291860,Não,Masculino,44,Ensino médio completo,PSC
291870,Sim,Masculino,37,Ensino médio completo,PP
291875,Não,Masculino,48,Ensino superior completo,PSD
291880,Não,Masculino,51,Ensino superior completo,PT
291890,Não,Masculino,34,Ensino médio completo,DEM
291900,Sim,Masculino,50,Ensino fundamental completo,PSD
291905,Não,Masculino,70,Ensino médio completo,PDT
291910,Não,Masculino,36,Ensino médio completo,PT
291915,Não,Masculino,44,Ensino médio completo,PSD
291920,Não,Masculino,46,Ensino superior completo,PP
291930,Não,Feminino,63,Ensino superior completo,PSD
291940,Sim,Masculino,40,Pós-graduação,PV
291950,Não,Masculino,43,Ensino superior completo,PRP
291955,Sim,Masculino,63,Ensino superior completo,PP
291960,Não,Masculino,65,Ensino superior completo,PMDB
291970,Sim,Masculino,53,Pós-graduação,PTB
291980,Não,Masculino,70,Ensino médio completo,PSB
291990,Sim,Feminino,43,Ensino superior completo,PT
291992,Não,Masculino,33,Pós-graduação,PP
291995,Não,Masculino,36,Ensino superior completo,PT
292000,Não,Feminino,57,Ensino médio completo,PMN
292010,Não,Masculino,59,Ensino superior completo,PDT
292020,Não,Masculino,36,Ensino superior completo,PT
292030,Sim,Masculino,44,Ensino fundamental completo,PT
292040,Sim,Masculino,64,Ensino médio incompleto,PDT
292045,Não,Masculino,52,Ensino médio incompleto,PMDB
292050,Não,Masculino,50,Ensino médio completo,PT
292060,Não,Feminino,46,Ensino superior incompleto,PMDB
292070,Não,Feminino,57,Ensino médio completo,PP
292080,Não,Masculino,46,Ensino médio completo,PTB
292090,Não,Masculino,53,Ensino médio completo,PP
292100,Não,Masculino,56,Pós-graduação,PP
292105,Não,Masculino,43,Ensino médio completo,PP
292110,Não,Masculino,77,Ensino médio completo,PSB
292120,Não,Masculino,43,Ensino médio completo,DEM
292130,Sim,Masculino,55,Ensino fundamental incompleto,PSD
292140,Não,Masculino,34,Ensino fundamental completo,PDT
292145,Sim,Masculino,43,Ensino médio incompleto,PMDB
292150,Não,Masculino,61,Ensino médio completo,PP
292160,Não,Feminino,53,Ensino fundamental completo,PR
292170,Sim,Masculino,55,Ensino médio completo,PSD
292180,Não,Masculino,51,Ensino fundamental completo,PT
292190,Não,Feminino,63,Ensino superior incompleto,PP
292200,Sim,Masculino,37,Ensino superior completo,PDT
292205,Não,Masculino,37,Ensino superior completo,PSB
292210,Sim,Masculino,50,Ensino médio completo,PSD
292220,Não,Masculino,49,Ensino médio completo,PC do B
292225,Não,Masculino,39,Ensino médio incompleto,PT
292230,Não,Masculino,47,Ensino médio completo,PDT
292240,Não,Masculino,47,Ensino superior incompleto,PT
292250,Sim,Masculino,50,Ensino médio completo,PTN
292260,Não,Masculino,58,Ensino fundamental completo,PP
292265,Sim,Masculino,52,Ensino médio completo,PSD
292270,Não,Feminino,49,Pós-graduação,PSB
292273,Não,Masculino,63,Ensino fundamental incompleto,PR
292275,Não,Masculino,34,Ensino médio completo,PSD
292280,Não,Masculino,49,Ensino médio completo,PSD
292285,Não,Feminino,50,Ensino superior completo,PSD
292290,Sim,Masculino,48,Ensino médio completo,PDT
292300,Não,Masculino,64,Ensino médio completo,PMDB
292303,Não,Masculino,30,Ensino médio completo,PT
292305,Sim,Masculino,40,Ensino fundamental completo,PDT
292310,Não,Feminino,36,Ensino superior completo,PMDB
292320,Não,Masculino,42,Ensino fundamental completo,PP
292330,Não,Masculino,51,Ensino superior completo,PSD
292335,Sim,Feminino,37,Ensino superior incompleto,PT
292340,Não,Masculino,59,Ensino médio completo,PMDB
292350,Não,Masculino,47,Pós-graduação,PPS
292360,Sim,Masculino,52,Pós-graduação,PSD
292370,Não,Masculino,58,Ensino superior completo,PP
292380,Sim,Masculino,34,Ensino superior incompleto,PSD
292390,Não,Masculino,56,Pós-graduação,PDT
292400,Sim,Masculino,59,Pós-graduação,PDT
292405,Sim,Masculino,74,Ensino fundamental incompleto,PT
292410,Não,Masculino,48,Ensino médio completo,PP
292420,Não,Masculino,43,Ensino médio completo,PP
292430,Não,Masculino,42,Ensino médio completo,PTB
292440,Sim,Masculino,54,Ensino superior completo,PSD
292450,Não,Feminino,47,Pós-graduação,PSDB
292460,Não,Masculino,37,Ensino superior completo,PT
292465,Não,Masculino,44,Ensino superior completo,PT
292467,Sim,Masculino,52,Ensino médio completo,PMDB
292470,Não,Feminino,Ignorada,Ensino médio completo,PP
292480,Não,Masculino,69,Ensino médio completo,PSB
292490,Não,Masculino,58,Ensino médio incompleto,PC do B
292500,Não,Masculino,40,Ensino médio completo,PT
292510,Não,Masculino,63,Ensino superior completo,PC do B
292520,Sim,Feminino,49,Ensino médio completo,PDT
292525,Não,Masculino,47,Ensino fundamental completo,PP
292530,Não,Feminino,45,Ensino médio completo,PSD
292540,Não,Masculino,73,Ensino fundamental completo,PT
292550,Não,Feminino,27,Pós-graduação,PP
292560,Sim,Masculino,48,Ensino médio completo,PMDB
292570,Não,Masculino,34,Ensino superior completo,PT
292575,Não,Masculino,45,Ensino superior completo,PDT
292580,Não,Masculino,35,Ensino médio completo,PR
292590,Não,Masculino,28,Ensino médio completo,PT
292593,Sim,Masculino,50,Ensino médio incompleto,PT
292595,Não,Masculino,61,Ensino fundamental incompleto,PMDB
292600,Não,Masculino,52,Pós-graduação,PT
292610,Não,Masculino,30,Ensino superior completo,PSD
292620,Não,Masculino,58,Ensino superior completo,PDT
292630,Não,Feminino,54,Ensino superior incompleto,PDT
292640,Sim,Masculino,54,Ensino superior completo,PDT
292650,Não,Feminino,34,Pós-graduação,PSD
292660,Não,Masculino,37,Ensino médio completo,PSD
292665,Não,Masculino,51,Ensino médio completo,PMDB
292670,Sim,Masculino,40,Pós-graduação,PSD
292680,Não,Masculino,48,Ensino fundamental completo,DEM
292690,Sim,Masculino,44,Ensino superior completo,PMDB
292700,Não,Masculino,53,Ensino superior incompleto,PSB
292710,Sim,Masculino,47,Pós-graduação,PC do B
292720,Sim,Masculino,58,Ensino superior incompleto,PT
292730,Não,Masculino,52,Ensino superior completo,PV
292740,Não,Masculino,34,Pós-graduação,DEM
292750,Não,Masculino,47,Ensino médio completo,PP
292760,Não,Masculino,43,Ensino superior completo,PT
292770,Sim,Masculino,59,Ensino médio completo,PT
292780,Sim,Masculino,44,Ensino médio completo,PP
292790,Não,Masculino,47,Ensino médio completo,PC do B
292800,Não,Masculino,28,Ensino superior completo,PSD
292805,Não,Masculino,69,Ensino médio completo,PSD
292810,Sim,Masculino,49,Ensino superior completo,PT
292820,Não,Masculino,65,Ensino superior completo,PP
292830,Sim,Masculino,63,Ensino superior completo,PSD
292840,Não,Masculino,63,Ensino médio completo,PMDB
292850,Não,Masculino,40,Ensino superior completo,PT
292860,Sim,Masculino,44,Ensino médio completo,PT
292870,Não,Masculino,63,Ensino superior completo,PDT
292880,Não,Masculino,69,Ensino superior completo,PSD
292890,Sim,Masculino,42,Ensino superior incompleto,PMDB
292895,Não,Masculino,54,Ensino médio completo,PP
292900,Não,Masculino,32,Ensino superior completo,PSB
292905,Não,Masculino,51,Ensino médio completo,PSD
292910,Sim,Masculino,67,Ensino superior completo,PP
292920,Sim,Feminino,51,Pós-graduação,PT
292925,Não,Feminino,38,Ensino superior completo,PSD
292930,Sim,Masculino,48,Ensino médio completo,PSD
292935,Não,Masculino,49,Ensino fundamental incompleto,PT
292937,Não,Feminino,45,Ensino superior incompleto,PSDB
292940,Sim,Masculino,58,Ensino fundamental incompleto,PDT
292950,Não,Masculino,44,Ensino médio completo,PMDB
292960,Não,Masculino,46,Ensino superior completo,PTB
292970,Não,Masculino,60,Ensino médio completo,PDT
292975,Não,Masculino,44,Pós-graduação,PSB
292980,Sim,Masculino,64,Ensino superior completo,PRP
292990,Sim,Masculino,45,Ensino superior incompleto,PSB
293000,Sim,Feminino,42,Ensino superior completo,PR
293010,Não,Masculino,66,Pós-graduação,PTN
293015,Não,Masculino,41,Ensino superior completo,PPS
293020,Sim,Masculino,53,Ensino superior incompleto,PSDB
293030,Não,Masculino,56,Ensino médio completo,PT
293040,Sim,Masculino,51,Ensino médio completo,PMDB
293050,Sim,Masculino,39,Ensino superior completo,PT
293060,Sim,Masculino,46,Ensino médio incompleto,PC do B
293070,Sim,Masculino,60,Pós-graduação,PSD
293075,Não,Masculino,43,Ensino médio completo,PDT
293076,Sim,Masculino,36,Ensino superior completo,PDT
293077,Não,Masculino,31,Ensino superior completo,PDT
293080,Não,Masculino,39,Ensino médio completo,PC do B
