ibge7,mun,nome_meso,abacate,abacaxi,alho,amendoim,arroz,aveia,banana,batata-doce,batata-inglesa,cafe_total,cafe_arab,cana,feijao,girassol,laranja,maracuja,milho,soja,sorgo,tomate,trigo,uva
3167301,Silveirânia,Zona da Mata,0,0,0,0,1,0,21,0,0,0,0,1560,53,0,0,0,51,0,0,0,0,0
3167400,Silvianópolis,Sul/Sudoeste de Minas,6,0,0,0,10,0,800,45,1740,1600,1600,0,32,0,1750,24,7200,504,0,550,0,0
3167509,Simão Pereira,Zona da Mata,0,0,0,2,0,0,14,0,0,0,0,140,29,0,0,0,297,0,0,0,0,0
3167608,Simonésia,Zona da Mata,950,0,0,3,0,0,210,18,25,12720,12720,900,133,0,55,14,1368,0,0,930,0,0
3167707,Sobrália,Vale do Rio Doce,0,0,0,2,7,0,18,0,0,0,0,90,7,0,0,8,69,0,0,0,0,0
3167806,Soledade de Minas,Sul/Sudoeste de Minas,0,0,0,0,0,0,240,0,0,576,576,0,35,0,0,0,2400,600,0,0,360,0
3167905,Tabuleiro,Zona da Mata,0,0,0,0,0,0,17,0,0,0,0,30,14,0,6,0,120,0,0,0,0,0
3168002,Taiobeiras,Norte de Minas,0,0,0,7,0,0,36,440,0,920,920,2150,216,0,24,40,225,0,100,1650,0,0
3168051,Taparuba,Vale do Rio Doce,0,0,0,0,21,0,115,0,0,151,0,1400,45,0,175,0,595,0,0,0,0,0
3168101,Tapira,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,0,0,54000,903,903,0,1950,0,0,0,20400,4050,0,0,66,0
3168200,Tapiraí,Oeste de Minas,0,20,0,0,0,0,6,480,300,1480,1480,270,217,0,15,0,512,0,0,0,0,0
3168309,Taquaraçu de Minas,Metropolitana de Belo Horizonte,0,0,0,0,0,0,2930,0,0,0,0,750,6,0,0,12,8,0,0,0,0,0
3168408,Tarumirim,Vale do Rio Doce,0,0,0,4,20,0,122,0,0,16,12,2100,25,0,0,0,378,0,0,0,0,0
3168507,Teixeiras,Zona da Mata,0,0,0,0,0,0,217,0,0,842,842,960,357,0,23,9,1539,0,0,120,0,0
3168606,Teófilo Otoni,Vale do Mucuri,5,23,0,0,2,0,1420,0,0,18,18,6660,61,0,514,36,156,0,0,160,0,0
3168705,Timóteo,Vale do Rio Doce,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168804,Tiradentes,Campo das Vertentes,0,0,0,0,0,0,0,6,0,0,0,200,8,0,0,0,40,0,0,50,0,0
3168903,Tiros,Triângulo Mineiro/Alto Paranaíba,14,156,900,0,0,0,0,0,1850,4068,4068,510,1820,0,0,74,10820,1221,0,0,255,0
3169000,Tocantins,Zona da Mata,38,0,0,0,0,0,510,8,0,0,0,900,28,0,187,648,350,0,0,940,0,0
3169059,Tocos do Moji,Sul/Sudoeste de Minas,0,0,0,0,0,0,10,0,1475,587,587,64,23,0,0,0,653,0,0,180,0,0
3169109,Toledo,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,1425,0,0,585,6,0,0,0,2063,222,0,0,0,0
3169208,Tombos,Zona da Mata,0,0,0,0,3,0,95,0,0,1153,1121,3700,46,0,0,0,346,0,0,0,0,0
3169307,Três Corações,Sul/Sudoeste de Minas,960,0,0,0,0,1144,0,0,17900,14700,14700,480,900,0,4510,0,59400,26585,0,300,12100,93
3169356,Três Marias,Central Mineira,0,30,0,0,0,0,100,0,0,0,0,21700,783,0,20,160,4758,3795,0,0,0,0
3169406,Três Pontas,Sul/Sudoeste de Minas,0,0,0,0,0,1736,168,7,0,26950,26950,235,50,0,5,0,6632,10184,518,40,2044,0
3169505,Tumiritinga,Vale do Rio Doce,0,0,0,0,0,0,28,6,0,0,0,420,9,0,0,0,475,0,0,0,0,0
3169604,Tupaciguara,Triângulo Mineiro/Alto Paranaíba,0,1394,0,5508,0,0,45,0,0,487,487,2073755,4860,2475,0,0,51600,117508,15540,0,3400,0
3169703,Turmalina,Jequitinhonha,0,120,6,26,3,0,108,4,0,347,347,3660,109,0,125,6,160,0,0,820,0,19
3169802,Turvolândia,Sul/Sudoeste de Minas,250,0,0,0,3,0,0,0,1080,4320,4320,4000,360,0,140,370,8850,2112,0,26000,0,0
3169901,Ubá,Zona da Mata,0,0,0,1,0,0,180,0,0,18,0,700,90,0,21,7,140,0,0,240,0,0
3170008,Ubaí,Norte de Minas,0,0,0,2,11,0,0,0,0,0,0,12600,66,0,13,0,390,0,8,0,0,0
3170057,Ubaporanga,Vale do Rio Doce,60,0,0,5,4,0,850,90,0,4048,4048,1120,243,0,300,351,326,0,0,2800,0,0
3170107,Uberaba,Triângulo Mineiro/Alto Paranaíba,1300,0,75,0,0,450,360,12,52500,855,855,6768000,2040,0,10481,240,345000,309600,112500,1720,9060,0
3170206,Uberlândia,Triângulo Mineiro/Alto Paranaíba,300,250,0,0,0,0,21080,22,2900,410,410,716256,426,5137,124200,165,169800,176000,9100,2160,1780,0
3170305,Umburatiba,Vale do Mucuri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170404,Unaí,Noroeste de Minas,0,0,0,2,0,0,2905,0,0,11232,11232,2120415,68400,0,0,38,348000,500250,32000,1000,1350,0
3170438,União de Minas,Triângulo Mineiro/Alto Paranaíba,0,0,0,719,0,0,600,0,0,0,0,1049002,0,0,0,0,3960,630,0,0,0,0
3170479,Uruana de Minas,Noroeste de Minas,0,80,0,0,0,0,14,0,0,0,0,9600,423,0,0,0,12045,5985,2400,0,0,0
3170503,Urucânia,Zona da Mata,0,0,0,0,0,0,281,20,0,0,0,155000,12,0,0,15,155,0,0,0,0,0
3170529,Urucuia,Norte de Minas,0,0,0,0,8,0,36,6860,0,2023,2023,19500,2015,0,0,0,4966,1217,0,0,0,0
3170578,Vargem Alegre,Vale do Rio Doce,0,0,0,0,300,0,16,7,0,20,20,180,8,0,0,0,155,0,0,0,0,0
3170602,Vargem Bonita,Oeste de Minas,0,0,0,0,0,0,0,0,0,1210,1210,60,2,0,0,0,3138,1500,0,0,0,0
3170651,Vargem Grande do Rio Pardo,Norte de Minas,0,15,0,0,11,0,24,0,0,47,47,2250,80,0,0,0,62,0,0,0,0,0
3170701,Varginha,Sul/Sudoeste de Minas,60,0,0,1,1,0,27,0,0,15740,15740,186,116,0,0,0,2400,420,0,0,0,5
3170750,Varjão de Minas,Noroeste de Minas,0,54,0,0,5,0,2600,0,0,3922,3922,232380,5074,0,0,600,39750,13680,1716,11000,1585,0
3170800,Várzea da Palma,Norte de Minas,0,0,0,0,0,0,2001,0,0,2178,2178,3600,279,0,12400,96,1074,4106,0,50,0,323
3170909,Varzelândia,Norte de Minas,0,0,5,0,0,0,60,240,0,0,0,6000,117,0,0,0,245,0,0,0,0,0
3171006,Vazante,Noroeste de Minas,0,0,0,0,180,0,0,0,0,0,0,190,2286,0,0,0,25200,39780,960,0,0,0
3171030,Verdelândia,Norte de Minas,0,0,0,4,1,0,28000,40,0,0,0,0,109,0,75,0,609,0,17,0,0,0
3171071,Veredinha,Jequitinhonha,0,40,4,10,0,0,18,0,0,19,19,2430,59,0,55,0,152,0,0,23,0,0
3171105,Veríssimo,Triângulo Mineiro/Alto Paranaíba,0,350,0,0,0,0,180,0,0,0,0,1147500,20,0,0,200,5600,14000,4200,0,0,0
3171154,Vermelho Novo,Zona da Mata,0,0,0,0,2,0,60,0,0,2150,2150,1260,45,0,0,0,550,0,0,230,0,0
3171204,Vespasiano,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3171303,Viçosa,Zona da Mata,0,0,0,0,0,0,220,0,0,1280,1280,3660,266,0,33,80,1462,2,0,280,0,0
3171402,Vieiras,Zona da Mata,0,0,0,0,0,0,210,0,0,870,870,960,20,0,0,0,320,0,0,0,0,0
3171501,Mathias Lobato,Vale do Rio Doce,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,62,0,0,0,0,0
3171600,Virgem da Lapa,Jequitinhonha,0,13,3,1,1,0,6,3,0,0,0,1200,36,0,0,0,258,0,0,0,0,0
3171709,Virgínia,Sul/Sudoeste de Minas,0,0,12,0,0,0,60,0,3600,91,91,0,176,0,0,0,2040,0,0,0,0,0
3171808,Virginópolis,Vale do Rio Doce,0,0,0,0,2,0,176,0,0,107,107,6560,74,0,0,0,584,0,0,490,0,0
3171907,Virgolândia,Vale do Rio Doce,0,0,0,3,2,0,180,0,0,109,39,1100,58,0,14,0,180,0,0,0,0,0
3172004,Visconde do Rio Branco,Zona da Mata,0,0,0,0,0,0,300,0,0,7,7,17560,38,0,1725,0,252,0,0,0,0,0
3172103,Volta Grande,Zona da Mata,0,0,0,0,0,0,180,0,0,0,0,96,6,0,50,0,100,0,0,0,0,0
3172202,Wenceslau Braz,Sul/Sudoeste de Minas,0,0,0,0,0,12,0,0,0,0,0,360,8,0,7,0,30,0,0,0,0,0
