ibge7,mun,nome_meso,abacate,abacaxi,alho,amendoim,arroz,aveia,banana,batata-doce,batata-inglesa,cafe_total,cafe_arab,cana,feijao,girassol,laranja,maracuja,milho,soja,sorgo,tomate,trigo,uva
3117836,Cônego Marinho,Norte de Minas,0,0,0,0,25,0,0,0,0,0,0,5900,64,0,0,0,32,0,0,0,0,0
3117876,Confins,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0
3117900,Congonhal,Sul/Sudoeste de Minas,0,0,0,0,0,0,6,0,3900,452,452,350,67,0,0,0,907,0,0,0,0,0
3118007,Congonhas,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,14,14,156,89,0,5,0,360,0,0,0,0,0
3118106,Congonhas do Norte,Metropolitana de Belo Horizonte,0,0,0,0,0,0,152,0,0,18,18,4200,17,0,0,0,184,0,0,0,0,0
3118205,Conquista,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,18,0,0,0,0,0,0,1736520,192,0,0,0,16500,36900,24000,0,0,0
3118304,Conselheiro Lafaiete,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,207,0,0,2100,153,0,0,0,4589,0,0,140,0,0
3118403,Conselheiro Pena,Vale do Rio Doce,75,0,0,0,90,0,825,72,0,5939,5502,1568,33,0,390,0,2500,0,0,0,0,0
3118502,Consolação,Sul/Sudoeste de Minas,0,0,0,0,0,0,10,0,0,3,3,0,12,0,0,15,135,0,0,0,0,0
3118601,Contagem,Metropolitana de Belo Horizonte,0,0,0,0,0,0,5,0,0,0,0,30,0,0,0,0,7,0,0,0,0,0
3118700,Coqueiral,Sul/Sudoeste de Minas,0,0,0,0,0,0,20,0,0,6270,6270,1935,486,0,0,0,8400,3600,0,0,581,0
3118809,Coração de Jesus,Norte de Minas,0,0,50,0,6,0,66,0,0,0,0,28600,291,0,78,18,1820,0,49,1300,0,0
3118908,Cordisburgo,Metropolitana de Belo Horizonte,0,0,0,0,0,0,42,0,0,0,0,2808,3,0,0,17,230,0,0,320,0,0
3119005,Cordislândia,Sul/Sudoeste de Minas,0,0,0,0,12,1904,27,0,375,2520,2520,90,23,0,0,0,6905,6336,0,0,0,0
3119104,Corinto,Central Mineira,0,100,0,0,5,0,50,0,0,0,0,11400,19,0,0,0,1121,0,366,0,0,0
3119203,Coroaci,Vale do Rio Doce,0,0,0,3,0,0,133,0,0,92,78,3140,24,0,0,0,12,0,32,80,0,0
3119302,Coromandel,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,2,0,5,0,850,10630,10630,342,5730,0,0,140,175286,177000,6614,21200,2666,0
3119401,Coronel Fabriciano,Vale do Rio Doce,0,0,0,0,0,0,60,0,0,0,0,135,6,0,0,95,4,0,0,0,0,0
3119500,Coronel Murta,Jequitinhonha,0,0,0,0,0,0,18,0,0,0,0,2700,36,0,8,0,107,0,0,0,0,0
3119609,Coronel Pacheco,Zona da Mata,0,0,0,0,0,0,1060,0,0,0,0,0,10,0,0,0,11,0,0,0,0,0
3119708,Coronel Xavier Chaves,Campo das Vertentes,0,0,0,0,0,0,16,3,0,0,0,3800,267,0,0,0,3520,180,0,110,108,0
3119807,Córrego Danta,Oeste de Minas,0,0,0,0,0,0,48,0,0,1930,1930,414,2,0,63,11,577,200,0,0,0,0
3119906,Córrego do Bom Jesus,Sul/Sudoeste de Minas,0,0,0,0,0,0,10,0,480,0,0,0,3,0,4,0,101,0,0,76,0,12
3119955,Córrego Fundo,Oeste de Minas,0,0,0,3,3,0,0,0,0,25,25,5150,42,0,0,0,3432,1802,0,1024,0,0
3120003,Córrego Novo,Vale do Rio Doce,0,0,0,0,12,0,18,0,0,50,50,6650,9,0,0,0,272,0,0,0,0,0
3120102,Couto de Magalhães de Minas,Jequitinhonha,0,10,0,0,0,0,9,0,0,0,0,770,10,0,11,0,94,0,0,0,0,0
3120151,Crisólita,Vale do Mucuri,0,20,0,0,0,0,5,0,0,0,0,1200,78,0,0,0,150,0,0,0,0,0
3120201,Cristais,Oeste de Minas,0,0,0,0,0,0,0,0,0,7483,7483,60000,360,0,10,25,24786,5316,1140,0,0,0
3120300,Cristália,Norte de Minas,0,30,0,10,3,0,22,0,0,4,2,2460,86,0,7,31,215,0,0,0,0,0
3120409,Cristiano Otoni,Metropolitana de Belo Horizonte,0,0,0,0,20,0,210,0,400,0,0,400,312,0,0,0,1542,470,0,175,390,0
3120508,Cristina,Sul/Sudoeste de Minas,0,0,0,0,0,4,15600,0,3960,1409,1409,0,198,0,0,0,1500,0,0,360,0,0
3120607,Crucilândia,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,160,0,0,0,14768,10,0,0,0,480,0,0,320,0,3
3120706,Cruzeiro da Fortaleza,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,0,800,1200,1448,1448,0,0,0,0,19,1302,4845,444,0,126,0
3120805,Cruzília,Sul/Sudoeste de Minas,0,0,0,0,2,1550,0,0,0,72,72,2270,396,0,0,20,17660,3705,0,0,540,0
3120839,Cuparaque,Vale do Rio Doce,0,0,0,0,12,0,39,0,0,138,104,9300,1,0,5,4,12,0,0,0,0,0
3120870,Curral de Dentro,Norte de Minas,0,0,0,0,0,0,30,0,0,31,31,96,37,0,15,6,73,0,23,0,0,5
3120904,Curvelo,Central Mineira,0,20,0,0,0,0,2160,0,0,0,0,19200,125,0,0,0,3588,4,0,165,0,0
3121001,Datas,Jequitinhonha,0,0,8,0,0,0,11,0,1950,3,3,360,108,0,7,9,2142,0,0,0,0,0
3121100,Delfim Moreira,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,1000,0,0,187,16,0,0,0,363,0,0,250,0,10
3121209,Delfinópolis,Sul/Sudoeste de Minas,0,0,0,0,2,0,40779,0,0,297,297,189800,862,0,0,0,28300,33766,7252,30,0,0
3121258,Delta,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,200,0,0,0,0,419040,0,0,0,0,59,2550,264,0,0,0
3121308,Descoberto,Zona da Mata,0,0,0,0,0,0,12,0,0,1,1,2520,6,0,0,0,153,0,0,0,0,0
3121407,Desterro de Entre Rios,Metropolitana de Belo Horizonte,40,0,0,0,5,0,28,0,0,312,312,4606,250,0,8,0,1600,0,0,80,0,0
3121506,Desterro do Melo,Campo das Vertentes,0,0,0,0,1,0,750,0,0,2,2,600,294,0,0,0,2160,0,0,50,0,0
3121605,Diamantina,Jequitinhonha,0,60,11,7,14,0,30,0,0,540,540,6000,189,0,18,14,912,0,0,0,0,6
3121704,Diogo de Vasconcelos,Metropolitana de Belo Horizonte,0,0,0,1,1,0,0,0,0,0,0,600,50,0,0,0,1035,0,0,0,0,0
3121803,Dionísio,Metropolitana de Belo Horizonte,0,0,0,1,0,0,271,0,0,3,3,1950,47,0,0,0,432,0,0,0,0,0
3121902,Divinésia,Zona da Mata,0,0,0,0,0,0,128,0,0,230,230,1650,82,0,0,0,371,0,0,200,0,0
3122009,Divino,Zona da Mata,0,0,0,0,0,0,246,0,0,9630,9630,660,156,0,0,0,1474,0,0,0,0,0
3122108,Divino das Laranjeiras,Vale do Rio Doce,0,0,0,0,13,0,14,0,0,4,0,4580,11,0,0,0,32,0,0,0,0,0
3122207,Divinolândia de Minas,Vale do Rio Doce,0,0,0,1,0,0,40,0,0,30,30,1575,84,0,0,0,335,0,0,0,0,0
3122306,Divinópolis,Oeste de Minas,0,18,0,1,2,0,124,0,0,0,0,1400,30,0,21,45,1548,126,5,160,0,12
3122355,Divisa Alegre,Norte de Minas,0,30,0,0,0,0,19,0,0,144,144,0,10,0,0,0,36,0,0,0,0,0
3122405,Divisa Nova,Sul/Sudoeste de Minas,0,0,0,0,2,0,62,0,750,3832,3832,72680,258,0,1910,0,9426,1777,0,0,0,0
3122454,Divisópolis,Jequitinhonha,0,15,0,0,0,0,120,0,0,745,745,1500,94,0,14,38,158,0,0,0,0,0
3122470,Dom Bosco,Noroeste de Minas,0,0,0,0,7,0,0,0,0,0,0,8350,1830,0,0,4,3797,4108,224,0,0,0
3122504,Dom Cavati,Vale do Rio Doce,0,0,0,1,2,0,210,0,0,14,14,420,11,0,10,0,51,0,0,0,0,0
3122603,Dom Joaquim,Metropolitana de Belo Horizonte,0,0,0,0,0,0,36,0,0,0,0,2900,41,0,0,0,264,0,0,0,0,0
3122702,Dom Silvério,Zona da Mata,0,0,0,0,0,0,23,0,0,0,0,1180,11,0,0,0,124,0,0,0,0,0
3122801,Dom Viçoso,Sul/Sudoeste de Minas,0,0,0,0,0,0,304,0,130,407,407,160,8,0,0,0,74,0,0,0,0,0
3122900,Dona Eusébia,Zona da Mata,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
3123007,Dores de Campos,Campo das Vertentes,0,0,0,0,18,0,0,0,0,0,0,425,87,0,0,0,1239,300,0,20,180,0
3123106,Dores de Guanhães,Vale do Rio Doce,0,0,0,0,0,0,0,0,0,0,0,22400,55,0,0,0,420,0,0,0,0,0
3123205,Dores do Indaiá,Central Mineira,0,0,0,0,0,0,0,0,0,0,0,2200,38,0,0,0,271,0,120,0,0,0
3123304,Dores do Turvo,Zona da Mata,0,0,0,0,0,0,0,0,0,38,38,7836,186,0,0,0,330,0,0,0,0,0
3123403,Doresópolis,Oeste de Minas,0,0,0,0,2,0,0,0,0,207,207,3024,28,0,0,0,2150,0,0,0,0,0
3123502,Douradoquara,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,12,0,0,0,0,810,0,0,0,0,1380,1518,0,0,0,0
3123528,Durandé,Zona da Mata,0,0,0,0,0,0,0,0,0,6010,6010,574,9,0,0,0,99,0,0,0,0,0
3123601,Elói Mendes,Sul/Sudoeste de Minas,5,0,0,0,0,0,50,0,0,10980,10980,1600,248,0,8,0,4860,0,84,0,0,270
3123700,Engenheiro Caldas,Vale do Rio Doce,0,0,0,0,0,0,4,27,0,0,0,0,2,0,10,88,23,0,0,140,0,0
3123809,Engenheiro Navarro,Norte de Minas,0,0,0,0,0,0,27,0,0,3,0,3720,216,0,5,0,308,0,36,0,0,0
3123858,Entre Folhas,Vale do Rio Doce,0,0,0,1,2,0,98,0,0,343,343,300,8,0,9,0,76,0,0,0,0,0
3123908,Entre Rios de Minas,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,365,365,1184,300,0,0,0,3143,0,0,0,0,0
3124005,Ervália,Zona da Mata,60,0,0,4,0,0,780,0,0,7800,7800,3768,1864,0,0,226,6804,0,0,1200,0,0
3124104,Esmeraldas,Metropolitana de Belo Horizonte,0,0,0,0,5,0,186,11,0,91,91,7200,7,0,0,5,608,0,0,490,0,0
3124203,Espera Feliz,Zona da Mata,0,0,0,6,0,0,662,11,0,11880,11880,120,280,0,34,0,2093,0,0,0,0,0
3124302,Espinosa,Norte de Minas,0,0,0,5,1,0,2819,5,0,0,0,1440,156,0,120,180,230,0,122,30,0,0
3124401,Espírito Santo do Dourado,Sul/Sudoeste de Minas,0,0,0,0,2,0,1350,0,9936,560,560,0,18,0,0,0,6520,0,0,0,0,0
3124500,Estiva,Sul/Sudoeste de Minas,0,0,0,0,0,0,25,0,360,5,5,0,15,0,0,0,920,0,0,450,0,0
3124609,Estrela Dalva,Zona da Mata,0,0,0,0,0,0,160,0,0,91,0,1380,4,0,0,0,759,0,0,0,0,0
3124708,Estrela do Indaiá,Central Mineira,0,0,0,0,0,0,28,0,2600,252,252,2880,365,0,0,0,2247,1053,0,0,0,0
3124807,Estrela do Sul,Triângulo Mineiro/Alto Paranaíba,100,0,0,0,0,0,552,0,0,5060,5060,10440,390,192,0,88,18720,10700,216,1400,700,0
3124906,Eugenópolis,Zona da Mata,0,0,0,0,5,0,199,0,0,1533,1500,3515,31,0,0,0,160,0,0,0,0,0
3125002,Ewbank da Câmara,Zona da Mata,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
3125101,Extrema,Sul/Sudoeste de Minas,0,0,0,0,0,0,45,5,330,4,4,0,15,0,0,0,394,0,0,54,0,0
3125200,Fama,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,0,1584,1584,0,89,0,0,0,3630,0,0,0,0,0
3125309,Faria Lemos,Zona da Mata,0,0,0,0,0,0,63,0,0,690,690,500,6,0,0,0,59,0,0,0,0,0
3125408,Felício dos Santos,Jequitinhonha,0,10,0,4,25,0,26,0,0,300,300,1200,50,0,10,17,320,0,0,0,0,0
3125507,São Gonçalo do Rio Preto,Jequitinhonha,0,0,0,0,0,0,23,0,0,143,143,1200,14,0,0,0,122,0,0,0,0,0
3125606,Felisburgo,Jequitinhonha,0,0,0,0,0,0,51,0,0,18,18,300,105,0,0,0,135,0,0,0,0,0
3125705,Felixlândia,Central Mineira,0,15,0,0,0,0,64,0,0,0,0,7500,254,0,0,44,1310,242,0,140,0,0
3125804,Fernandes Tourinho,Vale do Rio Doce,0,0,0,0,0,0,0,12,0,3,0,450,12,0,0,0,30,0,0,82,0,0
3125903,Ferros,Metropolitana de Belo Horizonte,0,0,0,4,0,0,70,0,0,32,32,21400,138,0,0,0,1092,0,0,0,0,0
3125952,Fervedouro,Zona da Mata,25,0,0,0,0,0,444,0,0,5010,5010,300,118,0,22,0,777,0,0,30,0,0
3126000,Florestal,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,1400,1,0,0,0,63,0,0,420,0,28
3126109,Formiga,Oeste de Minas,0,0,0,0,2,0,220,11,3700,4680,4680,2378,1620,0,0,11,58500,25100,0,990,0,0
3126208,Formoso,Noroeste de Minas,0,0,0,0,10,0,0,0,0,514,514,2410,6390,0,12064,42,42912,64368,420,0,0,0
3126307,Fortaleza de Minas,Sul/Sudoeste de Minas,0,0,0,0,6,0,10,0,0,1248,1248,13447,3,0,6528,0,4224,9,0,880,0,95
3126406,Fortuna de Minas,Metropolitana de Belo Horizonte,0,0,0,0,13,0,0,0,0,0,0,572,4,0,0,10,120,0,0,0,0,0
3126505,Francisco Badaró,Jequitinhonha,0,0,6,2,8,0,68,0,0,0,0,1110,66,0,24,0,195,0,0,0,0,0
3126604,Francisco Dumont,Norte de Minas,0,0,3,0,2,0,32,0,0,480,480,3900,26,0,15,0,460,0,363,0,0,0
3126703,Francisco Sá,Norte de Minas,0,0,180,1,1,0,4570,5,0,2,2,3850,300,0,0,3,1440,0,140,0,0,0
3126752,Franciscópolis,Vale do Mucuri,0,30,0,3,5,0,130,0,0,14,14,5550,125,0,13,0,1104,0,0,0,0,0
3126802,Frei Gaspar,Vale do Mucuri,0,0,0,0,1,0,63,0,0,25,15,2906,20,0,6,20,24,0,50,180,0,0
3126901,Frei Inocêncio,Vale do Rio Doce,0,0,0,0,0,0,133,0,0,0,0,0,6,0,0,8,79,0,0,0,0,0
3126950,Frei Lagonegro,Vale do Rio Doce,0,0,0,0,2,0,73,0,0,10,8,1970,45,0,0,0,234,0,0,0,0,0
3127008,Fronteira,Triângulo Mineiro/Alto Paranaíba,0,12720,0,0,0,0,0,0,0,0,0,41250,11,0,0,0,1203,423,0,0,0,0
3127057,Fronteira dos Vales,Vale do Mucuri,0,0,0,0,0,0,8,0,0,0,0,1139,7,0,0,0,10,0,0,0,0,0
3127073,Fruta de Leite,Norte de Minas,0,0,0,11,7,0,39,0,0,4,4,2278,120,0,9,0,1741,0,0,0,0,0
3127107,Frutal,Triângulo Mineiro/Alto Paranaíba,0,60000,0,3230,0,0,0,0,0,0,0,5017792,65,0,122500,0,52080,64400,15600,0,0,0
3127206,Funilândia,Metropolitana de Belo Horizonte,10,0,0,0,0,0,384,0,0,0,0,900,26,0,0,0,24,0,0,0,0,0
3127305,Galiléia,Vale do Rio Doce,0,0,0,0,0,0,12,0,0,7,0,2450,2,0,0,0,57,0,15,0,0,0
3127339,Gameleiras,Norte de Minas,0,0,0,0,3,0,80,0,0,0,0,0,63,0,0,0,42,0,9,0,0,0
3127354,Glaucilândia,Norte de Minas,260,0,0,0,0,0,0,0,0,0,0,1380,20,0,0,0,200,0,24,0,0,0
3127370,Goiabeira,Vale do Rio Doce,0,0,0,0,3,0,8,0,0,0,0,3500,1,0,0,0,34,0,0,0,0,0
3127388,Goianá,Zona da Mata,0,0,0,0,0,0,16,0,0,0,0,120,11,0,3,0,7,0,0,0,0,0
3127404,Gonçalves,Sul/Sudoeste de Minas,0,0,0,0,0,0,1500,0,200,0,0,70,12,0,10,0,257,0,0,130,0,0
3127503,Gonzaga,Vale do Rio Doce,0,0,0,0,0,0,57,0,0,4,4,210,42,0,0,0,126,0,0,0,0,0
3127602,Gouveia,Jequitinhonha,14,0,90,0,0,0,23,6,0,0,0,420,26,0,15,0,245,0,0,30,0,0
3127701,Governador Valadares,Vale do Rio Doce,0,0,0,0,210,0,770,0,0,6,4,6660,77,0,0,0,360,0,0,0,0,8
3127800,Grão Mogol,Norte de Minas,20,90,0,10,5,0,84,0,0,28,28,1850,145,0,180,150,450,0,0,0,0,0
3127909,Grupiara,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2461,2808,0,0,0,0
3128006,Guanhães,Vale do Rio Doce,0,0,0,3,0,0,70,3,0,8,8,2420,66,0,12,0,680,0,0,0,0,0
3128105,Guapé,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,0,12672,12672,5600,855,0,0,0,12600,504,0,0,0,0
3128204,Guaraciaba,Zona da Mata,0,0,0,5,11,0,13,0,25,154,154,6600,420,0,0,13,1860,0,0,0,0,8
3128253,Guaraciama,Norte de Minas,0,0,3,2,7,0,5,0,0,0,0,900,8,0,0,0,85,0,0,0,0,0
3128303,Guaranésia,Sul/Sudoeste de Minas,200,0,0,0,0,0,0,0,1443,4675,4675,9000,347,0,15,0,1717,644,0,0,148,0
3128402,Guarani,Zona da Mata,0,0,0,0,0,0,14,20,0,128,128,60,48,0,0,0,192,0,0,0,0,0
3128501,Guarará,Zona da Mata,10,0,0,0,0,0,110,0,0,29,29,1020,12,0,16,0,200,0,0,75,0,0
3128600,Guarda-Mor,Noroeste de Minas,0,0,360,0,6,0,1210,0,600,326,326,150,22200,0,0,90,114678,209000,11900,0,851,0
3128709,Guaxupé,Sul/Sudoeste de Minas,228,0,0,0,0,336,476,0,0,6860,6860,2200,95,0,0,0,1296,1466,0,0,37,0
3128808,Guidoval,Zona da Mata,0,0,0,0,2,0,260,0,0,0,0,532,11,0,52,78,119,0,0,400,0,0
3128907,Guimarânia,Triângulo Mineiro/Alto Paranaíba,20,0,0,0,0,0,18,1400,0,2630,2630,160,0,0,214,491,14052,12876,4775,3600,345,0
3129004,Guiricema,Zona da Mata,40,0,0,0,0,0,572,0,0,381,381,3840,36,0,0,60,1098,0,0,210,0,0
3129103,Gurinhatã,Triângulo Mineiro/Alto Paranaíba,0,15,0,0,48,0,30,0,0,0,0,584800,4,0,8908,0,1824,271,0,0,0,0
3129202,Heliodora,Sul/Sudoeste de Minas,0,0,0,0,1400,0,5,0,1000,3790,3790,900,2,0,0,0,1890,0,0,0,0,0
3129301,Iapu,Vale do Rio Doce,0,0,0,3,0,0,1334,0,0,192,192,2300,14,0,0,0,216,0,0,2100,0,0
3129400,Ibertioga,Campo das Vertentes,0,0,0,0,0,0,0,0,150,0,0,350,1694,0,0,0,8856,499,0,52,405,0
3129509,Ibiá,Triângulo Mineiro/Alto Paranaíba,725,0,1545,0,0,0,17,0,13100,8820,8820,1750,8150,0,1300,0,192300,135207,5100,55,11590,0
3129608,Ibiaí,Norte de Minas,0,0,0,0,0,0,0,0,0,0,0,740,62,0,0,0,585,0,0,0,0,0
3129657,Ibiracatu,Norte de Minas,0,0,0,0,2,0,0,0,0,0,0,1180,6,0,0,0,26,0,0,0,0,0
3129707,Ibiraci,Sul/Sudoeste de Minas,1036,0,0,0,0,0,121,0,0,18050,18050,183,5,0,13072,0,1600,895,960,2520,0,0
3129806,Ibirité,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,50,0,0
3129905,Ibitiúra de Minas,Sul/Sudoeste de Minas,0,0,0,0,0,0,600,0,0,1910,1910,0,0,0,0,0,110,0,0,43,0,0
3130002,Ibituruna,Oeste de Minas,0,0,0,0,0,0,0,0,0,761,761,2930,1,0,0,0,590,0,0,0,0,0
3130051,Icaraí de Minas,Norte de Minas,0,0,0,2,0,0,0,0,0,0,0,5610,36,0,0,0,674,0,180,0,0,0
3130101,Igarapé,Metropolitana de Belo Horizonte,10,0,0,0,0,0,48,90,0,13,13,1000,2,0,30,56,120,0,0,1600,0,0
3130200,Igaratinga,Oeste de Minas,0,0,0,0,0,0,0,0,0,0,0,150,2,0,0,0,910,0,0,0,0,0
3130309,Iguatama,Oeste de Minas,0,0,0,0,0,0,60,0,0,0,0,238140,351,0,0,0,15848,12480,0,0,0,0
3130408,Ijaci,Campo das Vertentes,0,0,0,0,0,0,0,5,0,125,125,192,7,0,0,0,1946,0,0,0,0,0
3130507,Ilicínea,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,0,7968,7968,0,1260,0,0,0,9900,0,0,0,0,0
3130556,Imbé de Minas,Vale do Rio Doce,7,0,0,0,3,0,1591,4,0,3360,3360,84,66,0,221,8,471,0,0,1250,0,0
3130606,Inconfidentes,Sul/Sudoeste de Minas,0,0,33,0,0,0,105,7,18,1980,1980,145,200,0,52,8,720,0,0,710,0,10
3130655,Indaiabira,Norte de Minas,0,0,0,2,1,0,41,84,0,250,250,7680,294,0,0,0,376,0,0,482,0,0
3130705,Indianópolis,Triângulo Mineiro/Alto Paranaíba,10,0,600,0,0,0,4100,0,2275,7330,7330,1116,1,432,0,162,88372,66970,19110,2200,1368,0
3130804,Ingaí,Campo das Vertentes,0,0,0,0,0,0,0,0,0,934,934,0,520,0,0,0,13408,3456,0,3850,195,0
3130903,Inhapim,Vale do Rio Doce,63,0,0,6,12,0,2626,165,0,3834,3834,1884,75,0,166,290,506,0,0,2700,0,0
3131000,Inhaúma,Metropolitana de Belo Horizonte,0,0,0,0,0,0,79,0,0,0,0,800,2,0,0,0,36,0,0,0,0,0
3131109,Inimutaba,Central Mineira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3131158,Ipaba,Vale do Rio Doce,0,0,0,0,0,0,120,0,0,0,0,117,3,0,0,0,26,0,0,0,0,0
3131208,Ipanema,Vale do Rio Doce,0,0,0,0,7,0,451,0,0,405,0,560,53,0,188,0,880,0,0,0,0,0
3131307,Ipatinga,Vale do Rio Doce,0,0,0,0,0,0,230,0,0,3,3,37,1,0,0,0,3,0,0,0,0,0
3131406,Ipiaçu,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,0,0,0,0,0,297700,0,0,0,0,24927,28891,11876,0,0,0
3131505,Ipuiúna,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,320,17380,0,0,0,90,0,0,0,884,0,0,0,0,0
3131604,Iraí de Minas,Triângulo Mineiro/Alto Paranaíba,55,0,0,0,8,0,26,0,16800,244,244,0,396,0,0,0,18840,10431,275,0,288,0
3131703,Itabira,Metropolitana de Belo Horizonte,0,0,0,2,0,0,330,0,0,3,3,4900,12,0,16,0,125,0,0,0,0,0
3131802,Itabirinha,Vale do Rio Doce,0,0,0,1,1,0,31,0,0,51,42,390,60,0,30,0,19,0,0,0,0,0
3131901,Itabirito,Metropolitana de Belo Horizonte,0,0,0,0,0,0,18,0,0,0,0,1100,16,0,10,0,113,0,0,0,0,0
3132008,Itacambira,Norte de Minas,0,15,6,8,30,0,0,0,0,171,171,990,84,0,27,0,210,0,0,0,0,0
3132107,Itacarambi,Norte de Minas,0,0,0,0,0,0,3810,0,0,0,0,1221,315,0,0,0,9966,4326,0,0,0,0
3132206,Itaguara,Metropolitana de Belo Horizonte,0,0,0,0,0,0,270,20,0,0,0,27840,38,0,0,4,250,0,0,1200,0,0
3132305,Itaipé,Vale do Mucuri,0,23,0,4,7,0,270,0,0,421,421,4500,86,0,26,0,133,0,0,0,0,0
3132404,Itajubá,Sul/Sudoeste de Minas,0,0,0,0,0,0,97,5,230,35,35,950,8,0,18,0,209,0,0,200,0,0
3132503,Itamarandiba,Jequitinhonha,0,36,9,6,16,0,502,6,0,771,757,16500,184,0,15,0,1254,0,0,280,0,0
3132602,Itamarati de Minas,Zona da Mata,0,0,0,0,0,0,53,0,0,120,120,1720,3,0,0,0,0,0,0,0,0,0
3132701,Itambacuri,Vale do Rio Doce,0,30,0,2,3,0,612,5,0,84,84,6860,79,0,55,0,234,0,0,0,0,0
3132800,Itambé do Mato Dentro,Metropolitana de Belo Horizonte,0,0,0,0,0,0,33,0,0,0,0,600,5,0,0,0,18,0,0,0,0,0
3132909,Itamogi,Sul/Sudoeste de Minas,0,0,0,0,0,0,27,0,0,11360,11360,43024,0,0,0,0,1350,0,0,0,0,0
3133006,Itamonte,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,1080,0,0,1400,216,0,0,0,984,0,0,0,0,0
3133105,Itanhandu,Sul/Sudoeste de Minas,0,0,0,0,0,0,24,0,0,0,0,135,18,0,50,0,135,0,0,35,0,0
3133204,Itanhomi,Vale do Rio Doce,0,0,0,0,3,0,55,0,0,270,270,51,30,0,51,0,300,0,0,0,0,0
3133303,Itaobim,Jequitinhonha,0,0,0,0,0,0,1830,5,0,0,0,1058,63,0,0,7,74,0,0,0,0,0
3133402,Itapagipe,Triângulo Mineiro/Alto Paranaíba,0,9000,0,0,12,0,0,0,0,105,105,1318400,0,0,3125,0,4140,4290,0,0,0,0
3133501,Itapecerica,Oeste de Minas,0,0,0,0,4,0,94,0,0,530,530,44800,171,0,904,0,12000,0,0,60,0,0
3133600,Itapeva,Sul/Sudoeste de Minas,0,0,0,0,0,2,0,0,2250,0,0,0,5,0,0,0,490,0,0,0,0,1
3133709,Itatiaiuçu,Metropolitana de Belo Horizonte,0,0,0,0,0,0,30,0,0,0,0,1040,6,0,0,0,468,0,0,280,0,0
3133758,Itaú de Minas,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,0,10,10,27168,183,0,0,0,10980,3401,0,0,0,0
3133808,Itaúna,Oeste de Minas,0,0,0,0,0,0,24,0,0,0,0,360,15,0,0,0,880,0,0,320,0,0
3133907,Itaverava,Metropolitana de Belo Horizonte,350,0,0,0,25,0,11,0,1960,0,0,3680,50,0,0,0,1872,0,0,0,0,0
3134004,Itinga,Jequitinhonha,0,0,0,0,0,0,1373,0,0,0,0,3648,164,0,12,0,546,0,0,0,0,0
3134103,Itueta,Vale do Rio Doce,35,0,0,0,0,0,352,48,0,2077,451,864,64,0,240,0,2400,0,0,300,0,0
3134202,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,0,200,0,0,15,0,108,0,0,2,2,1690000,32,0,11944,10,47500,64800,21000,0,0,0
3134301,Itumirim,Campo das Vertentes,0,0,0,0,6,0,0,0,0,450,450,1305,102,0,0,0,3510,384,0,0,156,0
3134400,Iturama,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,0,0,0,0,0,2171700,0,0,0,0,2520,624,0,0,0,0
3134509,Itutinga,Campo das Vertentes,0,0,0,0,5,0,0,0,0,150,150,0,1278,0,0,0,5310,2925,0,0,3200,0
3134608,Jaboticatubas,Metropolitana de Belo Horizonte,36,200,22,1,3,0,825,0,0,0,0,12600,30,0,1000,64,735,0,0,540,0,0
3134707,Jacinto,Jequitinhonha,0,15,0,0,0,0,21,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0
3134806,Jacuí,Sul/Sudoeste de Minas,225,0,0,0,3,0,0,0,0,4720,4720,720,9,0,0,38,2304,946,0,1960,0,1
