uf,nome_uf,nome_meso,micro,nome_micro,mun,cod_mun_c,nome_mun,dist,distrito,nome_distrito
35,São Paulo,Araçatuba,018,Birigui,01103,3501103,alto alegre,05,350110305,alto alegre
41,Paraná,Norte Central Paranaense,006,Astorga,05904,4105904,colorado,10,410590410,alto alegre
42,Santa Catarina,Oeste Catarinense,004,Joaçaba,03907,4203907,capinzal,10,420390710,alto alegre
43,Rio Grande do Sul,Noroeste Rio-grandense,011,Cruz Alta,00554,4300554,alto alegre,05,430055405,alto alegre
43,Rio Grande do Sul,Sudeste Rio-grandense,033,Pelotas,05124,4305124,cerrito,10,430512410,alto alegre
41,Paraná,Oeste Paranaense,023,Cascavel,04600,4104600,capitão leônidas marques,20,410460020,alto alegre do iguaçu
21,Maranhão,Leste Maranhense,015,Codó,00436,2100436,alto alegre do maranhão,05,210043605,alto alegre do maranhão
21,Maranhão,Oeste Maranhense,008,Pindaré,00477,2100477,alto alegre do pindaré,05,210047705,alto alegre do pindaré
11,Rondônia,Leste Rondoniense,006,Cacoal,00379,1100379,alto alegre dos parecis,05,110037905,alto alegre dos parecis
52,Goiás,Sul Goiano,016,Pires do Rio,15306,5215306,orizona,10,521530610,alto alvorada
51,Mato Grosso,Sudeste Mato-grossense,022,Alto Araguaia,00300,5100300,alto araguaia,05,510030005,alto araguaia
42,Santa Catarina,Oeste Catarinense,005,Concórdia,00754,4200754,alto bela vista,05,420075405,alto bela vista
31,Minas Gerais,Norte de Minas,009,Bocaiúva,07307,3107307,bocaiúva,20,310730720,alto belo
51,Mato Grosso,Nordeste Mato-grossense,009,Norte Araguaia,00359,5100359,alto boa vista,05,510035905,alto boa vista
17,Tocantins,Oriental do Tocantins,007,Jalapão,12405,1712405,lizarda,10,171240510,alto bonito
26,Pernambuco,Agreste Pernambucano,012,Brejo Pernambucano,02308,2602308,bonito,15,260230815,alto bonito
29,Bahia,Centro Norte Baiano,011,Itaberaba,22102,2922102,mundo novo,10,292210210,alto bonito
32,Espírito Santo,Sul Espírito-santense,012,Cachoeiro de Itapemirim,04807,3204807,são josé do calçado,15,320480715,alto calçado
32,Espírito Santo,Central Espírito-santense,008,Santa Teresa,04609,3204609,santa teresa,07,320460907,alto caldeirão
31,Minas Gerais,Zona da Mata,061,Manhuaçu,02050,3102050,alto caparaó,05,310205005,alto caparaó
32,Espírito Santo,Sul Espírito-santense,012,Cachoeiro de Itapemirim,05036,3205036,vargem alta,10,320503610,alto castelinho
32,Espírito Santo,Central Espírito-santense,007,Afonso Cláudio,05069,3205069,venda nova do imigrante,10,320506910,alto caxixe
51,Mato Grosso,Sudeste Mato-grossense,020,Tesouro,07008,5107008,poxoréu,10,510700810,alto coité
35,São Paulo,Itapetininga,041,Itapeva,22406,3522406,itapeva,11,352240611,alto da brancal
42,Santa Catarina,Oeste Catarinense,002,Chapecó,04202,4204202,chapecó,10,420420210,alto da serra
43,Rio Grande do Sul,Noroeste Rio-grandense,008,Ijuí,10207,4310207,ijuí,07,431020707,alto da união
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,02,355030802,alto de pinheiros
31,Minas Gerais,Vale do Rio Doce,037,Governador Valadares,27701,3127701,governador valadares,10,312770110,alto de santa helena
41,Paraná,Centro Oriental Paranaense,019,Telêmaco Borba,27502,4127502,tibagi,10,412750210,alto do amparo
31,Minas Gerais,Vale do Rio Doce,041,Aimorés,01102,3101102,aimorés,10,310110210,alto do capim
24,Rio Grande do Norte,Oeste Potiguar,004,Vale do Açu,00703,2400703,alto do rodrigues,05,240070305,alto do rodrigues
41,Paraná,Centro Ocidental Paranaense,005,Campo Mourão,22503,4122503,roncador,10,412250310,alto do são joão
43,Rio Grande do Sul,Noroeste Rio-grandense,002,Três Passos,21907,4321907,três passos,08,432190708,alto erval novo
41,Paraná,Sudoeste Paranaense,025,Capanema,04501,4104501,capanema,25,410450125,alto faraday
43,Rio Grande do Sul,Metropolitana de Porto Alegre,023,Montenegro,00570,4300570,alto feliz,05,430057005,alto feliz
51,Mato Grosso,Sudeste Mato-grossense,022,Alto Araguaia,00409,5100409,alto garças,05,510040905,alto garças
52,Goiás,Norte Goiano,004,Porangatu,00555,5200555,alto horizonte,05,520055505,alto horizonte
31,Minas Gerais,Zona da Mata,061,Manhuaçu,53509,3153509,alto jequitibá,05,315350905,alto jequitibá
23,Ceará,Noroeste Cearense,002,Ibiapaba,05308,2305308,ibiapina,07,230530807,alto lindo
22,Piauí,Centro-Norte Piauiense,004,Campo Maior,00301,2200301,alto longá,05,220030105,alto longá
31,Minas Gerais,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,18007,3118007,congonhas,10,311800710,alto maranhão
32,Espírito Santo,Noroeste Espírito-santense,003,Colatina,00805,3200805,baixo guandu,10,320080510,alto mutum preto
32,Espírito Santo,Sul Espírito-santense,011,Alegre,03700,3203700,muniz freire,08,320370008,alto norte
51,Mato Grosso,Centro-Sul Mato-grossense,015,Alto Paraguai,00508,5100508,alto paraguai,05,510050805,alto paraguai
11,Rondônia,Leste Rondoniense,003,Ariquemes,00403,1100403,alto paraíso,05,110040305,alto paraíso
41,Paraná,Noroeste Paranaense,002,Umuarama,28625,4128625,alto paraíso,05,412862505,alto paraíso
52,Goiás,Norte Goiano,005,Chapada dos Veadeiros,00605,5200605,alto paraíso de goiás,05,520060505,alto paraíso de goiás
41,Paraná,Noroeste Paranaense,001,Paranavaí,00608,4100608,alto paraná,05,410060805,alto paraná
43,Rio Grande do Sul,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,16808,4316808,santa cruz do sul,07,431680807,alto paredão
21,Maranhão,Sul Maranhense,020,Gerais de Balsas,00501,2100501,alto parnaíba,05,210050105,alto parnaíba
31,Minas Gerais,Vale do Rio Doce,041,Aimorés,59506,3159506,santa rita do itueto,07,315950607,alto pião
41,Paraná,Noroeste Paranaense,002,Umuarama,00707,4100707,alto piquiri,05,410070705,alto piquiri
32,Espírito Santo,Central Espírito-santense,010,Guarapari,00409,3200409,anchieta,10,320040910,alto pongal
35,São Paulo,Ribeirão Preto,012,Franca,37008,3537008,pedregulho,10,353700810,alto porã
41,Paraná,Norte Central Paranaense,013,Ivaiporã,11506,4111506,ivaiporã,10,411150610,alto porã
43,Rio Grande do Sul,Noroeste Rio-grandense,010,Passo Fundo,16105,4316105,ronda alta,10,431610510,alto recreio
31,Minas Gerais,Zona da Mata,062,Viçosa,02100,3102100,alto rio doce,05,310210005,alto rio doce
32,Espírito Santo,Noroeste Espírito-santense,003,Colatina,00359,3200359,alto rio novo,05,320035905,alto rio novo
41,Paraná,Oeste Paranaense,022,Toledo,17222,4117222,nova santa rosa,10,411722210,alto santa fé
32,Espírito Santo,Central Espírito-santense,008,Santa Teresa,04609,3204609,santa teresa,10,320460910,alto santa maria
50,Mato Grosso do Sul,Leste de Mato Grosso do Sul,006,Paranaíba,06309,5006309,paranaíba,08,500630908,alto santana
23,Ceará,Jaguaribe,023,Baixo Jaguaribe,00705,2300705,alto santo,05,230070505,alto santo
50,Mato Grosso do Sul,Leste de Mato Grosso do Sul,005,Cassilândia,06275,5006275,paraíso das águas,10,500627510,alto sucuriú
51,Mato Grosso,Sudeste Mato-grossense,022,Alto Araguaia,00607,5100607,alto taquari,05,510060705,alto taquari
43,Rio Grande do Sul,Noroeste Rio-grandense,002,Três Passos,21477,4321477,tiradentes do sul,10,432147710,alto uruguai
31,Minas Gerais,Oeste de Minas,042,Piuí,68200,3168200,tapiraí,10,316820010,altolândia
41,Paraná,Noroeste Paranaense,002,Umuarama,00509,4100509,altônia,05,410050905,altônia
22,Piauí,Centro-Norte Piauiense,003,Teresina,00400,2200400,altos,05,220040005,altos
28,Sergipe,Sertão Sergipano,002,Carira,01405,2801405,carira,10,280140510,altos verdes
35,São Paulo,Macro Metropolitana Paulista,046,Sorocaba,01152,3501152,alumínio,05,350115205,alumínio
31,Minas Gerais,Norte de Minas,007,Montes Claros,18809,3118809,coração de jesus,10,311880910,alvação
13,Amazonas,Centro Amazonense,005,Tefé,00029,1300029,alvarães,05,130002905,alvarães
31,Minas Gerais,Vale do Rio Doce,041,Aimorés,02209,3102209,alvarenga,05,310220905,alvarenga
35,São Paulo,São José do Rio Preto,003,Votuporanga,01202,3501202,álvares florence,05,350120205,álvares florence
35,São Paulo,Presidente Prudente,036,Presidente Prudente,01301,3501301,álvares machado,05,350130105,álvares machado
35,São Paulo,Marília,038,Marília,01400,3501400,álvaro de carvalho,05,350140005,álvaro de carvalho
35,São Paulo,Marília,038,Marília,01509,3501509,alvinlândia,05,350150905,alvinlândia
31,Minas Gerais,Metropolitana de Belo Horizonte,031,Itabira,02308,3102308,alvinópolis,05,310230805,alvinópolis
15,Pará,Sudoeste Paraense,015,Altamira,08159,1508159,uruará,10,150815910,alvorada
17,Tocantins,Ocidental do Tocantins,005,Gurupi,00707,1700707,alvorada,05,170070705,alvorada
31,Minas Gerais,Zona da Mata,063,Muriaé,13305,3113305,carangola,10,311330510,alvorada
43,Rio Grande do Sul,Metropolitana de Porto Alegre,026,Porto Alegre,00604,4300604,alvorada,05,430060405,alvorada
11,Rondônia,Leste Rondoniense,005,Alvorada D'Oeste,00346,1100346,alvorada d'oeste,05,110034605,alvorada d'oeste
31,Minas Gerais,Metropolitana de Belo Horizonte,028,Conceição do Mato Dentro,02407,3102407,alvorada de minas,05,310240705,alvorada de minas
22,Piauí,Sudoeste Piauiense,010,Alto Médio Gurguéia,00459,2200459,alvorada do gurguéia,05,220045905,alvorada do gurguéia
41,Paraná,Oeste Paranaense,024,Foz do Iguaçu,08304,4108304,foz do iguaçu,10,410830410,alvorada do iguaçu
52,Goiás,Leste Goiano,011,Vão do Paranã,00803,5200803,alvorada do norte,05,520080305,alvorada do norte
41,Paraná,Norte Central Paranaense,007,Porecatu,00806,4100806,alvorada do sul,05,410080605,alvorada do sul
35,São Paulo,Marília,038,Marília,29005,3529005,marília,10,352900510,amadeu amaral
29,Bahia,Metropolitana de Salvador,019,Catu,21005,2921005,mata de são joão,15,292100515,amado bahia
14,Roraima,Norte de Roraima,001,Boa Vista,00027,1400027,amajari,05,140002705,amajari
50,Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,010,Dourados,00609,5000609,amambai,05,500060905,amambai
23,Ceará,Noroeste Cearense,006,Ipu,11702,2311702,reriutaba,10,231170210,amanaiara
23,Ceará,Metropolitana de Fortaleza,016,Fortaleza,07700,2307700,maranguape,10,230770010,amanari
31,Minas Gerais,Metropolitana de Belo Horizonte,027,Sete Lagoas,05004,3105004,baldim,10,310500410,amanda
35,São Paulo,Araçatuba,016,Andradina,30102,3530102,mirandópolis,10,353010210,amandaba
50,Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,011,Iguatemi,04700,5004700,ivinhema,10,500470010,amandina
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,018,Uberlândia,03504,3103504,araguari,10,310350410,amanhece
29,Bahia,Vale São-Franciscano da Bahia,004,Juazeiro,30204,2930204,sento sé,10,293020410,amaniú
23,Ceará,Centro-Sul Cearense,028,Lavras da Mangabeira,07502,2307502,lavras da mangabeira,10,230750210,amaniutuba
16,Amapá,Norte do Amapá,002,Amapá,00105,1600105,amapá,05,160010505,amapá
21,Maranhão,Oeste Maranhense,007,Gurupi,00550,2100550,amapá do maranhão,05,210055005,amapá do maranhão
41,Paraná,Noroeste Paranaense,001,Paranavaí,00905,4100905,amaporã,05,410090505,amaporã
26,Pernambuco,Mata Pernambucana,015,Mata Meridional Pernambucana,00906,2600906,amaraji,05,260090605,amaraji
43,Rio Grande do Sul,Sudeste Rio-grandense,032,Serras de Sudeste,00638,4300638,amaral ferrador,05,430063805,amaral ferrador
52,Goiás,Norte Goiano,004,Porangatu,00829,5200829,amaralina,05,520082905,amaralina
22,Piauí,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,00509,2200509,amarante,05,220050905,amarante
21,Maranhão,Oeste Maranhense,009,Imperatriz,00600,2100600,amarante do maranhão,05,210060005,amarante do maranhão
31,Minas Gerais,Metropolitana de Belo Horizonte,033,Ouro Preto,46107,3146107,ouro preto,10,314610710,amarantina
23,Ceará,Noroeste Cearense,001,Litoral de Camocim e Acaraú,02602,2302602,camocim,10,230260210,amarelas
29,Bahia,Centro Sul Baiano,024,Jequié,01007,2901007,amargosa,05,290100705,amargosa
23,Ceará,Sul Cearense,029,Chapada do Araripe,01604,2301604,assaré,10,230160410,amaro
13,Amazonas,Centro Amazonense,009,Itacoatiara,01902,1301902,itacoatiara,10,130190210,amatari
13,Amazonas,Sudoeste Amazonense,003,Alto Solimões,00060,1300060,amaturá,05,130006005,amaturá
26,Pernambuco,Agreste Pernambucano,010,Médio Capibaribe,04908,2604908,cumaru,10,260490810,ameixas
29,Bahia,Metropolitana de Salvador,019,Catu,01106,2901106,amélia rodrigues,05,290110605,amélia rodrigues
35,São Paulo,Presidente Prudente,036,Presidente Prudente,41406,3541406,presidente prudente,10,354140610,ameliópolis
23,Ceará,Noroeste Cearense,006,Ipu,05902,2305902,ipueiras,10,230590210,américa
29,Bahia,Centro Norte Baiano,009,Irecê,01155,2901155,américa dourada,05,290115505,américa dourada
35,São Paulo,Campinas,032,Campinas,01608,3501608,americana,05,350160805,americana
15,Pará,Metropolitana de Belém,008,Castanhal,06500,1506500,santa izabel do pará,10,150650010,americano
52,Goiás,Centro Goiano,009,Anicuns,00852,5200852,americano do brasil,05,520085205,americano do brasil
29,Bahia,Vale São-Franciscano da Bahia,004,Juazeiro,30204,2930204,sento sé,15,293020415,américo alves
35,São Paulo,Araraquara,024,Araraquara,01707,3501707,américo brasiliense,05,350170705,américo brasiliense
35,São Paulo,São José do Rio Preto,003,Votuporanga,01806,3501806,américo de campos,05,350180605,américo de campos
43,Rio Grande do Sul,Noroeste Rio-grandense,003,Frederico Westphalen,00646,4300646,ametista do sul,05,430064605,ametista do sul
50,Mato Grosso do Sul,Pantanais Sul Mato-grossense,001,Baixo Pantanal,03207,5003207,corumbá,15,500320715,amolar
23,Ceará,Norte Cearense,008,Itapipoca,00754,2300754,amontada,05,230075405,amontada
43,Rio Grande do Sul,Centro Oriental Rio-grandense,021,Lajeado-Estrela,21303,4321303,taquari,07,432130307,amoras
41,Paraná,Norte Pioneiro Paranaense,017,Ibaiti,09708,4109708,ibaiti,10,410970810,amorinha
52,Goiás,Centro Goiano,008,Iporá,00902,5200902,amorinópolis,05,520090205,amorinópolis
25,Paraíba,Borborema,010,Cariri Ocidental,00734,2500734,amparo,05,250073405,amparo
33,Rio de Janeiro,Centro Fluminense,007,Nova Friburgo,03401,3303401,nova friburgo,10,330340110,amparo
35,São Paulo,Campinas,033,Amparo,01905,3501905,amparo,05,350190505,amparo
28,Sergipe,Leste Sergipano,007,Propriá,00100,2800100,amparo de são francisco,05,280010005,amparo de são francisco
31,Minas Gerais,Zona da Mata,062,Viçosa,02506,3102506,amparo do serra,05,310250605,amparo do serra
31,Minas Gerais,Norte de Minas,005,Salinas,56502,3156502,rubelita,10,315650210,amparo do sítio
41,Paraná,Sudoeste Paranaense,025,Capanema,01002,4101002,ampére,05,410100205,ampére
35,São Paulo,Litoral Sul Paulista,056,Itanhaém,23305,3523305,itariri,10,352330510,ana dias
27,Alagoas,Leste Alagoano,012,São Miguel dos Campos,00201,2700201,anadia,05,270020105,anadia
29,Bahia,Centro Sul Baiano,028,Vitória da Conquista,01205,2901205,anagé,05,290120505,anagé
41,Paraná,Oeste Paranaense,023,Cascavel,01051,4101051,anahy,05,410105105,anahy
15,Pará,Marajó,005,Furos de Breves,00701,1500701,anajás,05,150070105,anajás
21,Maranhão,Norte Maranhense,005,Baixada Maranhense,00709,2100709,anajatuba,05,210070905,anajatuba
35,São Paulo,Araraquara,025,São Carlos,02002,3502002,analândia,05,350200205,analândia
13,Amazonas,Centro Amazonense,006,Coari,00086,1300086,anamã,05,130008605,anamã
17,Tocantins,Ocidental do Tocantins,001,Bico do Papagaio,01002,1701002,ananás,05,170100205,ananás
15,Pará,Metropolitana de Belém,007,Belém,00800,1500800,ananindeua,05,150080005,ananindeua
35,São Paulo,Marília,037,Tupã,19204,3519204,iacri,10,351920410,anápolis
52,Goiás,Centro Goiano,007,Anápolis,01108,5201108,anápolis,05,520110805,anápolis
15,Pará,Sudoeste Paraense,015,Altamira,00859,1500859,anapu,05,150085905,anapu
21,Maranhão,Leste Maranhense,014,Chapadinha,00808,2100808,anapurus,05,210080805,anapurus
50,Mato Grosso do Sul,Pantanais Sul Mato-grossense,002,Aquidauana,00708,5000708,anastácio,05,500070805,anastácio
23,Ceará,Sul Cearense,031,Barro,08104,2308104,mauriti,10,230810410,anauá
16,Amapá,Sul do Amapá,003,Macapá,00600,1600600,santana,07,160060007,anauerapucu
50,Mato Grosso do Sul,Leste de Mato Grosso do Sul,008,Nova Andradina,00807,5000807,anaurilândia,05,500080705,anaurilândia
32,Espírito Santo,Central Espírito-santense,010,Guarapari,00409,3200409,anchieta,05,320040905,anchieta
42,Santa Catarina,Oeste Catarinense,001,São Miguel do Oeste,00804,4200804,anchieta,05,420080405,anchieta
29,Bahia,Centro Sul Baiano,023,Seabra,01304,2901304,andaraí,05,290130405,andaraí
41,Paraná,Norte Pioneiro Paranaense,015,Cornélio Procópio,01101,4101101,andirá,05,410110105,andirá
31,Minas Gerais,Metropolitana de Belo Horizonte,030,Belo Horizonte,24104,3124104,esmeraldas,10,312410410,andiroba
29,Bahia,Centro Norte Baiano,008,Senhor do Bonfim,01353,2901353,andorinha,05,290135305,andorinha
31,Minas Gerais,Sul/Sudoeste de Minas,051,Poços de Caldas,02605,3102605,andradas,05,310260505,andradas
33,Rio de Janeiro,Metropolitana do Rio de Janeiro,014,Vassouras,06206,3306206,vassouras,10,330620610,andrade pinto
35,São Paulo,Araçatuba,016,Andradina,02101,3502101,andradina,05,350210105,andradina
43,Rio Grande do Sul,Nordeste Rio-grandense,014,Guaporé,00661,4300661,andré da rocha,05,430066105,andré da rocha
31,Minas Gerais,Sul/Sudoeste de Minas,055,Andrelândia,02803,3102803,andrelândia,05,310280305,andrelândia
31,Minas Gerais,Central Mineira,024,Três Marias,69356,3169356,três marias,10,316935610,andrequicé
27,Alagoas,Leste Alagoano,008,Serrana dos Quilombos,09400,2709400,viçosa,10,270940010,anel
35,São Paulo,Itapetininga,042,Itapetininga,02200,3502200,angatuba,05,350220005,angatuba
31,Minas Gerais,Zona da Mata,066,Cataguases,54101,3154101,recreio,10,315410110,angaturama
31,Minas Gerais,Jequitinhonha,011,Capelinha,02852,3102852,angelândia,05,310285205,angelândia
50,Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,011,Iguatemi,00856,5000856,angélica,05,500085605,angélica
26,Pernambuco,Agreste Pernambucano,011,Garanhuns,01003,2601003,angelim,05,260100305,angelim
42,Santa Catarina,Grande Florianópolis,015,Tijucas,00903,4200903,angelina,05,420090305,angelina
32,Espírito Santo,Noroeste Espírito-santense,003,Colatina,01506,3201506,colatina,10,320150610,ângelo frechiani
29,Bahia,Extremo Oeste Baiano,002,Cotegipe,01403,2901403,angical,05,290140305,angical
29,Bahia,Centro Norte Baiano,009,Irecê,14604,2914604,irecê,25,291460425,angical
22,Piauí,Centro-Norte Piauiense,005,Médio Parnaíba Piauiense,00608,2200608,angical do piauí,05,220060805,angical do piauí
17,Tocantins,Ocidental do Tocantins,001,Bico do Papagaio,01051,1701051,angico,05,170105105,angico
29,Bahia,Centro Norte Baiano,011,Itaberaba,20106,2920106,mairi,10,292010610,angico
24,Rio Grande do Norte,Central Potiguar,009,Angicos,00802,2400802,angicos,05,240080205,angicos
31,Minas Gerais,Norte de Minas,007,Montes Claros,08602,3108602,brasília de minas,10,310860210,angicos de minas
33,Rio de Janeiro,Sul Fluminense,013,Baía da Ilha Grande,00100,3300100,angra dos reis,05,330010005,angra dos reis
29,Bahia,Centro Norte Baiano,012,Feira de Santana,01502,2901502,anguera,05,290150205,anguera
31,Minas Gerais,Central Mineira,025,Curvelo,20904,3120904,curvelo,10,312090410,angueretá
41,Paraná,Norte Central Paranaense,006,Astorga,01150,4101150,ângulo,05,410115005,ângulo
31,Minas Gerais,Zona da Mata,066,Cataguases,01508,3101508,além paraíba,10,310150810,angustura
