ibge7,mun,nome_meso,abacaxi,alho,amendoim,azeitona,batata_inglesa,cafe_arab,cana,ervilha,feijao,girassol,laranja,marmelo,sorgo,tomate
3123403,Doresópolis,Oeste de Minas,0,0,0,0,0,207,3024,0,28,0,0,0,0,0
3123502,Douradoquara,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,810,0,0,0,0,0,0,0
3123528,Durandé,Zona da Mata,0,0,0,0,0,6010,574,0,9,0,0,0,0,0
3123601,Elói Mendes,Sul/Sudoeste de Minas,0,0,0,0,0,10980,1600,0,248,0,8,0,84,0
3123700,Engenheiro Caldas,Vale do Rio Doce,0,0,0,0,0,0,0,0,2,0,10,0,0,140
3123809,Engenheiro Navarro,Norte de Minas,0,0,0,0,0,0,3720,0,216,0,5,0,36,0
3123858,Entre Folhas,Vale do Rio Doce,0,0,1,0,0,343,300,0,8,0,9,0,0,0
3123908,Entre Rios de Minas,Metropolitana de Belo Horizonte,0,0,0,0,0,365,1184,0,300,0,0,0,0,0
3124005,Ervália,Zona da Mata,0,0,4,0,0,7800,3768,0,1864,0,0,0,0,1200
3124104,Esmeraldas,Metropolitana de Belo Horizonte,0,0,0,0,0,91,7200,0,7,0,0,0,0,490
3124203,Espera Feliz,Zona da Mata,0,0,6,0,0,11880,120,0,280,0,34,0,0,0
3124302,Espinosa,Norte de Minas,0,0,5,0,0,0,1440,0,156,0,120,0,122,30
3124401,Espírito Santo do Dourado,Sul/Sudoeste de Minas,0,0,0,0,9936,560,0,0,18,0,0,0,0,0
3124500,Estiva,Sul/Sudoeste de Minas,0,0,0,0,360,5,0,0,15,0,0,0,0,450
3124609,Estrela Dalva,Zona da Mata,0,0,0,0,0,0,1380,0,4,0,0,0,0,0
3124708,Estrela do Indaiá,Central Mineira,0,0,0,0,2600,252,2880,0,365,0,0,0,0,0
3124807,Estrela do Sul,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,5060,10440,0,390,192,0,0,216,1400
3124906,Eugenópolis,Zona da Mata,0,0,0,0,0,1500,3515,0,31,0,0,0,0,0
3125002,Ewbank da Câmara,Zona da Mata,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3125101,Extrema,Sul/Sudoeste de Minas,0,0,0,3,330,4,0,25,15,0,0,0,0,54
3125200,Fama,Sul/Sudoeste de Minas,0,0,0,0,0,1584,0,0,89,0,0,0,0,0
3125309,Faria Lemos,Zona da Mata,0,0,0,0,0,690,500,0,6,0,0,0,0,0
3125408,Felício dos Santos,Jequitinhonha,10,0,4,0,0,300,1200,0,50,0,10,0,0,0
3125507,São Gonçalo do Rio Preto,Jequitinhonha,0,0,0,0,0,143,1200,0,14,0,0,0,0,0
3125606,Felisburgo,Jequitinhonha,0,0,0,0,0,18,300,0,105,0,0,0,0,0
3125705,Felixlândia,Central Mineira,15,0,0,0,0,0,7500,0,254,0,0,0,0,140
3125804,Fernandes Tourinho,Vale do Rio Doce,0,0,0,0,0,0,450,0,12,0,0,0,0,82
3125903,Ferros,Metropolitana de Belo Horizonte,0,0,4,0,0,32,21400,0,138,0,0,0,0,0
3125952,Fervedouro,Zona da Mata,0,0,0,0,0,5010,300,0,118,0,22,0,0,30
3126000,Florestal,Metropolitana de Belo Horizonte,0,0,0,0,0,0,1400,0,1,0,0,0,0,420
3126109,Formiga,Oeste de Minas,0,0,0,0,3700,4680,2378,0,1620,0,0,0,0,990
3126208,Formoso,Noroeste de Minas,0,0,0,0,0,514,2410,0,6390,0,12064,0,420,0
3126307,Fortaleza de Minas,Sul/Sudoeste de Minas,0,0,0,0,0,1248,13447,0,3,0,6528,0,0,880
3126406,Fortuna de Minas,Metropolitana de Belo Horizonte,0,0,0,0,0,0,572,0,4,0,0,0,0,0
3126505,Francisco Badaró,Jequitinhonha,0,6,2,0,0,0,1110,0,66,0,24,0,0,0
3126604,Francisco Dumont,Norte de Minas,0,3,0,0,0,480,3900,0,26,0,15,0,363,0
3126703,Francisco Sá,Norte de Minas,0,180,1,0,0,2,3850,0,300,0,0,0,140,0
3126752,Franciscópolis,Vale do Mucuri,30,0,3,0,0,14,5550,0,125,0,13,0,0,0
3126802,Frei Gaspar,Vale do Mucuri,0,0,0,0,0,15,2906,0,20,0,6,0,50,180
3126901,Frei Inocêncio,Vale do Rio Doce,0,0,0,0,0,0,0,0,6,0,0,0,0,0
3126950,Frei Lagonegro,Vale do Rio Doce,0,0,0,0,0,8,1970,0,45,0,0,0,0,0
3127008,Fronteira,Triângulo Mineiro/Alto Paranaíba,12720,0,0,0,0,0,41250,0,11,0,0,0,0,0
3127057,Fronteira dos Vales,Vale do Mucuri,0,0,0,0,0,0,1139,0,7,0,0,0,0,0
3127073,Fruta de Leite,Norte de Minas,0,0,11,0,0,4,2278,0,120,0,9,0,0,0
3127107,Frutal,Triângulo Mineiro/Alto Paranaíba,60000,0,3230,0,0,0,5017792,0,65,0,122500,0,15600,0
3127206,Funilândia,Metropolitana de Belo Horizonte,0,0,0,0,0,0,900,0,26,0,0,0,0,0
3127305,Galiléia,Vale do Rio Doce,0,0,0,0,0,0,2450,0,2,0,0,0,15,0
3127339,Gameleiras,Norte de Minas,0,0,0,0,0,0,0,0,63,0,0,0,9,0
3127354,Glaucilândia,Norte de Minas,0,0,0,0,0,0,1380,0,20,0,0,0,24,0
3127370,Goiabeira,Vale do Rio Doce,0,0,0,0,0,0,3500,0,1,0,0,0,0,0
3127388,Goianá,Zona da Mata,0,0,0,0,0,0,120,0,11,0,3,0,0,0
3127404,Gonçalves,Sul/Sudoeste de Minas,0,0,0,8,200,0,70,3,12,0,10,0,0,130
3127503,Gonzaga,Vale do Rio Doce,0,0,0,0,0,4,210,0,42,0,0,0,0,0
3127602,Gouveia,Jequitinhonha,0,90,0,0,0,0,420,0,26,0,15,0,0,30
3127701,Governador Valadares,Vale do Rio Doce,0,0,0,0,0,4,6660,0,77,0,0,0,0,0
3127800,Grão Mogol,Norte de Minas,90,0,10,0,0,28,1850,0,145,0,180,0,0,0
3127909,Grupiara,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3128006,Guanhães,Vale do Rio Doce,0,0,3,0,0,8,2420,0,66,0,12,0,0,0
3128105,Guapé,Sul/Sudoeste de Minas,0,0,0,0,0,12672,5600,0,855,0,0,0,0,0
3128204,Guaraciaba,Zona da Mata,0,0,5,0,25,154,6600,0,420,0,0,0,0,0
3128253,Guaraciama,Norte de Minas,0,3,2,0,0,0,900,0,8,0,0,0,0,0
3128303,Guaranésia,Sul/Sudoeste de Minas,0,0,0,0,1443,4675,9000,0,347,0,15,0,0,0
3128402,Guarani,Zona da Mata,0,0,0,0,0,128,60,0,48,0,0,0,0,0
3128501,Guarará,Zona da Mata,0,0,0,0,0,29,1020,0,12,0,16,0,0,75
3128600,Guarda-Mor,Noroeste de Minas,0,360,0,0,600,326,150,0,22200,0,0,0,11900,0
3128709,Guaxupé,Sul/Sudoeste de Minas,0,0,0,0,0,6860,2200,0,95,0,0,0,0,0
3128808,Guidoval,Zona da Mata,0,0,0,0,0,0,532,0,11,0,52,0,0,400
3128907,Guimarânia,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,2630,160,0,0,0,214,0,4775,3600
3129004,Guiricema,Zona da Mata,0,0,0,0,0,381,3840,0,36,0,0,0,0,210
3129103,Gurinhatã,Triângulo Mineiro/Alto Paranaíba,15,0,0,0,0,0,584800,0,4,0,8908,0,0,0
3129202,Heliodora,Sul/Sudoeste de Minas,0,0,0,0,1000,3790,900,0,2,0,0,0,0,0
3129301,Iapu,Vale do Rio Doce,0,0,3,0,0,192,2300,0,14,0,0,0,0,2100
3129400,Ibertioga,Campo das Vertentes,0,0,0,0,150,0,350,0,1694,0,0,0,0,52
3129509,Ibiá,Triângulo Mineiro/Alto Paranaíba,0,1545,0,0,13100,8820,1750,0,8150,0,1300,0,5100,55
3129608,Ibiaí,Norte de Minas,0,0,0,0,0,0,740,0,62,0,0,0,0,0
3129657,Ibiracatu,Norte de Minas,0,0,0,0,0,0,1180,0,6,0,0,0,0,0
3129707,Ibiraci,Sul/Sudoeste de Minas,0,0,0,0,0,18050,183,0,5,0,13072,0,960,2520
3129806,Ibirité,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3129905,Ibitiúra de Minas,Sul/Sudoeste de Minas,0,0,0,0,0,1910,0,0,0,0,0,0,0,43
3130002,Ibituruna,Oeste de Minas,0,0,0,0,0,761,2930,0,1,0,0,0,0,0
3130051,Icaraí de Minas,Norte de Minas,0,0,2,0,0,0,5610,0,36,0,0,0,180,0
3130101,Igarapé,Metropolitana de Belo Horizonte,0,0,0,0,0,13,1000,0,2,0,30,0,0,1600
3130200,Igaratinga,Oeste de Minas,0,0,0,0,0,0,150,0,2,0,0,0,0,0
3130309,Iguatama,Oeste de Minas,0,0,0,0,0,0,238140,0,351,0,0,0,0,0
3130408,Ijaci,Campo das Vertentes,0,0,0,0,0,125,192,0,7,0,0,0,0,0
3130507,Ilicínea,Sul/Sudoeste de Minas,0,0,0,0,0,7968,0,0,1260,0,0,0,0,0
3130556,Imbé de Minas,Vale do Rio Doce,0,0,0,0,0,3360,84,0,66,0,221,0,0,1250
3130606,Inconfidentes,Sul/Sudoeste de Minas,0,33,0,0,18,1980,145,0,200,0,52,0,0,710
3130655,Indaiabira,Norte de Minas,0,0,2,0,0,250,7680,0,294,0,0,0,0,482
3130705,Indianópolis,Triângulo Mineiro/Alto Paranaíba,0,600,0,0,2275,7330,1116,0,1,432,0,0,19110,2200
3130804,Ingaí,Campo das Vertentes,0,0,0,0,0,934,0,0,520,0,0,0,0,3850
3130903,Inhapim,Vale do Rio Doce,0,0,6,0,0,3834,1884,0,75,0,166,0,0,2700
3131000,Inhaúma,Metropolitana de Belo Horizonte,0,0,0,0,0,0,800,0,2,0,0,0,0,0
3131109,Inimutaba,Central Mineira,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3131158,Ipaba,Vale do Rio Doce,0,0,0,0,0,0,117,0,3,0,0,0,0,0
3131208,Ipanema,Vale do Rio Doce,0,0,0,0,0,0,560,0,53,0,188,0,0,0
3131307,Ipatinga,Vale do Rio Doce,0,0,0,0,0,3,37,0,1,0,0,0,0,0
3131406,Ipiaçu,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,297700,0,0,0,0,0,11876,0
3131505,Ipuiúna,Sul/Sudoeste de Minas,0,0,0,0,17380,0,0,0,90,0,0,0,0,0
3131604,Iraí de Minas,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,16800,244,0,0,396,0,0,0,275,0
3131703,Itabira,Metropolitana de Belo Horizonte,0,0,2,0,0,3,4900,0,12,0,16,0,0,0
3131802,Itabirinha,Vale do Rio Doce,0,0,1,0,0,42,390,0,60,0,30,0,0,0
3131901,Itabirito,Metropolitana de Belo Horizonte,0,0,0,0,0,0,1100,0,16,0,10,0,0,0
3132008,Itacambira,Norte de Minas,15,6,8,0,0,171,990,0,84,0,27,0,0,0
3132107,Itacarambi,Norte de Minas,0,0,0,0,0,0,1221,0,315,0,0,0,0,0
3132206,Itaguara,Metropolitana de Belo Horizonte,0,0,0,0,0,0,27840,0,38,0,0,0,0,1200
3132305,Itaipé,Vale do Mucuri,23,0,4,0,0,421,4500,0,86,0,26,0,0,0
3132404,Itajubá,Sul/Sudoeste de Minas,0,0,0,0,230,35,950,0,8,0,18,0,0,200
3132503,Itamarandiba,Jequitinhonha,36,9,6,0,0,757,16500,0,184,0,15,0,0,280
3132602,Itamarati de Minas,Zona da Mata,0,0,0,0,0,120,1720,0,3,0,0,0,0,0
3132701,Itambacuri,Vale do Rio Doce,30,0,2,0,0,84,6860,0,79,0,55,0,0,0
3132800,Itambé do Mato Dentro,Metropolitana de Belo Horizonte,0,0,0,0,0,0,600,0,5,0,0,0,0,0
3132909,Itamogi,Sul/Sudoeste de Minas,0,0,0,0,0,11360,43024,0,0,0,0,0,0,0
3133006,Itamonte,Sul/Sudoeste de Minas,0,0,0,0,1080,0,1400,0,216,0,0,0,0,0
3133105,Itanhandu,Sul/Sudoeste de Minas,0,0,0,8,0,0,135,0,18,0,50,0,0,35
3133204,Itanhomi,Vale do Rio Doce,0,0,0,0,0,270,51,0,30,0,51,0,0,0
3133303,Itaobim,Jequitinhonha,0,0,0,0,0,0,1058,0,63,0,0,0,0,0
3133402,Itapagipe,Triângulo Mineiro/Alto Paranaíba,9000,0,0,0,0,105,1318400,0,0,0,3125,0,0,0
3133501,Itapecerica,Oeste de Minas,0,0,0,0,0,530,44800,0,171,0,904,0,0,60
3133600,Itapeva,Sul/Sudoeste de Minas,0,0,0,1,2250,0,0,2,5,0,0,0,0,0
3133709,Itatiaiuçu,Metropolitana de Belo Horizonte,0,0,0,0,0,0,1040,0,6,0,0,0,0,280
3133758,Itaú de Minas,Sul/Sudoeste de Minas,0,0,0,0,0,10,27168,0,183,0,0,0,0,0
3133808,Itaúna,Oeste de Minas,0,0,0,0,0,0,360,0,15,0,0,0,0,320
3133907,Itaverava,Metropolitana de Belo Horizonte,0,0,0,0,1960,0,3680,0,50,0,0,0,0,0
3134004,Itinga,Jequitinhonha,0,0,0,0,0,0,3648,0,164,0,12,0,0,0
3134103,Itueta,Vale do Rio Doce,0,0,0,0,0,451,864,0,64,0,240,0,0,300
3134202,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,200,0,0,0,0,2,1690000,0,32,0,11944,0,21000,0
3134301,Itumirim,Campo das Vertentes,0,0,0,0,0,450,1305,0,102,0,0,0,0,0
3134400,Iturama,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,2171700,0,0,0,0,0,0,0
3134509,Itutinga,Campo das Vertentes,0,0,0,0,0,150,0,0,1278,0,0,0,0,0
3134608,Jaboticatubas,Metropolitana de Belo Horizonte,200,22,1,0,0,0,12600,0,30,0,1000,0,0,540
3134707,Jacinto,Jequitinhonha,15,0,0,0,0,0,0,0,3,0,0,0,0,0
3134806,Jacuí,Sul/Sudoeste de Minas,0,0,0,0,0,4720,720,0,9,0,0,0,0,1960
3134905,Jacutinga,Sul/Sudoeste de Minas,0,0,0,0,0,5362,2460,0,39,0,0,0,0,1018
3135001,Jaguaraçu,Vale do Rio Doce,0,0,0,0,0,0,366,0,1,0,0,0,0,0
3135050,Jaíba,Norte de Minas,0,0,20,0,0,38,750500,0,544,0,888,0,90,48613
3135076,Jampruca,Vale do Rio Doce,0,0,0,0,0,0,494,0,8,0,0,0,0,0
3135100,Janaúba,Norte de Minas,0,0,3,0,0,0,1760,0,108,0,115,0,40,30
3135209,Januária,Norte de Minas,0,0,0,0,0,0,12500,0,390,0,7,0,280,0
3135308,Japaraíba,Central Mineira,0,0,0,0,0,0,423242,0,4,0,0,0,0,40
3135357,Japonvar,Norte de Minas,0,0,1,0,0,0,405,0,35,0,5,0,348,0
3135407,Jeceaba,Metropolitana de Belo Horizonte,0,0,0,0,0,2,1200,0,54,0,0,0,0,0
3135456,Jenipapo de Minas,Jequitinhonha,0,0,3,0,0,0,600,0,33,0,5,0,0,0
3135506,Jequeri,Zona da Mata,0,0,0,0,0,1933,48360,0,91,0,0,0,0,0
3135605,Jequitaí,Norte de Minas,0,0,0,0,0,0,2500,0,894,0,0,0,15,0
3135704,Jequitibá,Metropolitana de Belo Horizonte,0,0,0,0,0,0,15030,0,45,0,0,0,0,2500
3135803,Jequitinhonha,Jequitinhonha,0,0,0,0,0,23,6050,0,105,0,24,0,0,30
3135902,Jesuânia,Sul/Sudoeste de Minas,0,0,0,0,0,2270,320,0,2,0,0,0,0,0
3136009,Joaíma,Jequitinhonha,0,0,0,0,0,0,1175,0,56,0,0,0,0,0
3136108,Joanésia,Vale do Rio Doce,0,0,6,0,0,0,2500,0,28,0,7,0,0,0
3136207,João Monlevade,Metropolitana de Belo Horizonte,0,0,0,0,0,0,337,0,2,0,0,0,0,0
3136306,João Pinheiro,Noroeste de Minas,18,0,0,0,0,1510,1813066,0,11218,0,420,0,750,0
3136405,Joaquim Felício,Central Mineira,0,0,0,0,0,0,4960,0,21,0,8,0,59,0
3136504,Jordânia,Jequitinhonha,0,0,0,0,0,0,1500,0,70,0,0,0,0,0
3136520,José Gonçalves de Minas,Jequitinhonha,250,0,2,0,0,54,2400,0,36,0,5,0,0,0
3136553,José Raydan,Vale do Rio Doce,0,0,0,0,0,0,3500,0,26,0,0,0,0,750
3136579,Josenópolis,Norte de Minas,15,0,1,0,0,0,240,0,62,0,3,0,0,0
3136603,Nova União,Metropolitana de Belo Horizonte,0,0,0,0,0,55,2220,0,21,0,0,0,0,0
3136652,Juatuba,Metropolitana de Belo Horizonte,0,0,0,0,0,0,300,0,0,0,0,0,0,44
3136702,Juiz de Fora,Zona da Mata,0,0,0,0,0,9,1740,0,66,0,7,0,0,42
3136801,Juramento,Norte de Minas,0,11,0,0,0,0,420,0,48,0,0,0,0,0
3136900,Juruaia,Sul/Sudoeste de Minas,0,0,0,0,0,6760,3560,0,22,0,0,0,0,0
3136959,Juvenília,Norte de Minas,0,0,0,0,0,0,20,0,51,0,0,0,2,6000
3137007,Ladainha,Vale do Mucuri,206,0,22,0,0,137,10200,0,615,0,58,0,6,0
3137106,Lagamar,Noroeste de Minas,180,0,0,0,0,18,520,0,2295,0,0,0,200,0
3137205,Lagoa da Prata,Central Mineira,0,0,0,0,0,0,709485,0,3,0,0,0,0,0
3137304,Lagoa dos Patos,Norte de Minas,0,0,0,0,0,0,120,0,35,0,0,0,18,0
3137403,Lagoa Dourada,Campo das Vertentes,0,48,0,0,0,107,280,0,5805,0,0,0,0,9720
3137502,Lagoa Formosa,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,1360,231,0,1200,0,675,0,9918,8200
3137536,Lagoa Grande,Noroeste de Minas,0,0,0,0,0,273,3120,0,1866,0,0,0,0,10000
3137601,Lagoa Santa,Metropolitana de Belo Horizonte,80,0,0,0,0,0,756,0,4,0,1200,0,0,0
3137700,Lajinha,Zona da Mata,0,0,1,0,0,9600,420,0,128,0,30,0,0,300
3137809,Lambari,Sul/Sudoeste de Minas,0,0,0,0,0,6520,70,0,4,0,0,0,0,0
3137908,Lamim,Zona da Mata,0,0,0,0,0,36,4500,0,67,0,0,0,0,0
3138005,Laranjal,Zona da Mata,0,0,0,0,0,0,60,0,5,0,0,0,0,0
3138104,Lassance,Norte de Minas,0,0,0,0,0,0,5500,0,212,0,3710,0,0,0
3138203,Lavras,Campo das Vertentes,0,0,0,0,0,7275,2070,0,380,0,88,0,0,36
3138302,Leandro Ferreira,Central Mineira,0,0,0,0,0,0,320,0,19,0,0,0,0,0
3138351,Leme do Prado,Jequitinhonha,69,0,4,0,0,0,1824,0,7,0,8,0,0,0
3138401,Leopoldina,Zona da Mata,0,0,0,0,0,9,23360,0,37,0,18,0,0,0
3138500,Liberdade,Sul/Sudoeste de Minas,0,0,0,0,105,0,820,0,15,0,0,0,0,0
3138609,Lima Duarte,Zona da Mata,0,0,0,0,0,0,504,0,62,0,0,0,0,0
3138625,Limeira do Oeste,Triângulo Mineiro/Alto Paranaíba,120,0,0,0,0,0,1971008,0,0,0,0,0,0,0
3138658,Lontra,Norte de Minas,0,0,0,0,0,0,500,0,14,0,0,0,0,0
3138674,Luisburgo,Zona da Mata,0,0,0,0,0,8874,210,0,126,0,0,0,0,150
3138682,Luislândia,Norte de Minas,0,0,0,0,0,0,1260,0,74,0,4,0,7,0
3138708,Luminárias,Campo das Vertentes,0,0,0,0,0,3700,333,0,2740,0,0,0,0,430
3138807,Luz,Central Mineira,60,0,0,0,0,63,1205400,0,500,0,15,0,0,0
3138906,Machacalis,Vale do Mucuri,0,0,0,0,0,0,775,0,3,0,0,0,0,0
3139003,Machado,Sul/Sudoeste de Minas,0,0,0,0,1810,27600,28000,0,900,0,40,0,0,960
3139102,Madre de Deus de Minas,Campo das Vertentes,0,0,0,0,0,0,183,0,11250,0,10075,0,0,0
3139201,Malacacheta,Vale do Mucuri,16,3,5,0,0,148,1720,0,218,0,10,0,0,143
3139250,Mamonas,Norte de Minas,0,6,0,0,0,0,158,0,20,0,0,0,35,0
3139300,Manga,Norte de Minas,0,9,0,0,0,0,1320,12,130,0,0,0,0,0
3139409,Manhuaçu,Zona da Mata,0,0,0,0,0,26274,64,0,189,0,0,0,0,425
3139508,Manhumirim,Zona da Mata,0,0,0,0,0,9203,0,0,18,0,0,0,0,0
3139607,Mantena,Vale do Rio Doce,0,0,0,0,0,150,8160,0,30,0,0,0,0,0
3139706,Maravilhas,Metropolitana de Belo Horizonte,0,0,0,0,0,0,920,0,5,0,6,0,0,6650
3139805,Mar de Espanha,Zona da Mata,0,0,0,0,0,92,6468,0,66,0,15,0,0,0
3139904,Maria da Fé,Sul/Sudoeste de Minas,0,0,0,22,11720,146,3000,2,26,0,24,0,0,310
3140001,Mariana,Metropolitana de Belo Horizonte,0,0,0,0,0,50,1284,0,14,0,30,0,0,0
3140100,Marilac,Vale do Rio Doce,0,0,0,0,0,0,1300,0,44,0,0,0,56,3000
3140159,Mário Campos,Metropolitana de Belo Horizonte,0,30,0,0,0,0,30,0,1,0,0,0,0,0
3140209,Maripá de Minas,Zona da Mata,0,0,0,0,0,0,938,0,17,0,10,0,0,0
3140308,Marliéria,Vale do Rio Doce,0,0,0,0,0,3,1715,0,3,0,0,0,0,0
3140407,Marmelópolis,Sul/Sudoeste de Minas,0,0,0,0,80,0,120,0,5,0,0,8,0,440
3140506,Martinho Campos,Central Mineira,0,280,0,0,0,0,2000,0,453,0,0,0,857,0
3140530,Martins Soares,Zona da Mata,0,0,0,0,0,6900,0,0,21,0,0,0,0,0
3140555,Mata Verde,Jequitinhonha,0,0,0,0,0,330,60,0,8,0,0,0,0,0
3140605,Materlândia,Vale do Rio Doce,0,0,0,0,0,1,1306,0,84,0,6,0,0,0
3140704,Mateus Leme,Metropolitana de Belo Horizonte,0,0,5,0,0,29,1500,0,9,0,0,0,0,1250
3140803,Matias Barbosa,Zona da Mata,0,0,0,0,0,0,648,0,30,0,0,0,0,0
3140852,Matias Cardoso,Norte de Minas,0,0,55,0,0,0,30200,0,225,0,672,0,70,9900
3140902,Matipó,Zona da Mata,0,0,1,0,0,4090,1024,0,92,0,0,0,0,30
3141009,Mato Verde,Norte de Minas,0,0,0,0,0,0,90,0,29,0,0,0,178,0
3141108,Matozinhos,Metropolitana de Belo Horizonte,0,0,0,0,0,0,1150,0,18,0,0,0,0,0
3141207,Matutina,Triângulo Mineiro/Alto Paranaíba,0,30,0,0,120,280,0,0,97,0,0,0,0,0
3141306,Medeiros,Oeste de Minas,0,0,0,0,120,4798,46847,0,6290,0,9400,0,0,0
3141405,Medina,Jequitinhonha,0,0,0,0,0,0,1995,0,59,0,10,0,0,180
3141504,Mendes Pimentel,Vale do Rio Doce,0,0,2,0,0,0,1600,0,9,0,0,0,0,0
3141603,Mercês,Zona da Mata,0,0,0,0,0,12,2010,0,100,0,0,0,0,0
3141702,Mesquita,Vale do Rio Doce,0,0,8,0,0,0,1260,0,23,0,12,0,0,0
3141801,Minas Novas,Jequitinhonha,46,13,15,0,0,244,7020,4,168,0,150,0,0,82
3141900,Minduri,Sul/Sudoeste de Minas,0,0,0,0,0,3,490,0,506,0,0,0,0,0
3142007,Mirabela,Norte de Minas,0,0,0,0,0,0,2500,0,53,0,0,0,0,0
3142106,Miradouro,Zona da Mata,0,0,0,0,0,2014,1475,0,111,0,0,0,0,0
3142205,Miraí,Zona da Mata,0,0,0,0,0,398,2700,0,9,0,21,0,0,50
3142254,Miravânia,Norte de Minas,0,0,0,0,0,0,1350,0,15,0,0,0,0,0
3142304,Moeda,Metropolitana de Belo Horizonte,0,0,0,0,0,4,310,0,54,0,0,0,0,0
3142403,Moema,Central Mineira,0,0,0,0,0,0,63048,0,0,0,0,0,0,0
3142502,Monjolos,Central Mineira,0,0,0,0,0,0,2280,0,2,0,0,0,0,0
3142601,Monsenhor Paulo,Sul/Sudoeste de Minas,0,0,0,0,450,3440,768,0,84,0,0,0,0,0
3142700,Montalvânia,Norte de Minas,0,0,0,0,0,0,1250,0,105,0,0,0,0,3510
3142809,Monte Alegre de Minas,Triângulo Mineiro/Alto Paranaíba,54000,0,0,0,0,307,739200,0,1738,2100,54000,0,7500,0
3142908,Monte Azul,Norte de Minas,0,3,3,0,0,0,105,0,150,0,16,0,114,30
3143005,Monte Belo,Sul/Sudoeste de Minas,0,0,0,0,0,9460,436990,0,128,0,0,0,0,0
3143104,Monte Carmelo,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,22430,960,0,875,139,0,0,12120,240
3143153,Monte Formoso,Jequitinhonha,0,0,0,0,0,20,600,0,20,0,0,0,0,0
3143203,Monte Santo de Minas,Sul/Sudoeste de Minas,0,0,0,0,2000,10690,90525,0,300,0,3240,0,0,1400
3143302,Montes Claros,Norte de Minas,0,18,0,0,0,0,13200,0,582,0,36,0,357,380
3143401,Monte Sião,Sul/Sudoeste de Minas,0,0,0,0,0,2040,57600,0,5,0,56,0,0,0
3143450,Montezuma,Norte de Minas,0,0,0,0,0,0,1800,0,54,0,3,0,0,0
3143500,Morada Nova de Minas,Central Mineira,30,0,0,0,180,0,450,0,2400,0,0,0,720,0
3143609,Morro da Garça,Central Mineira,0,0,0,0,0,0,1450,0,3,0,0,0,0,0
3143708,Morro do Pilar,Metropolitana de Belo Horizonte,0,0,0,0,0,0,6620,0,15,0,0,0,0,0
3143807,Munhoz,Sul/Sudoeste de Minas,0,0,0,0,16480,20,174,14,53,0,0,0,0,486
3143906,Muriaé,Zona da Mata,0,0,5,0,0,1050,3500,0,96,0,7,0,100,0
3144003,Mutum,Vale do Rio Doce,0,0,0,0,0,9931,2592,0,207,0,420,0,0,350
3144102,Muzambinho,Sul/Sudoeste de Minas,0,0,0,0,0,11000,600,0,90,0,0,0,0,51
3144201,Nacip Raydan,Vale do Rio Doce,0,0,0,0,0,0,30,0,9,0,0,0,0,0
3144300,Nanuque,Vale do Mucuri,0,0,0,0,0,0,45300,0,2,0,0,0,0,0
3144359,Naque,Vale do Rio Doce,0,0,0,0,0,0,1910,0,4,0,0,0,0,0
3144375,Natalândia,Noroeste de Minas,0,0,0,0,0,0,2952,0,273,0,0,0,21,0
3144409,Natércia,Sul/Sudoeste de Minas,0,0,0,0,0,2030,240,0,5,0,0,0,0,0
3144508,Nazareno,Campo das Vertentes,0,0,0,0,0,1733,100,0,423,0,0,0,0,0
3144607,Nepomuceno,Campo das Vertentes,0,0,0,0,0,15690,250,0,522,0,17,0,0,0
3144656,Ninheira,Norte de Minas,0,0,0,0,0,2060,630,0,45,0,0,0,0,0
3144672,Nova Belém,Vale do Rio Doce,0,0,0,0,0,480,30,0,12,0,20,0,0,0
3144706,Nova Era,Metropolitana de Belo Horizonte,0,0,0,0,0,5,2700,0,10,0,0,0,0,0
3144805,Nova Lima,Metropolitana de Belo Horizonte,0,0,0,0,0,1,0,0,2,0,5,0,0,0
3144904,Nova Módica,Vale do Rio Doce,30,0,0,0,0,0,73,0,2,0,0,0,0,0
3145000,Nova Ponte,Triângulo Mineiro/Alto Paranaíba,0,180,0,0,5680,274,617500,122,2220,0,0,0,12600,0
3145059,Nova Porteirinha,Norte de Minas,0,36,0,0,210,3,1800,0,120,0,6,0,0,110
3145109,Nova Resende,Sul/Sudoeste de Minas,0,0,0,0,2650,23550,208,0,270,0,1700,0,0,0
3145208,Nova Serrana,Oeste de Minas,0,0,0,0,0,0,260,0,1,0,0,0,0,0
3145307,Novo Cruzeiro,Jequitinhonha,16,24,32,0,0,625,34000,0,310,0,27,0,0,0
3145356,Novo Oriente de Minas,Vale do Mucuri,0,0,0,0,0,0,1542,0,13,0,0,0,0,0
