mun,nome_mun,nome_micro,nome_meso,sigla_uf,algodao,arroz,banana,cafe,cana,feijao,fumo,laranja,mandioca,milho,soja,tomate
3203007,Iúna,Alegre,Sul Espírito-santense,ES,0,0,420,24000,540,292,0,80,150,774,0,3500
3203056,Jaguaré,São Mateus,Litoral Norte Espírito-santense,ES,0,0,500,0,0,50,0,274,360,20,0,0
3203106,Jerônimo Monteiro,Cachoeiro de Itapemirim,Sul Espírito-santense,ES,0,0,0,356,0,2,0,2700,60,36,0,0
3203130,João Neiva,Linhares,Litoral Norte Espírito-santense,ES,0,0,155,43,3296,21,0,0,540,38,0,0
3203163,Laranja da Terra,Afonso Cláudio,Central Espírito-santense,ES,0,10,35000,105,0,160,0,42,180,95,0,5200
3203205,Linhares,Linhares,Litoral Norte Espírito-santense,ES,0,0,38651,0,664826,112,0,1800,9000,651,0,0
3203304,Mantenópolis,Barra de São Francisco,Noroeste Espírito-santense,ES,0,87,400,8010,150,20,0,196,0,75,0,1500
3203320,Marataízes,Itapemirim,Sul Espírito-santense,ES,0,0,13,0,54631,0,0,0,4950,0,0,0
3203346,Marechal Floriano,Afonso Cláudio,Central Espírito-santense,ES,0,0,15000,3947,213,168,0,360,1200,184,0,2159
3203353,Marilândia,Colatina,Noroeste Espírito-santense,ES,0,0,3660,0,2000,60,0,0,350,30,0,0
3203403,Mimoso do Sul,Cachoeiro de Itapemirim,Sul Espírito-santense,ES,0,0,6330,7338,0,36,0,215,980,90,0,0
3203502,Montanha,Montanha,Litoral Norte Espírito-santense,ES,0,0,5000,0,180948,20,0,0,6180,20,0,300
3203601,Mucurici,Montanha,Litoral Norte Espírito-santense,ES,0,0,45,0,0,2,0,0,1356,5540,0,45
3203700,Muniz Freire,Alegre,Sul Espírito-santense,ES,0,0,1800,14340,0,365,0,216,1500,1000,0,21600
3203809,Muqui,Cachoeiro de Itapemirim,Sul Espírito-santense,ES,0,0,121,604,0,62,0,48,180,345,0,126
3203908,Nova Venécia,Nova Venécia,Noroeste Espírito-santense,ES,0,150,700,0,4655,36,0,255,1400,150,0,165
3204005,Pancas,Colatina,Noroeste Espírito-santense,ES,0,8,3720,0,135,104,0,0,320,90,0,0
3204054,Pedro Canário,São Mateus,Litoral Norte Espírito-santense,ES,0,0,800,0,259030,35,0,0,1800,182,0,0
3204104,Pinheiros,Montanha,Litoral Norte Espírito-santense,ES,0,0,4400,0,506021,1175,0,120,6360,3000,0,180
3204203,Piúma,Guarapari,Central Espírito-santense,ES,0,0,50,0,0,7,0,0,100,21,0,0
3204252,Ponto Belo,Montanha,Litoral Norte Espírito-santense,ES,0,0,107,0,0,0,0,0,4320,0,0,0
3204302,Presidente Kennedy,Itapemirim,Sul Espírito-santense,ES,0,10,250,0,16389,32,0,210,7500,109,0,525
3204351,Rio Bananal,Linhares,Litoral Norte Espírito-santense,ES,0,0,1500,0,3750,180,0,0,713,270,0,0
3204401,Rio Novo do Sul,Guarapari,Central Espírito-santense,ES,0,0,16506,405,300,12,0,360,900,180,0,0
3204500,Santa Leopoldina,Santa Teresa,Central Espírito-santense,ES,0,0,17897,719,1000,216,0,750,8050,210,0,2700
3204559,Santa Maria de Jetibá,Santa Teresa,Central Espírito-santense,ES,0,0,1568,2016,0,2552,0,210,4500,8000,0,19800
3204609,Santa Teresa,Santa Teresa,Central Espírito-santense,ES,0,0,5760,5700,16000,170,0,300,300,153,0,8400
3204658,São Domingos do Norte,Colatina,Noroeste Espírito-santense,ES,0,3,400,0,225,48,0,1332,240,50,0,0
3204708,São Gabriel da Palha,Nova Venécia,Noroeste Espírito-santense,ES,0,0,560,0,900,57,0,60,200,84,0,0
3204807,São José do Calçado,Cachoeiro de Itapemirim,Sul Espírito-santense,ES,0,0,800,1986,0,39,0,391,750,400,0,0
3204906,São Mateus,São Mateus,Litoral Norte Espírito-santense,ES,0,0,3750,0,156718,63,0,0,4400,140,0,120
3204955,São Roque do Canaã,Santa Teresa,Central Espírito-santense,ES,0,0,6300,900,20500,8,0,21,74,80,0,1600
3205002,Serra,Vitória,Central Espírito-santense,ES,0,0,78,0,0,0,0,200,375,0,0,0
3205010,Sooretama,Linhares,Litoral Norte Espírito-santense,ES,0,0,1044,0,1200,120,0,575,2700,50,0,1200
3205036,Vargem Alta,Cachoeiro de Itapemirim,Sul Espírito-santense,ES,0,0,6080,4860,144,78,0,340,120,168,0,2500
3205069,Venda Nova do Imigrante,Afonso Cláudio,Central Espírito-santense,ES,0,0,528,3720,360,45,0,48,72,176,0,12000
3205101,Viana,Vitória,Central Espírito-santense,ES,0,0,12600,44,4260,20,0,640,1524,9,0,0
3205150,Vila Pavão,Nova Venécia,Noroeste Espírito-santense,ES,0,0,845,0,700,10,0,0,480,15,0,0
3205176,Vila Valério,Nova Venécia,Noroeste Espírito-santense,ES,0,0,160,0,0,128,0,48,500,200,0,0
3205200,Vila Velha,Vitória,Central Espírito-santense,ES,0,0,0,0,6000,0,0,0,160,18,0,0
3205309,Vitória,Vitória,Central Espírito-santense,ES,0,0,0,0,0,0,0,0,0,0,0,0
3300100,Angra dos Reis,Baía da Ilha Grande,Sul Fluminense,RJ,0,0,807,0,533,0,0,0,368,0,0,0
3300159,Aperibé,Santo Antônio de Pádua,Noroeste Fluminense,RJ,0,6,0,0,0,4,0,0,150,20,0,120
3300209,Araruama,Lagos,Baixadas,RJ,0,0,0,0,193320,0,0,23555,1306,0,0,0
3300225,Areal,Três Rios,Centro Fluminense,RJ,0,0,54,0,0,0,0,0,80,0,0,0
3300233,Armação dos Búzios,Lagos,Baixadas,RJ,0,0,35,0,0,0,0,0,30,0,0,0
3300308,Barra do Piraí,Barra do Piraí,Sul Fluminense,RJ,0,0,58,4,3555,4,0,0,61,14,0,0
3300407,Barra Mansa,Vale do Paraíba Fluminense,Sul Fluminense,RJ,0,0,14,1,6600,3,0,0,130,52,0,40
3300456,Belford Roxo,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,0,0,0,0,0,0,0,0,0,0
3300506,Bom Jardim,Nova Friburgo,Centro Fluminense,RJ,0,0,1012,2009,0,137,0,71,1362,555,0,12675
3300605,Bom Jesus do Itabapoana,Itaperuna,Noroeste Fluminense,RJ,0,0,120,876,0,19,0,864,70,225,0,770
3300704,Cabo Frio,Lagos,Baixadas,RJ,0,0,89,0,98000,5,0,50,132,0,0,0
3300803,Cachoeiras de Macacu,Macacu-Caceribu,Metropolitana do Rio de Janeiro,RJ,0,0,1020,0,0,8,0,450,14000,0,0,0
3300902,Cambuci,Santo Antônio de Pádua,Noroeste Fluminense,RJ,0,24,630,8,0,17,0,26,840,40,0,18000
3300936,Carapebus,Macaé,Norte Fluminense,RJ,0,0,0,0,0,9,0,180,219,46,0,0
3300951,Comendador Levy Gasparian,Três Rios,Centro Fluminense,RJ,0,0,54,0,0,0,0,0,51,0,0,0
3301009,Campos dos Goytacazes,Campos dos Goytacazes,Norte Fluminense,RJ,0,0,550,23,1200000,0,0,115,2590,0,0,200
3301108,Cantagalo,Cantagalo-Cordeiro,Centro Fluminense,RJ,0,28,50,0,0,9,0,120,180,32,0,100
3301157,Cardoso Moreira,Campos dos Goytacazes,Norte Fluminense,RJ,0,0,0,0,60000,0,0,0,400,0,0,0
3301207,Carmo,Cantagalo-Cordeiro,Centro Fluminense,RJ,0,0,108,0,0,5,0,0,133,0,0,399
3301306,Casimiro de Abreu,Bacia de São João,Baixadas,RJ,0,0,2035,0,450,17,0,600,2200,69,0,0
3301405,Conceição de Macabu,Macaé,Norte Fluminense,RJ,0,0,295,71,810,0,0,0,660,0,0,0
3301504,Cordeiro,Cantagalo-Cordeiro,Centro Fluminense,RJ,0,0,65,0,0,0,0,0,450,80,0,600
3301603,Duas Barras,Nova Friburgo,Centro Fluminense,RJ,0,0,1425,682,0,37,0,878,990,14,0,3575
3301702,Duque de Caxias,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,1000,0,5650,0,0,0,4500,0,0,0
3301801,Engenheiro Paulo de Frontin,Vassouras,Metropolitana do Rio de Janeiro,RJ,0,0,618,0,218,0,0,0,0,0,0,0
3301850,Guapimirim,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,1000,0,0,3,0,0,4500,0,0,0
3301876,Iguaba Grande,Lagos,Baixadas,RJ,0,0,90,0,0,0,0,130,238,0,0,0
3301900,Itaboraí,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,190,0,0,2,0,518,504,9,0,0
3302007,Itaguaí,Itaguaí,Metropolitana do Rio de Janeiro,RJ,0,0,2877,0,358,0,0,0,2100,0,0,0
3302056,Italva,Itaperuna,Noroeste Fluminense,RJ,0,90,250,0,21000,49,0,0,400,84,0,3619
3302106,Itaocara,Santo Antônio de Pádua,Noroeste Fluminense,RJ,0,0,50,0,12000,10,0,0,300,200,0,3000
3302205,Itaperuna,Itaperuna,Noroeste Fluminense,RJ,0,45,66,12,0,14,0,0,250,325,0,2850
3302254,Itatiaia,Vale do Paraíba Fluminense,Sul Fluminense,RJ,0,0,0,0,0,0,0,0,0,0,0,0
3302270,Japeri,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,1508,0,1276,0,0,57,2401,0,0,0
3302304,Laje do Muriaé,Itaperuna,Noroeste Fluminense,RJ,0,0,65,0,0,0,0,0,75,0,0,0
3302403,Macaé,Macaé,Norte Fluminense,RJ,0,153,1980,0,1000,225,0,0,400,2207,0,0
3302452,Macuco,Cantagalo-Cordeiro,Centro Fluminense,RJ,0,0,0,0,0,2,0,0,40,0,0,0
3302502,Magé,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,855,0,3850,16,0,0,5040,32,0,0
3302601,Mangaratiba,Itaguaí,Metropolitana do Rio de Janeiro,RJ,0,0,20736,0,259,0,0,0,384,0,0,0
3302700,Maricá,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,400,0,0,0,0,0,315,0,0,0
3302809,Mendes,Vassouras,Metropolitana do Rio de Janeiro,RJ,0,0,65,0,0,0,0,0,50,0,0,0
3302858,Mesquita,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,0,0,0,0,0,0,0,0,0,0
3302908,Miguel Pereira,Vassouras,Metropolitana do Rio de Janeiro,RJ,0,0,235,0,0,0,0,0,122,0,0,0
3303005,Miracema,Santo Antônio de Pádua,Noroeste Fluminense,RJ,0,0,353,0,0,8,0,0,273,65,0,2187
3303104,Natividade,Itaperuna,Noroeste Fluminense,RJ,0,0,10,34,0,9,0,504,91,0,0,320
3303302,Niterói,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,0,0,0,0,0,0,0,0,0,0
3303401,Nova Friburgo,Nova Friburgo,Centro Fluminense,RJ,0,0,1890,0,0,10,0,24,752,0,0,18200
3303500,Nova Iguaçu,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,1672,0,372,0,0,0,3257,0,0,0
3303609,Paracambi,Vassouras,Metropolitana do Rio de Janeiro,RJ,0,0,798,0,419,0,0,0,318,0,0,0
3303708,Paraíba do Sul,Três Rios,Centro Fluminense,RJ,0,0,106,23,587,14,0,0,250,43,0,4727
3303807,Paraty,Baía da Ilha Grande,Sul Fluminense,RJ,0,0,3522,0,1020,0,0,0,750,0,0,0
3303856,Paty do Alferes,Vassouras,Metropolitana do Rio de Janeiro,RJ,0,0,66,0,0,3,0,0,240,33,0,13903
3303906,Petrópolis,Serrana,Metropolitana do Rio de Janeiro,RJ,0,0,178,0,0,0,0,0,205,0,0,804
3303955,Pinheiral,Vale do Paraíba Fluminense,Sul Fluminense,RJ,0,0,750,0,200,7,0,0,110,0,0,0
3304003,Piraí,Vale do Paraíba Fluminense,Sul Fluminense,RJ,0,0,1066,0,1200,0,0,0,180,0,0,0
3304102,Porciúncula,Itaperuna,Noroeste Fluminense,RJ,0,0,166,7500,240,18,0,2500,50,70,0,840
3304110,Porto Real,Vale do Paraíba Fluminense,Sul Fluminense,RJ,0,0,0,0,0,60,0,0,140,240,0,0
3304128,Quatis,Vale do Paraíba Fluminense,Sul Fluminense,RJ,0,0,28,0,3300,6,0,0,272,11,0,150
3304144,Queimados,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,301,0,189,0,0,0,1154,0,0,0
3304151,Quissamã,Macaé,Norte Fluminense,RJ,0,0,0,0,16500,84,0,24,4200,152,0,0
3304201,Resende,Vale do Paraíba Fluminense,Sul Fluminense,RJ,0,0,0,0,500,0,0,0,0,0,0,0
3304300,Rio Bonito,Macacu-Caceribu,Metropolitana do Rio de Janeiro,RJ,0,0,1873,0,672,15,0,13924,3720,20,0,0
3304409,Rio Claro,Vale do Paraíba Fluminense,Sul Fluminense,RJ,0,0,2300,0,5400,53,0,0,80,24,0,225
3304508,Rio das Flores,Barra do Piraí,Sul Fluminense,RJ,0,0,0,0,0,0,0,0,125,0,0,0
3304524,Rio das Ostras,Bacia de São João,Baixadas,RJ,0,0,200,0,0,49,0,0,290,10,0,0
3304557,Rio de Janeiro,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,3258,0,230,0,0,0,17008,0,0,0
3304607,Santa Maria Madalena,Santa Maria Madalena,Centro Fluminense,RJ,0,0,1157,0,304,39,0,80,206,19,0,0
3304706,Santo Antônio de Pádua,Santo Antônio de Pádua,Noroeste Fluminense,RJ,0,0,108,0,0,12,0,0,0,132,0,2034
3304755,São Francisco de Itabapoana,Campos dos Goytacazes,Norte Fluminense,RJ,0,0,200,0,560000,120,0,0,39000,0,0,0
3304805,São Fidélis,Campos dos Goytacazes,Norte Fluminense,RJ,0,0,146,0,7025,0,0,0,0,0,0,1060
3304904,São Gonçalo,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,170,0,2300,0,0,440,750,0,0,0
3305000,São João da Barra,Campos dos Goytacazes,Norte Fluminense,RJ,0,0,60,0,750,0,0,0,700,0,0,0
3305133,São José de Ubá,Santo Antônio de Pádua,Noroeste Fluminense,RJ,0,18,0,0,0,12,0,200,75,250,0,24500
3305158,São José do Vale do Rio Preto,Serrana,Metropolitana do Rio de Janeiro,RJ,0,0,130,1404,0,0,0,0,450,0,0,6780
3305208,São Pedro da Aldeia,Lagos,Baixadas,RJ,0,0,200,0,24000,0,0,812,2240,0,0,0
3305307,São Sebastião do Alto,Santa Maria Madalena,Centro Fluminense,RJ,0,0,0,0,0,8,0,0,300,0,0,11400
3305406,Sapucaia,Três Rios,Centro Fluminense,RJ,0,0,60,0,875,0,0,0,250,0,0,5400
3305505,Saquarema,Lagos,Baixadas,RJ,0,0,2164,0,160,0,0,315,621,0,0,0
3305554,Seropédica,Itaguaí,Metropolitana do Rio de Janeiro,RJ,0,0,3403,0,2567,0,0,0,1352,0,0,0
3305604,Silva Jardim,Bacia de São João,Baixadas,RJ,0,5,5600,0,1395,10,0,1208,2835,59,0,0
3305703,Sumidouro,Nova Friburgo,Centro Fluminense,RJ,0,0,2040,0,0,0,0,180,960,0,0,4550
3305752,Tanguá,Rio de Janeiro,Metropolitana do Rio de Janeiro,RJ,0,0,112,0,36,2,0,7813,2466,6,0,120
3305802,Teresópolis,Serrana,Metropolitana do Rio de Janeiro,RJ,0,0,0,0,0,0,0,0,0,0,0,2556
3305901,Trajano de Moraes,Santa Maria Madalena,Centro Fluminense,RJ,0,0,1859,63,0,26,0,0,1314,30,0,2160
3306008,Três Rios,Três Rios,Centro Fluminense,RJ,0,0,44,2,304,0,0,0,58,0,0,0
3306107,Valença,Barra do Piraí,Sul Fluminense,RJ,0,0,67,0,0,12,0,0,0,0,0,150
3306156,Varre-Sai,Itaperuna,Noroeste Fluminense,RJ,0,0,60,6000,0,285,0,110,0,2040,0,0
3306206,Vassouras,Vassouras,Metropolitana do Rio de Janeiro,RJ,0,0,99,0,750,0,0,0,342,0,0,6258
3306305,Volta Redonda,Vale do Paraíba Fluminense,Sul Fluminense,RJ,0,0,50,0,2700,1,0,0,27,11,0,0
3500105,Adamantina,Adamantina,Presidente Prudente,SP,0,0,1080,540,910000,0,0,0,160,2100,720,601
3500204,Adolfo,São José do Rio Preto,São José do Rio Preto,SP,0,0,300,0,653940,57,0,19573,0,2679,2979,0
3500303,Aguaí,Pirassununga,Campinas,SP,0,0,2400,805,977500,1008,0,283968,3800,50376,7920,3105
3500402,Águas da Prata,São João da Boa Vista,Campinas,SP,0,0,176,984,0,120,0,0,0,2531,0,0
3500501,Águas de Lindóia,Amparo,Campinas,SP,0,0,240,420,0,2,0,312,25,348,0,86
3500550,Águas de Santa Bárbara,Avaré,Bauru,SP,0,0,0,18,350000,1404,0,199200,0,15840,24000,0
3500600,Águas de São Pedro,Piracicaba,Piracicaba,SP,0,0,0,0,0,0,0,0,0,0,0,0
3500709,Agudos,Bauru,Bauru,SP,0,0,0,0,854000,39,0,33200,1800,900,791,0
3500758,Alambari,Itapetininga,Itapetininga,SP,0,0,0,0,77600,120,0,21803,7000,3200,1500,600
3500808,Alfredo Marcondes,Presidente Prudente,Presidente Prudente,SP,0,0,0,4,0,29,0,0,1112,517,0,0
3500907,Altair,São José do Rio Preto,São José do Rio Preto,SP,0,0,0,0,3710000,0,0,137004,0,2560,1018,0
3501004,Altinópolis,Batatais,Ribeirão Preto,SP,0,0,0,11685,2137860,322,0,25290,68,9962,6912,0
3501103,Alto Alegre,Birigui,Araçatuba,SP,0,0,3400,38,768573,0,0,0,125,1245,0,0
3501152,Alumínio,Sorocaba,Macro Metropolitana Paulista,SP,0,0,15,0,1000,0,0,98,400,1200,0,50
3501202,Álvares Florence,Votuporanga,São José do Rio Preto,SP,0,5,1188,10,913826,36,0,7723,100,9552,1714,3388
3501301,Álvares Machado,Presidente Prudente,Presidente Prudente,SP,29,0,600,0,50000,0,0,286,1000,0,0,1200
3501400,Álvaro de Carvalho,Marília,Marília,SP,0,0,0,1200,0,6,0,0,120,180,0,0
3501509,Alvinlândia,Marília,Marília,SP,0,0,0,2386,0,13,0,12077,3630,1836,1080,130
3501608,Americana,Campinas,Campinas,SP,0,0,0,0,120000,0,0,0,0,0,0,0
3501707,Américo Brasiliense,Araraquara,Araraquara,SP,0,0,0,11,672000,0,0,7341,0,168,0,0
3501806,Américo de Campos,Votuporanga,São José do Rio Preto,SP,0,0,0,15,504000,0,0,9792,0,2400,927,6375
3501905,Amparo,Amparo,Campinas,SP,0,2,300,1620,136500,19,0,22896,18,4776,0,1280
3502002,Analândia,São Carlos,Araraquara,SP,0,0,230,510,782000,0,0,43982,0,2196,1795,0
3502101,Andradina,Andradina,Araçatuba,SP,0,0,200,0,2625000,134,0,0,960,5472,2100,7500
3502200,Angatuba,Itapetininga,Itapetininga,SP,825,0,1750,48,34000,6150,0,286110,450,43440,31500,350
3502309,Anhembi,Botucatu,Bauru,SP,0,0,0,0,832000,0,0,86476,30500,4920,0,0
3502408,Anhumas,Presidente Prudente,Presidente Prudente,SP,0,0,0,203,675000,55,0,0,0,2938,1272,2250
3502507,Aparecida,Guaratinguetá,Vale do Paraíba Paulista,SP,0,1716,0,0,0,0,0,0,0,0,0,0
3502606,Aparecida d'Oeste,Jales,São José do Rio Preto,SP,0,0,11000,0,128000,123,0,5351,242,756,0,0
3502705,Apiaí,Capão Bonito,Itapetininga,SP,0,6,175,0,0,60,0,210,270,36000,2700,59200
3502754,Araçariguama,Sorocaba,Macro Metropolitana Paulista,SP,0,0,15,0,0,0,0,245,300,540,0,50
3502804,Araçatuba,Araçatuba,Araçatuba,SP,0,0,4320,0,2824640,170,0,0,3456,16858,26247,0
3502903,Araçoiaba da Serra,Sorocaba,Macro Metropolitana Paulista,SP,0,0,180,1,40000,151,0,1800,4000,6650,1020,1060
3503000,Aramina,Ituverava,Ribeirão Preto,SP,0,0,0,0,960000,0,0,0,0,2485,7300,0
3503109,Arandu,Avaré,Bauru,SP,0,0,9000,1440,38500,1512,0,54400,3750,16560,17100,0
3503158,Arapeí,Bananal,Vale do Paraíba Paulista,SP,0,0,115,0,3835,15,0,115,0,108,0,0
3503208,Araraquara,Araraquara,Araraquara,SP,0,0,240,27,3040000,168,0,34514,1560,7680,3000,275
3503307,Araras,Limeira,Piracicaba,SP,0,0,0,443,2446208,0,0,45990,9807,14598,5670,0
3503356,Arco-Íris,Tupã,Marília,SP,0,0,0,38,518411,0,0,0,3648,398,0,0
3503406,Arealva,Bauru,Bauru,SP,0,0,1540,79,880000,60,0,45560,100,444,2522,130
3503505,Areias,Bananal,Vale do Paraíba Paulista,SP,0,12,408,0,1800,35,0,0,100,270,0,0
3503604,Areiópolis,Bauru,Bauru,SP,0,0,0,95,581000,0,0,0,0,252,0,0
3503703,Ariranha,Catanduva,São José do Rio Preto,SP,0,0,0,2,731000,0,0,6828,0,53,0,0
3503802,Artur Nogueira,Moji Mirim,Campinas,SP,0,0,1028,0,233001,0,0,48389,8472,14872,2,0
3503901,Arujá,Guarulhos,Metropolitana de São Paulo,SP,0,0,0,0,0,0,0,0,0,0,0,0
3503950,Aspásia,Jales,São José do Rio Preto,SP,0,0,480,0,68000,1,0,33684,25,120,0,0
3504008,Assis,Assis,Assis,SP,0,0,300,5,996880,50,0,0,3825,16500,26166,0
3504107,Atibaia,Bragança Paulista,Macro Metropolitana Paulista,SP,0,0,40,0,3500,76,0,125,640,6050,2100,405
3504206,Auriflama,Auriflama,São José do Rio Preto,SP,0,0,1200,0,490000,0,0,2850,0,2574,96,0
3504305,Avaí,Bauru,Bauru,SP,0,0,0,48,84000,0,0,120000,5808,376,0,0
3504404,Avanhandava,Birigui,Araçatuba,SP,0,0,30,32,1361800,0,0,0,0,513,1215,0
3504503,Avaré,Avaré,Bauru,SP,0,0,5130,530,707000,3367,0,344000,1620,42750,19840,0
3504602,Bady Bassitt,São José do Rio Preto,São José do Rio Preto,SP,0,0,240,0,159750,0,0,1530,714,2970,468,0
3504701,Balbinos,Bauru,Bauru,SP,0,0,0,29,417240,0,0,11424,0,84,0,0
3504800,Bálsamo,São José do Rio Preto,São José do Rio Preto,SP,0,0,0,117,462000,0,0,6732,0,600,1280,0
3504909,Bananal,Bananal,Vale do Paraíba Paulista,SP,0,0,136,0,6500,49,0,75,0,1060,0,0
3505005,Barão de Antonina,Itapeva,Itapetininga,SP,0,0,0,51,0,293,0,120,0,5948,7200,3300
3505104,Barbosa,Birigui,Araçatuba,SP,0,0,0,0,544205,0,0,0,0,693,216,0
3505203,Bariri,Jaú,Bauru,SP,0,0,0,101,1572525,48,0,61200,231,10638,5572,0
3505302,Barra Bonita,Jaú,Bauru,SP,0,0,0,7,847450,0,0,0,40,216,248,0
3505351,Barra do Chapéu,Capão Bonito,Itapetininga,SP,0,2,1,0,0,78,0,1,293,4800,0,19500
3505401,Barra do Turvo,Registro,Litoral Sul Paulista,SP,0,42,0,2,100,78,0,0,300,250,0,0
3505500,Barretos,Barretos,Ribeirão Preto,SP,0,0,291,0,5443200,288,0,186179,823,13644,15000,0
3505609,Barrinha,Ribeirão Preto,Ribeirão Preto,SP,0,0,0,0,892500,0,0,0,0,250,208,0
3505708,Barueri,Osasco,Metropolitana de São Paulo,SP,0,0,0,0,0,0,0,0,0,0,0,0
3505807,Bastos,Tupã,Marília,SP,0,0,0,0,187000,0,0,470,0,490,0,0
3505906,Batatais,Batatais,Ribeirão Preto,SP,0,26,0,3713,3842000,29,0,2040,0,8250,7980,0
3506003,Bauru,Bauru,Bauru,SP,0,0,0,5,94250,0,0,54703,500,1745,192,0
3506102,Bebedouro,Jaboticabal,Ribeirão Preto,SP,0,0,75,22,2535000,5,0,217199,192,6126,5040,0
3506201,Bento de Abreu,Araçatuba,Araçatuba,SP,0,0,0,0,1320000,0,0,0,0,2700,3600,0
3506300,Bernardino de Campos,Ourinhos,Assis,SP,0,120,0,270,400000,1290,0,0,0,17540,6000,0
3506359,Bertioga,Santos,Metropolitana de São Paulo,SP,0,0,0,0,0,0,0,0,0,0,0,0
3506409,Bilac,Birigui,Araçatuba,SP,0,0,0,168,364000,0,0,0,0,3960,2400,0
3506508,Birigui,Birigui,Araçatuba,SP,0,0,0,44,817120,0,0,0,0,17256,47574,0
3506607,Biritiba Mirim,Mogi das Cruzes,Metropolitana de São Paulo,SP,0,0,0,0,0,0,0,0,142,0,0,160
3506706,Boa Esperança do Sul,Araraquara,Araraquara,SP,0,0,112,15,2625000,0,0,220320,6000,4200,600,75
3506805,Bocaina,Jaú,Bauru,SP,0,0,0,72,1368000,0,0,12900,113,2109,3041,0
3506904,Bofete,Botucatu,Bauru,SP,0,0,0,48,7200,0,0,57528,0,936,0,0
3507001,Boituva,Tatuí,Itapetininga,SP,0,0,128,16,480000,40,0,0,85,2400,1800,0
3507100,Bom Jesus dos Perdões,Bragança Paulista,Macro Metropolitana Paulista,SP,0,0,270,0,0,0,0,0,144,120,0,0
3507159,Bom Sucesso de Itararé,Itapeva,Itapetininga,SP,0,2,0,0,0,38,0,105,72,540,0,1400
3507209,Borá,Assis,Assis,SP,0,0,0,0,357500,0,0,0,2814,176,0,0
3507308,Boracéia,Jaú,Bauru,SP,0,0,0,68,620500,6,0,532,0,315,1613,0
3507407,Borborema,Araraquara,Araraquara,SP,0,0,2420,54,2200500,6,0,31419,740,3240,1494,0
3507456,Borebi,Bauru,Bauru,SP,0,0,0,0,235484,419,0,62000,200,346,2077,0
3507506,Botucatu,Botucatu,Bauru,SP,0,207,540,594,1600000,1620,0,326400,1150,22230,6666,2028
3507605,Bragança Paulista,Bragança Paulista,Macro Metropolitana Paulista,SP,0,0,720,750,6400,219,0,1250,240,22800,1500,840
3507704,Braúna,Birigui,Araçatuba,SP,0,0,825,70,511056,0,0,0,1662,510,495,0
3507753,Brejo Alegre,Birigui,Araçatuba,SP,0,0,30,0,198000,96,0,0,88,12240,8910,62
3507803,Brodowski,Ribeirão Preto,Ribeirão Preto,SP,0,0,143,1425,935610,0,0,941,0,1800,1260,0
3507902,Brotas,Rio Claro,Piracicaba,SP,0,0,2500,420,2640000,526,0,237735,2917,8817,3869,0
3508009,Buri,Itapeva,Itapetininga,SP,900,0,0,0,0,7115,0,288000,100,88702,84021,16800
3508108,Buritama,Birigui,Araçatuba,SP,0,0,0,0,720000,552,0,0,0,1056,1128,0
3508207,Buritizal,Ituverava,Ribeirão Preto,SP,0,0,0,796,898560,0,0,0,0,2100,5280,750
3508306,Cabrália Paulista,Bauru,Bauru,SP,0,0,0,80,44000,0,0,28840,2060,91,270,45
3508405,Cabreúva,Sorocaba,Macro Metropolitana Paulista,SP,0,0,10,14,300,28,0,0,48,540,0,0
3508504,Caçapava,São José dos Campos,Vale do Paraíba Paulista,SP,0,3900,0,0,240000,90,0,0,0,0,0,0
3508603,Cachoeira Paulista,Guaratinguetá,Vale do Paraíba Paulista,SP,0,450,85,0,9900,24,0,0,0,232,0,1200
3508702,Caconde,São João da Boa Vista,Campinas,SP,0,0,300,19320,16400,162,0,0,100,3582,0,0
3508801,Cafelândia,Lins,Bauru,SP,0,0,0,373,2208793,19,0,75153,275,1738,734,4550
3508900,Caiabu,Presidente Prudente,Presidente Prudente,SP,5,2,0,0,446250,0,0,0,0,2077,0,0
3509007,Caieiras,Franco da Rocha,Metropolitana de São Paulo,SP,0,0,0,2,2,0,0,0,0,0,0,0
3509106,Caiuá,Presidente Prudente,Presidente Prudente,SP,14,0,150,0,299328,100,0,40,3000,747,0,135
3509205,Cajamar,Osasco,Metropolitana de São Paulo,SP,0,0,5,0,0,0,0,0,2,0,0,0
3509254,Cajati,Registro,Litoral Sul Paulista,SP,0,0,126000,0,60,6,0,0,320,63,0,0
3509304,Cajobi,Catanduva,São José do Rio Preto,SP,0,0,0,0,640000,0,0,74553,0,234,313,140
3509403,Cajuru,Batatais,Ribeirão Preto,SP,0,0,100,3204,873000,0,0,7956,300,1200,0,287
