mun,nome_mun,nome_micro,nome_meso,sigla_uf,algodao,arroz,banana,cafe,cana,feijao,fumo,laranja,mandioca,milho,soja,tomate
1101450,Parecis,Vilhena,Leste Rondoniense,RO,0,15,186,0,0,30,0,60,1980,1350,3540,0
1101468,Pimenteiras do Oeste,Colorado do Oeste,Leste Rondoniense,RO,0,9000,152,0,120,0,0,45,592,66007,113100,0
1101476,Primavera de Rondônia,Vilhena,Leste Rondoniense,RO,0,264,384,0,1600,31,0,17,1440,264,0,8
1101484,São Felipe D'Oeste,Vilhena,Leste Rondoniense,RO,0,18,1058,0,0,27,0,32,980,2580,547,140
1101492,São Francisco do Guaporé,Guajará-Mirim,Madeira-Guaporé,RO,0,4640,56,0,0,7,0,0,1575,2000,2100,0
1101500,Seringueiras,Alvorada D'Oeste,Leste Rondoniense,RO,0,1742,85,0,0,2,0,0,1020,2760,10263,22
1101559,Teixeirópolis,Ji-Paraná,Leste Rondoniense,RO,0,0,185,0,0,0,0,0,2286,96,0,576
1101609,Theobroma,Ji-Paraná,Leste Rondoniense,RO,0,14,1200,0,1625,48,0,0,24420,4537,1788,0
1101708,Urupá,Ji-Paraná,Leste Rondoniense,RO,0,2,185,0,276,3,0,0,1782,370,0,24
1101757,Vale do Anari,Ariquemes,Leste Rondoniense,RO,0,1719,850,0,50,3,0,8,9750,770,240,0
1101807,Vale do Paraíso,Ji-Paraná,Leste Rondoniense,RO,0,0,157,0,1200,1,0,9,600,90,0,30
1200013,Acrelândia,Rio Branco,Vale do Acre,AC,0,96,20720,0,560,150,0,810,13600,2600,0,0
1200054,Assis Brasil,Brasiléia,Vale do Acre,AC,0,240,2860,0,520,150,0,60,8520,1105,0,0
1200104,Brasiléia,Brasiléia,Vale do Acre,AC,0,396,2185,0,300,330,0,140,12500,4267,0,0
1200138,Bujari,Rio Branco,Vale do Acre,AC,0,70,2875,0,1300,149,0,448,25400,3300,0,0
1200179,Capixaba,Rio Branco,Vale do Acre,AC,0,182,3600,0,500,80,0,225,24000,6700,960,0
1200203,Cruzeiro do Sul,Cruzeiro do Sul,Vale do Juruá,AC,0,313,3600,0,1120,261,0,300,66500,1350,0,0
1200252,Epitaciolândia,Brasiléia,Vale do Acre,AC,0,1595,2875,0,300,121,0,150,14250,4588,0,0
1200302,Feijó,Tarauacá,Vale do Juruá,AC,0,400,6500,0,470,134,13,210,65200,6300,0,0
1200328,Jordão,Tarauacá,Vale do Juruá,AC,0,57,1400,0,78,15,0,44,11600,760,0,0
1200336,Mâncio Lima,Cruzeiro do Sul,Vale do Juruá,AC,0,165,500,0,560,253,0,56,51200,720,0,0
1200344,Manoel Urbano,Sena Madureira,Vale do Acre,AC,0,96,3850,0,375,103,0,104,7000,1027,0,0
1200351,Marechal Thaumaturgo,Cruzeiro do Sul,Vale do Juruá,AC,0,200,1430,0,650,258,90,52,48000,1225,0,0
1200385,Plácido de Castro,Rio Branco,Vale do Acre,AC,0,30,5850,0,351,30,0,1760,13900,3900,0,0
1200393,Porto Walter,Cruzeiro do Sul,Vale do Juruá,AC,0,78,1500,0,375,116,0,42,17300,340,0,0
1200401,Rio Branco,Rio Branco,Vale do Acre,AC,0,306,4800,0,980,168,0,504,28500,7100,450,0
1200427,Rodrigues Alves,Cruzeiro do Sul,Vale do Juruá,AC,0,364,660,0,390,165,0,52,51600,700,0,0
1200435,Santa Rosa do Purus,Sena Madureira,Vale do Acre,AC,0,30,1540,0,230,24,0,65,6480,384,0,0
1200450,Senador Guiomard,Rio Branco,Vale do Acre,AC,0,63,2860,0,390,60,0,390,22000,13000,0,0
1200500,Sena Madureira,Sena Madureira,Vale do Acre,AC,0,360,2200,0,390,474,33,725,56000,3900,0,0
1200609,Tarauacá,Tarauacá,Vale do Juruá,AC,0,504,9375,0,980,100,2,195,80000,5565,0,0
1200708,Xapuri,Brasiléia,Vale do Acre,AC,0,500,2000,0,750,200,0,120,18750,3000,0,0
1200807,Porto Acre,Rio Branco,Vale do Acre,AC,0,156,7500,0,420,60,0,545,25400,8800,0,0
1300029,Alvarães,Tefé,Centro Amazonense,AM,0,0,320,0,0,2,0,0,51260,5,0,0
1300060,Amaturá,Alto Solimões,Sudoeste Amazonense,AM,0,0,544,0,0,28,0,26,1500,0,0,0
1300086,Anamã,Coari,Centro Amazonense,AM,0,0,200,0,0,0,0,0,1800,90,0,0
1300102,Anori,Coari,Centro Amazonense,AM,0,0,350,0,0,20,0,0,1000,100,0,0
1300144,Apuí,Madeira,Sul Amazonense,AM,0,140,588,0,0,4,0,150,4950,1200,0,0
1300201,Atalaia do Norte,Alto Solimões,Sudoeste Amazonense,AM,0,3,2254,0,30,15,0,0,2500,30,0,0
1300300,Autazes,Manaus,Centro Amazonense,AM,0,0,2650,0,0,0,0,200,60000,145,0,0
1300409,Barcelos,Rio Negro,Norte Amazonense,AM,0,0,30,0,0,0,0,22,800,0,0,0
1300508,Barreirinha,Parintins,Centro Amazonense,AM,0,4,420,0,0,0,0,24,0,0,0,0
1300607,Benjamin Constant,Alto Solimões,Sudoeste Amazonense,AM,0,22,2250,0,120,12,0,60,2520,21,0,0
1300631,Beruri,Coari,Centro Amazonense,AM,0,0,0,0,0,0,0,0,0,0,0,0
1300680,Boa Vista do Ramos,Parintins,Centro Amazonense,AM,0,4,450,0,0,3,0,20,0,20,0,0
1300706,Boca do Acre,Boca do Acre,Sul Amazonense,AM,0,250,2200,0,0,0,0,14,1950,1160,0,0
1300805,Borba,Madeira,Sul Amazonense,AM,0,0,1000,0,0,0,0,140,8880,36,0,0
1300839,Caapiranga,Coari,Centro Amazonense,AM,0,0,960,0,0,0,0,0,2800,0,0,0
1300904,Canutama,Purus,Sul Amazonense,AM,0,0,130,0,0,9,0,0,1300,45,0,0
1301001,Carauari,Juruá,Sudoeste Amazonense,AM,0,0,256,0,300,3,0,24,7200,90,0,0
1301100,Careiro,Manaus,Centro Amazonense,AM,0,0,2912,0,0,0,0,110,6600,42,0,96
1301159,Careiro da Várzea,Manaus,Centro Amazonense,AM,0,0,540,0,0,0,0,682,1400,0,0,0
1301209,Coari,Coari,Centro Amazonense,AM,0,0,975,0,210,18,0,40,9420,156,0,48
1301308,Codajás,Coari,Centro Amazonense,AM,0,0,500,0,500,0,0,0,5200,0,0,0
1301407,Eirunepé,Juruá,Sudoeste Amazonense,AM,0,24,8650,0,14378,476,0,60,15760,1447,0,32
1301506,Envira,Juruá,Sudoeste Amazonense,AM,0,400,800,0,750,60,0,60,13800,500,0,0
1301605,Fonte Boa,Alto Solimões,Sudoeste Amazonense,AM,0,0,360,0,0,0,0,0,1620,0,0,0
1301654,Guajará,Juruá,Sudoeste Amazonense,AM,0,20,15,0,0,13,0,0,6000,48,0,0
1301704,Humaitá,Madeira,Sul Amazonense,AM,0,32,2500,21,750,45,0,90,40000,550,0,0
1301803,Ipixuna,Juruá,Sudoeste Amazonense,AM,0,72,115,0,270,14,0,0,592,153,0,0
1301852,Iranduba,Manaus,Centro Amazonense,AM,0,0,3750,0,0,0,0,4120,7380,364,0,0
1301902,Itacoatiara,Itacoatiara,Centro Amazonense,AM,0,0,1600,3,0,280,0,2000,18000,405,0,0
1301951,Itamarati,Juruá,Sudoeste Amazonense,AM,0,0,276,0,90,0,0,33,0,0,0,0
1302009,Itapiranga,Itacoatiara,Centro Amazonense,AM,0,0,450,0,0,0,0,60,3840,0,0,0
1302108,Japurá,Japurá,Norte Amazonense,AM,0,0,750,0,0,0,0,30,3630,0,0,0
1302207,Juruá,Juruá,Sudoeste Amazonense,AM,0,0,122,0,0,0,0,0,1020,22,0,0
1302306,Jutaí,Alto Solimões,Sudoeste Amazonense,AM,0,122,1250,0,0,12,0,0,10650,0,0,0
1302405,Lábrea,Purus,Sul Amazonense,AM,0,0,1750,0,0,17,0,0,2000,42,0,0
1302504,Manacapuru,Manaus,Centro Amazonense,AM,0,0,1488,0,0,0,0,7090,176520,0,0,0
1302553,Manaquiri,Manaus,Centro Amazonense,AM,0,0,1344,0,0,0,0,1530,9114,192,0,0
1302603,Manaus,Manaus,Centro Amazonense,AM,0,0,450,0,0,0,0,3680,0,0,0,0
1302702,Manicoré,Madeira,Sul Amazonense,AM,0,0,24000,0,0,0,0,351,86000,0,0,0
1302801,Maraã,Japurá,Norte Amazonense,AM,0,0,650,0,0,0,0,22,540,0,0,0
1302900,Maués,Parintins,Centro Amazonense,AM,0,0,945,0,972,0,0,90,19200,0,0,0
1303007,Nhamundá,Parintins,Centro Amazonense,AM,0,0,0,0,320,2,0,45,8400,36,0,0
1303106,Nova Olinda do Norte,Itacoatiara,Centro Amazonense,AM,0,0,850,0,0,16,0,59,18500,0,0,0
1303205,Novo Airão,Rio Negro,Norte Amazonense,AM,0,0,100,0,0,0,0,0,300,0,0,0
1303304,Novo Aripuanã,Madeira,Sul Amazonense,AM,0,0,8900,0,0,5,0,108,11500,78,0,0
1303403,Parintins,Parintins,Centro Amazonense,AM,0,24,1350,0,250,1,0,32,10104,79,0,0
1303502,Pauini,Boca do Acre,Sul Amazonense,AM,0,51,1680,0,0,100,0,15,6570,287,0,0
1303536,Presidente Figueiredo,Rio Preto da Eva,Centro Amazonense,AM,0,0,17500,0,233574,0,0,1815,12000,360,0,0
1303569,Rio Preto da Eva,Rio Preto da Eva,Centro Amazonense,AM,0,0,6000,0,0,0,0,21666,2800,0,0,0
1303601,Santa Isabel do Rio Negro,Rio Negro,Norte Amazonense,AM,0,0,120,0,0,0,0,44,320,8,0,0
1303700,Santo Antônio do Içá,Alto Solimões,Sudoeste Amazonense,AM,0,8,420,0,0,8,0,36,1440,0,0,0
1303809,São Gabriel da Cachoeira,Rio Negro,Norte Amazonense,AM,0,36,220,0,0,0,0,16,600,14,0,0
1303908,São Paulo de Olivença,Alto Solimões,Sudoeste Amazonense,AM,0,0,750,0,0,0,0,0,1630,0,0,0
1303957,São Sebastião do Uatumã,Parintins,Centro Amazonense,AM,0,0,260,0,0,24,0,0,10800,120,0,0
1304005,Silves,Itacoatiara,Centro Amazonense,AM,0,0,525,5,0,0,0,198,9000,0,0,0
1304062,Tabatinga,Alto Solimões,Sudoeste Amazonense,AM,0,12,270,0,0,0,0,22,960,24,0,16
1304104,Tapauá,Purus,Sul Amazonense,AM,0,0,1500,0,0,25,0,0,26160,42,0,0
1304203,Tefé,Tefé,Centro Amazonense,AM,0,0,595,0,0,77,0,520,99420,0,0,0
1304237,Tonantins,Alto Solimões,Sudoeste Amazonense,AM,0,0,462,0,220,6,0,19,2662,17,0,8
1304260,Uarini,Tefé,Centro Amazonense,AM,0,0,126,0,0,0,0,24,72250,22,0,0
1304302,Urucará,Parintins,Centro Amazonense,AM,0,0,450,0,0,0,0,396,5760,114,0,0
1304401,Urucurituba,Itacoatiara,Centro Amazonense,AM,0,0,400,0,0,29,0,32,1080,50,0,0
1400027,Amajari,Boa Vista,Norte de Roraima,RR,0,3330,896,0,60,0,0,120,2760,2300,0,33
1400050,Alto Alegre,Boa Vista,Norte de Roraima,RR,0,1950,1764,0,40,0,0,450,7200,5100,40600,150
1400100,Boa Vista,Boa Vista,Norte de Roraima,RR,0,2170,4900,0,220,0,0,1000,3500,5200,24360,220
1400159,Bonfim,Nordeste de Roraima,Norte de Roraima,RR,0,39000,1800,0,0,0,0,91,5500,19850,27000,715
1400175,Cantá,Nordeste de Roraima,Norte de Roraima,RR,0,3600,450,0,270,0,0,0,12000,2160,2010,350
1400209,Caracaraí,Caracaraí,Sul de Roraima,RR,0,0,1705,0,2,0,0,1350,2860,744,0,0
1400233,Caroebe,Sudeste de Roraima,Sul de Roraima,RR,0,36,28320,0,40,0,0,900,4500,0,0,0
1400282,Iracema,Caracaraí,Sul de Roraima,RR,0,13,2600,0,9,0,0,230,3500,2600,6300,0
1400308,Mucajaí,Caracaraí,Sul de Roraima,RR,0,55,4200,0,20,0,0,500,3850,4500,5510,360
1400407,Normandia,Nordeste de Roraima,Norte de Roraima,RR,0,22400,180,0,0,0,0,60,3360,204,0,0
1400456,Pacaraima,Boa Vista,Norte de Roraima,RR,0,0,3000,0,0,0,0,35,7700,0,0,0
1400472,Rorainópolis,Sudeste de Roraima,Sul de Roraima,RR,0,80,6400,0,390,0,0,11700,7200,1500,0,9
1400506,São João da Baliza,Sudeste de Roraima,Sul de Roraima,RR,0,30,11050,0,90,0,0,300,1080,400,0,0
1400605,São Luiz,Sudeste de Roraima,Sul de Roraima,RR,0,0,5670,0,0,0,0,1100,1000,90,0,0
1400704,Uiramutã,Nordeste de Roraima,Norte de Roraima,RR,0,0,420,0,80,0,0,200,9100,0,0,0
1500107,Abaetetuba,Cametá,Nordeste Paraense,PA,0,30,600,0,3000,48,0,210,30600,54,0,0
1500131,Abel Figueiredo,Paragominas,Sudeste Paraense,PA,0,375,20,0,0,6,0,0,9000,1733,180,0
1500206,Acará,Tomé-Açu,Nordeste Paraense,PA,0,42,1437,0,0,30,0,400,373809,200,0,0
1500305,Afuá,Furos de Breves,Marajó,PA,0,0,427,0,0,0,0,0,1100,0,0,0
1500347,Água Azul do Norte,Parauapebas,Sudeste Paraense,PA,0,50,1200,0,0,19,0,0,3350,23520,1800,0
1500404,Alenquer,Santarém,Baixo Amazonas,PA,0,825,4775,0,525,276,0,3999,115500,7500,0,63
1500503,Almeirim,Almeirim,Baixo Amazonas,PA,0,0,600,0,376,36,0,135,2160,143,0,0
1500602,Altamira,Altamira,Sudoeste Paraense,PA,0,4500,39630,0,1800,400,0,1855,56000,7500,6000,200
1500701,Anajás,Furos de Breves,Marajó,PA,0,0,990,0,0,0,0,0,3100,0,0,0
1500800,Ananindeua,Belém,Metropolitana de Belém,PA,0,0,120,0,0,0,0,0,0,0,0,0
1500859,Anapu,Altamira,Sudoeste Paraense,PA,0,300,9800,0,0,120,0,440,4800,1400,0,125
1500909,Augusto Corrêa,Bragantina,Nordeste Paraense,PA,0,10,40,0,60,720,0,24,25050,300,0,0
1500958,Aurora do Pará,Guamá,Nordeste Paraense,PA,0,55,0,0,0,120,0,420,75000,1287,0,0
1501006,Aveiro,Itaituba,Sudoeste Paraense,PA,0,96,2500,0,240,94,0,144,15000,520,0,0
1501105,Bagre,Portel,Marajó,PA,0,0,32,0,0,0,0,0,8200,0,0,0
1501204,Baião,Cametá,Nordeste Paraense,PA,0,23,0,0,0,0,0,0,4290,120,0,0
1501253,Bannach,São Félix do Xingu,Sudeste Paraense,PA,0,5,150,0,0,11,0,0,340,120,0,0
1501303,Barcarena,Belém,Metropolitana de Belém,PA,0,6,750,0,200,30,0,360,24800,300,0,0
1501402,Belém,Belém,Metropolitana de Belém,PA,0,0,0,0,0,0,0,0,0,0,0,0
1501451,Belterra,Santarém,Baixo Amazonas,PA,0,1125,720,0,0,58,0,80,15400,23700,41553,24
1501501,Benevides,Belém,Metropolitana de Belém,PA,0,0,0,0,0,0,0,0,0,0,0,0
1501576,Bom Jesus do Tocantins,Paragominas,Sudeste Paraense,PA,0,600,576,0,0,100,0,0,4500,4600,0,0
1501600,Bonito,Bragantina,Nordeste Paraense,PA,0,0,825,0,0,0,0,67,9750,45,0,0
1501709,Bragança,Bragantina,Nordeste Paraense,PA,0,30,300,0,60,450,0,160,75150,810,0,0
1501725,Brasil Novo,Altamira,Sudoeste Paraense,PA,0,15,8960,0,60,16,0,300,2800,1950,0,75
1501758,Brejo Grande do Araguaia,Marabá,Sudeste Paraense,PA,0,0,8400,0,0,11,0,0,724,910,0,0
1501782,Breu Branco,Tucuruí,Sudeste Paraense,PA,0,0,4950,0,0,0,0,0,5880,269,0,0
1501808,Breves,Furos de Breves,Marajó,PA,0,0,630,0,0,0,0,0,3680,0,0,0
1501907,Bujaru,Castanhal,Metropolitana de Belém,PA,0,25,70,0,0,110,0,72,17500,144,0,0
1501956,Cachoeira do Piriá,Guamá,Nordeste Paraense,PA,0,480,1500,0,0,90,0,0,18195,1260,0,0
1502004,Cachoeira do Arari,Arari,Marajó,PA,0,19300,0,0,0,0,0,0,900,0,0,0
1502103,Cametá,Cametá,Nordeste Paraense,PA,0,180,178,0,0,108,0,300,56000,120,0,0
1502152,Canaã dos Carajás,Parauapebas,Sudeste Paraense,PA,0,90,6250,0,0,30,0,0,4680,18200,0,0
1502202,Capanema,Bragantina,Nordeste Paraense,PA,0,6,84,0,0,1700,4,180,22500,300,0,0
1502301,Capitão Poço,Guamá,Nordeste Paraense,PA,0,80,2025,0,0,1400,0,126000,46500,1800,0,0
1502400,Castanhal,Castanhal,Metropolitana de Belém,PA,0,0,960,0,0,360,0,2100,81500,210,0,0
1502509,Chaves,Arari,Marajó,PA,0,0,0,0,0,0,0,0,819,0,0,0
1502608,Colares,Salgado,Nordeste Paraense,PA,0,0,30,0,0,3,0,12,3040,7,0,0
1502707,Conceição do Araguaia,Conceição do Araguaia,Sudeste Paraense,PA,0,252,500,0,0,18,0,0,4480,1440,4676,0
1502756,Concórdia do Pará,Tomé-Açu,Nordeste Paraense,PA,0,168,488,0,0,20,0,240,34800,47,0,0
1502764,Cumaru do Norte,São Félix do Xingu,Sudeste Paraense,PA,0,715,3200,0,0,76,0,0,5400,30331,20504,0
1502772,Curionópolis,Parauapebas,Sudeste Paraense,PA,0,0,2500,0,0,0,0,0,6120,7800,0,0
1502806,Curralinho,Furos de Breves,Marajó,PA,0,0,0,0,60,0,0,50,3700,36,0,0
1502855,Curuá,Santarém,Baixo Amazonas,PA,0,4,60,0,0,11,0,0,720,110,0,0
1502905,Curuçá,Salgado,Nordeste Paraense,PA,0,0,300,0,0,16,0,90,16000,48,0,0
1502939,Dom Eliseu,Paragominas,Sudeste Paraense,PA,0,18000,75,0,0,95,0,78,9000,72000,264000,0
1502954,Eldorado do Carajás,Parauapebas,Sudeste Paraense,PA,0,104,6250,0,0,20,0,24,12000,3200,0,0
1503002,Faro,Óbidos,Baixo Amazonas,PA,0,0,108,0,100,0,0,10,2000,2,0,0
1503044,Floresta do Araguaia,Conceição do Araguaia,Sudeste Paraense,PA,0,96,1045,0,0,11,0,0,15552,1500,8320,0
1503077,Garrafão do Norte,Guamá,Nordeste Paraense,PA,0,250,2250,0,0,480,0,8639,31500,800,0,0
1503093,Goianésia do Pará,Paragominas,Sudeste Paraense,PA,0,0,150,0,0,0,0,220,1800,0,0,0
1503101,Gurupá,Portel,Marajó,PA,0,150,152,0,188,12,0,150,4800,46,0,0
1503200,Igarapé-Açu,Bragantina,Nordeste Paraense,PA,0,0,550,0,500,135,0,420,45000,220,0,0
1503309,Igarapé-Miri,Cametá,Nordeste Paraense,PA,0,14,600,0,400,11,0,70,16360,24,0,0
1503408,Inhangapi,Castanhal,Metropolitana de Belém,PA,0,2,1500,0,0,6,0,36,22500,7,0,0
1503457,Ipixuna do Pará,Guamá,Nordeste Paraense,PA,0,130,0,0,0,825,0,0,67500,3500,2700,0
1503507,Irituia,Guamá,Nordeste Paraense,PA,0,13,180,0,0,242,0,3744,7200,315,0,0
1503606,Itaituba,Itaituba,Sudoeste Paraense,PA,0,80,17640,0,440,668,0,2200,20000,1470,0,90
1503705,Itupiranga,Tucuruí,Sudeste Paraense,PA,0,80,8000,0,0,40,0,0,48200,6000,0,0
1503754,Jacareacanga,Itaituba,Sudoeste Paraense,PA,0,900,2580,0,200,75,0,0,21600,56,0,0
1503804,Jacundá,Tucuruí,Sudeste Paraense,PA,0,0,82,0,0,0,0,0,2040,200,0,0
1503903,Juruti,Óbidos,Baixo Amazonas,PA,0,3,225,0,210,7,0,32,120000,12,0,0
1504000,Limoeiro do Ajuru,Cametá,Nordeste Paraense,PA,0,15,100,0,0,2,0,0,720,12,0,0
1504059,Mãe do Rio,Guamá,Nordeste Paraense,PA,0,0,0,0,0,420,0,550,9870,2720,0,0
1504109,Magalhães Barata,Salgado,Nordeste Paraense,PA,0,11,55,0,0,13,0,0,12000,45,0,0
1504208,Marabá,Marabá,Sudeste Paraense,PA,0,200,8750,0,0,60,0,12,82200,22400,1550,0
1504307,Maracanã,Salgado,Nordeste Paraense,PA,0,16,210,0,0,112,0,133,12500,120,0,0
1504406,Marapanim,Salgado,Nordeste Paraense,PA,0,12,50,0,0,70,0,40,24000,60,0,0
1504422,Marituba,Belém,Metropolitana de Belém,PA,0,0,0,0,0,0,0,0,0,0,0,0
1504455,Medicilândia,Altamira,Sudoeste Paraense,PA,0,38,42300,0,0,66,0,330,6000,3060,0,250
1504505,Melgaço,Portel,Marajó,PA,0,0,20,0,0,0,0,0,2500,0,0,0
1504604,Mocajuba,Cametá,Nordeste Paraense,PA,0,30,132,0,0,0,0,50,8400,30,0,0
1504703,Moju,Tomé-Açu,Nordeste Paraense,PA,0,160,25000,0,0,49,0,952,128000,3600,0,0
1504752,Mojuí dos Campos,Santarém,Baixo Amazonas,PA,0,750,360,0,0,75,0,160,14000,16350,61038,0
1504802,Monte Alegre,Santarém,Baixo Amazonas,PA,0,180,1680,0,360,1020,0,1040,90000,18000,0,1500
1504901,Muaná,Arari,Marajó,PA,0,0,0,0,0,9,0,0,920,90,0,0
1504950,Nova Esperança do Piriá,Guamá,Nordeste Paraense,PA,0,190,2250,0,0,293,0,650,52500,600,0,0
1504976,Nova Ipixuna,Tucuruí,Sudeste Paraense,PA,0,54,625,0,0,24,0,0,3550,1254,0,0
1505007,Nova Timboteua,Bragantina,Nordeste Paraense,PA,0,0,0,0,0,320,0,0,22500,240,0,0
1505031,Novo Progresso,Itaituba,Sudoeste Paraense,PA,0,7135,420,0,200,4,0,220,13000,3240,24000,0
1505064,Novo Repartimento,Tucuruí,Sudeste Paraense,PA,0,360,28500,0,0,59,0,0,7500,450,0,0
1505106,Óbidos,Óbidos,Baixo Amazonas,PA,0,40,1080,0,700,28,0,378,240000,1000,0,0
1505205,Oeiras do Pará,Cametá,Nordeste Paraense,PA,0,250,1250,0,0,0,0,270,43920,96,0,0
1505304,Oriximiná,Óbidos,Baixo Amazonas,PA,0,11,270,0,140,72,0,72,180000,117,0,0
1505403,Ourém,Guamá,Nordeste Paraense,PA,0,0,0,0,0,80,0,240,13500,120,0,0
1505437,Ourilândia do Norte,São Félix do Xingu,Sudeste Paraense,PA,0,8,1400,0,0,27,0,0,2750,1440,0,0
1505486,Pacajá,Altamira,Sudoeste Paraense,PA,0,450,11200,0,300,480,0,133,44000,6000,0,0
1505494,Palestina do Pará,Marabá,Sudeste Paraense,PA,0,0,3750,0,0,35,0,0,1560,581,0,0
1505502,Paragominas,Paragominas,Sudeste Paraense,PA,0,9900,1600,0,0,150,0,0,67500,49500,465000,0
1505536,Parauapebas,Parauapebas,Sudeste Paraense,PA,0,0,16250,0,0,540,0,0,45800,9150,0,1750
1505551,Pau D'Arco,Redenção,Sudeste Paraense,PA,0,0,42,0,0,4,0,0,4799,288,0,0
1505601,Peixe-Boi,Bragantina,Nordeste Paraense,PA,0,0,150,0,0,200,0,0,6500,400,0,0
1505635,Piçarra,Redenção,Sudeste Paraense,PA,0,23,560,0,0,14,0,0,17250,18600,0,0
1505650,Placas,Santarém,Baixo Amazonas,PA,0,220,13230,0,330,138,0,72,9000,2200,1755,0
1505700,Ponta de Pedras,Arari,Marajó,PA,0,0,0,0,0,18,0,0,300,20,0,0
1505809,Portel,Portel,Marajó,PA,0,0,40,0,0,0,0,60,129000,73,0,0
1505908,Porto de Moz,Almeirim,Baixo Amazonas,PA,0,163,720,0,698,24,0,90,7500,224,0,0
1506005,Prainha,Santarém,Baixo Amazonas,PA,0,498,720,0,300,0,0,1575,27000,2850,0,200
1506104,Primavera,Bragantina,Nordeste Paraense,PA,0,5,0,0,0,120,0,0,9600,250,0,0
1506112,Quatipuru,Bragantina,Nordeste Paraense,PA,0,0,0,0,0,38,0,0,4800,32,0,0
1506138,Redenção,Redenção,Sudeste Paraense,PA,0,11,243,0,0,25,0,0,8500,13908,10496,0
1506161,Rio Maria,Redenção,Sudeste Paraense,PA,0,128,253,0,0,13,0,0,720,3000,1104,0
1506187,Rondon do Pará,Paragominas,Sudeste Paraense,PA,0,351,600,0,0,16,0,0,10800,5000,150000,400
1506195,Rurópolis,Itaituba,Sudoeste Paraense,PA,0,2320,14000,0,1400,360,0,150,12750,4107,918,0
1506203,Salinópolis,Salgado,Nordeste Paraense,PA,0,15,0,0,0,160,0,0,4200,140,0,0
1506302,Salvaterra,Arari,Marajó,PA,0,3308,0,0,0,0,0,0,500,0,0,0
1506351,Santa Bárbara do Pará,Belém,Metropolitana de Belém,PA,0,25,0,0,0,0,0,0,2400,35,0,0
1506500,Santa Izabel do Pará,Castanhal,Metropolitana de Belém,PA,0,0,1000,0,0,0,0,240,560,0,0,0
1506559,Santa Luzia do Pará,Guamá,Nordeste Paraense,PA,0,14,2970,0,0,200,0,240,10625,400,0,0
1506583,Santa Maria das Barreiras,Conceição do Araguaia,Sudeste Paraense,PA,0,1500,200,0,0,80,0,0,10930,65100,96000,0
1506609,Santa Maria do Pará,Bragantina,Nordeste Paraense,PA,0,0,0,0,0,13,0,0,140000,455,0,0
1506708,Santana do Araguaia,Conceição do Araguaia,Sudeste Paraense,PA,0,6000,152,0,0,850,0,0,16000,109500,201600,0
1506807,Santarém,Santarém,Baixo Amazonas,PA,0,2400,600,0,300,270,0,1248,44000,19740,62700,240
1506906,Santarém Novo,Bragantina,Nordeste Paraense,PA,0,16,0,0,0,135,0,0,7200,80,0,0
1507003,Santo Antônio do Tauá,Castanhal,Metropolitana de Belém,PA,0,0,3600,0,0,40,0,360,4500,42,0,0
1507102,São Caetano de Odivelas,Salgado,Nordeste Paraense,PA,0,30,300,0,0,9,0,0,8400,18,0,0
1507151,São Domingos do Araguaia,Marabá,Sudeste Paraense,PA,0,0,4125,0,0,176,0,0,32200,2880,0,0
1507201,São Domingos do Capim,Guamá,Nordeste Paraense,PA,0,9,770,0,0,180,0,200,46287,256,0,0
1507300,São Félix do Xingu,São Félix do Xingu,Sudeste Paraense,PA,0,170,11520,0,0,110,0,0,38200,20491,1200,0
1507409,São Francisco do Pará,Bragantina,Nordeste Paraense,PA,0,0,600,0,1000,210,0,2700,60000,180,0,0
1507458,São Geraldo do Araguaia,Redenção,Sudeste Paraense,PA,0,0,20400,0,0,42,0,0,10300,8540,0,0
1507466,São João da Ponta,Salgado,Nordeste Paraense,PA,0,3,100,0,0,12,0,0,1300,9,0,0
1507474,São João de Pirabas,Salgado,Nordeste Paraense,PA,0,4,0,0,0,80,0,0,4200,32,0,0
1507508,São João do Araguaia,Marabá,Sudeste Paraense,PA,0,0,3125,0,0,40,0,0,6900,560,1120,0
1507607,São Miguel do Guamá,Guamá,Nordeste Paraense,PA,0,0,600,0,0,700,0,480,75000,0,0,0
1507706,São Sebastião da Boa Vista,Furos de Breves,Marajó,PA,0,0,0,0,0,0,0,0,870,0,0,0
1507755,Sapucaia,Redenção,Sudeste Paraense,PA,0,0,180,0,0,0,0,0,320,3069,0,0
1507805,Senador José Porfírio,Altamira,Sudoeste Paraense,PA,0,75,7000,0,240,216,0,375,7000,3000,0,0
1507904,Soure,Arari,Marajó,PA,0,0,0,0,0,0,0,0,0,0,0,0
1507953,Tailândia,Tomé-Açu,Nordeste Paraense,PA,0,729,6000,0,0,108,0,0,16000,54756,28440,0
1507961,Terra Alta,Salgado,Nordeste Paraense,PA,0,0,100,0,0,3,0,150,1120,4,0,0
1507979,Terra Santa,Óbidos,Baixo Amazonas,PA,0,0,80,0,80,0,0,48,624,7,0,0
1508001,Tomé-Açu,Tomé-Açu,Nordeste Paraense,PA,0,200,660,0,0,130,0,479,42666,1800,0,0
1508035,Tracuateua,Bragantina,Nordeste Paraense,PA,0,100,100,0,0,1080,16,100,37620,90,480,0
1508050,Trairão,Itaituba,Sudoeste Paraense,PA,0,3600,10500,0,400,910,0,150,65000,5500,0,30
1508084,Tucumã,São Félix do Xingu,Sudeste Paraense,PA,0,8,1800,0,0,15,0,0,1770,4800,135,0
