mun,nome_mun,sigla_uf,abacaxi,acai,algodao,alho,amendoim,arroz,aveia,azeitona,banana,batata_doce,batata,cacau,cafe,caju,cana,caqui,castanha_caju,cebola,centeio,cevada,coco,erva_mate,ervilha,fava,feijao,figo,fumo,girassol_grao,goiaba,laranja,limao,maca,mamao,mamona,mandioca,manga,maracuja,marmelo,melancia,melao,milho,noz,palmito,pera,pessego,soja,sorgo,tangerina,tomate,trigo,uva
1302504,Manacapuru,AM,200,180,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,7090,0,0,18250,0,176520,0,4200,0,3360,0,0,0,0,0,0,0,0,0,0,0,0
1302553,Manaquiri,AM,144,0,0,0,0,0,0,0,1344,3776,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,1530,60,0,204,0,9114,0,468,0,0,0,192,0,0,0,0,0,0,17,0,0,0
1302603,Manaus,AM,800,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,866,0,0,0,0,0,0,0,0,3680,340,0,950,0,0,0,1300,0,1817,0,0,0,0,0,0,0,0,36,0,0,0
1302702,Manicoré,AM,0,0,0,0,0,0,0,0,24000,0,0,76,30,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,351,6,0,25,0,86000,0,90,0,7350,0,0,0,0,0,0,0,0,23,0,0,0
1302801,Maraã,AM,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,540,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0
1302900,Maués,AM,324,0,0,0,0,0,0,0,945,0,0,0,0,0,972,0,0,0,0,0,30,0,0,0,0,0,0,0,0,90,24,0,101,0,19200,0,90,0,855,0,0,0,0,0,0,0,0,0,0,0,0
1303007,Nhamundá,AM,30,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,8,0,0,0,2,0,0,0,0,45,0,0,45,0,8400,0,36,0,180,0,36,0,0,0,0,0,0,0,0,0,0
1303106,Nova Olinda do Norte,AM,160,0,0,0,0,0,0,0,850,0,0,16,10,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,59,18,0,115,0,18500,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0
1303205,Novo Airão,AM,0,40,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,300,0,10,0,100,0,0,0,0,0,0,0,0,0,0,0,0
1303304,Novo Aripuanã,AM,54,640,0,0,0,0,0,0,8900,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,20,108,6,0,72,0,11500,0,270,0,3300,0,78,0,0,0,0,0,0,0,0,0,0
1303403,Parintins,AM,216,0,0,0,0,24,0,0,1350,0,0,0,0,0,250,0,0,0,0,0,12,0,0,0,1,0,0,0,0,32,11,0,60,0,10104,0,240,0,750,0,79,0,0,0,0,0,0,0,0,0,0
1303502,Pauini,AM,90,0,0,0,0,51,0,0,1680,51,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,15,20,0,0,0,6570,0,82,0,1054,0,287,0,0,0,0,0,0,0,0,0,0
1303536,Presidente Figueiredo,AM,0,0,0,0,0,0,0,0,17500,0,0,0,0,0,233574,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,1815,695,0,150,0,12000,0,400,0,1520,0,360,0,0,0,0,0,0,42,0,0,0
1303569,Rio Preto da Eva,AM,600,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,21666,245,0,1000,0,2800,0,450,0,560,0,0,0,0,0,0,0,0,48,0,0,0
1303601,Santa Isabel do Rio Negro,AM,300,120,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,320,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
1303700,Santo Antônio do Içá,AM,54,25,0,0,0,8,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,36,28,0,20,0,1440,0,51,0,414,0,0,0,0,0,0,0,0,0,0,0,0
1303809,São Gabriel da Cachoeira,AM,250,180,0,0,0,36,0,0,220,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,16,5,0,0,0,600,0,18,0,69,0,14,0,0,0,0,0,0,0,0,0,0
1303908,São Paulo de Olivença,AM,72,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,25,0,1630,0,20,0,500,0,0,0,0,0,0,0,0,0,0,0,0
1303957,São Sebastião do Uatumã,AM,0,0,0,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,24,0,0,0,0,0,0,0,0,0,10800,0,240,0,300,0,120,0,0,0,0,0,0,0,0,0,0
1304005,Silves,AM,152,600,0,0,0,0,0,0,525,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,24,0,52,0,9000,0,120,0,225,0,0,0,0,0,0,0,0,0,0,0,0
1304062,Tabatinga,AM,54,84,0,0,0,12,0,0,270,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,22,7,0,25,0,960,0,22,0,106,0,24,0,0,0,0,0,0,0,16,0,0
1304104,Tapauá,AM,108,1920,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,25,0,0,0,14,0,84,0,96,0,26160,0,88,0,3250,0,42,0,0,0,0,0,0,0,0,0,0
1304203,Tefé,AM,1256,820,0,0,0,0,0,0,595,0,0,16,0,0,0,0,0,0,0,0,185,0,0,0,77,0,0,0,0,520,0,0,0,0,99420,0,0,0,1560,0,0,0,0,0,0,0,0,0,0,0,0
1304237,Tonantins,AM,200,156,0,0,0,0,0,0,462,0,0,3,0,0,220,0,0,0,0,0,6,0,0,0,6,0,0,0,46,19,12,0,39,0,2662,0,25,0,117,0,17,0,0,0,0,0,0,8,8,0,0
1304260,Uarini,AM,175,320,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,24,14,0,0,0,72250,0,0,0,185,0,22,0,0,0,0,0,0,0,0,0,0
1304302,Urucará,AM,72,0,0,0,0,0,0,0,450,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,6,0,0,0,5760,0,180,0,910,0,114,0,0,0,0,0,0,0,0,0,0
1304401,Urucurituba,AM,18,120,0,0,0,0,0,0,400,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,32,15,0,40,0,1080,0,110,0,189,0,50,0,0,0,0,0,0,0,0,0,0
1400027,Amajari,RR,200,30,0,0,0,3330,0,0,896,126,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,0,15,0,2760,0,0,0,490,0,2300,0,0,0,0,0,0,0,33,0,0
1400050,Alto Alegre,RR,240,0,0,0,0,1950,0,0,1764,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,630,0,160,0,7200,0,0,0,2500,0,5100,0,0,0,0,40600,0,0,150,0,0
1400100,Boa Vista,RR,0,0,0,0,0,2170,0,0,4900,600,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,990,0,3500,0,0,0,2800,0,5200,0,0,0,0,24360,0,400,220,0,0
1400159,Bonfim,RR,0,0,0,0,0,39000,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,108,0,0,0,5500,0,2200,0,12000,144,19850,0,0,0,0,27000,0,0,715,0,0
1400175,Cantá,RR,3900,0,0,0,0,3600,0,0,450,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,400,0,12000,0,120,0,900,0,2160,0,0,0,0,2010,0,0,350,0,0
1400209,Caracaraí,RR,17,0,0,0,0,0,0,0,1705,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,1225,0,27,0,2860,0,0,0,930,0,744,0,0,0,0,0,0,0,0,0,0
1400233,Caroebe,RR,8,2280,0,0,0,36,0,0,28320,40,0,7,0,0,40,0,0,0,0,0,28,0,0,0,0,0,0,0,0,900,120,0,18,0,4500,0,40,0,200,0,0,0,0,0,0,0,0,0,0,0,0
1400282,Iracema,RR,12,0,0,0,0,13,0,0,2600,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,110,0,95,0,3500,0,45,0,700,0,2600,0,0,0,0,6300,0,0,0,0,0
1400308,Mucajaí,RR,28,70,0,0,0,55,0,0,4200,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,60,0,65,0,3850,0,40,0,420,0,4500,0,0,0,0,5510,0,0,360,0,0
1400407,Normandia,RR,0,0,0,0,0,22400,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,27,0,0,0,3360,0,80,0,6575,0,204,0,0,0,0,0,0,0,0,0,0
1400456,Pacaraima,RR,120,16,0,0,0,0,0,0,3000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,18,0,7700,0,25,0,264,0,0,0,0,0,0,0,0,0,0,0,0
1400472,Rorainópolis,RR,120,740,0,0,0,80,0,0,6400,120,0,0,0,0,390,0,0,0,0,0,145,0,0,0,0,0,0,0,0,11700,2600,0,72,0,7200,0,120,0,3000,0,1500,0,0,0,0,0,0,1400,9,0,0
1400506,São João da Baliza,RR,42,160,0,0,0,30,0,0,11050,0,0,0,0,0,90,0,0,0,0,0,240,0,0,0,0,0,0,0,55,300,0,0,9,0,1080,0,0,0,260,0,400,0,0,0,0,0,0,0,0,0,0
1400605,São Luiz,RR,0,153,0,0,0,0,0,0,5670,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,1100,450,0,0,0,1000,125,0,0,300,0,90,0,0,0,0,0,0,0,0,0,0
1400704,Uiramutã,RR,80,0,0,0,0,0,0,0,420,500,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,84,0,9100,0,0,0,600,0,0,0,0,0,0,0,0,30,0,0,0
1500107,Abaetetuba,PA,180,109200,0,0,0,30,0,0,600,0,0,25,20,0,3000,0,0,0,0,0,2150,0,0,0,48,0,0,0,0,210,120,0,0,0,30600,0,120,0,155,0,54,0,0,0,0,0,0,0,0,0,0
1500131,Abel Figueiredo,PA,0,0,0,0,0,375,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9000,0,80,0,0,0,1733,0,0,0,0,180,0,0,0,0,0
1500206,Acará,PA,0,42469,0,0,0,42,0,0,1437,0,0,670,0,0,0,0,0,0,0,0,22050,0,0,0,30,0,0,0,0,400,270,0,0,0,373809,0,108,0,0,0,200,0,0,0,0,0,0,0,0,0,0
1500305,Afuá,PA,0,0,0,0,0,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500347,Água Azul do Norte,PA,0,90,0,0,0,50,0,0,1200,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3350,0,0,0,360,0,23520,0,0,0,0,1800,0,0,0,0,0
1500404,Alenquer,PA,252,2092,0,0,0,825,0,0,4775,0,0,209,0,0,525,0,0,0,0,0,350,0,0,0,276,0,0,0,10,3999,4703,0,168,0,115500,0,101,0,1875,0,7500,0,0,0,0,0,0,0,63,0,0
1500503,Almeirim,PA,1680,1024,0,0,0,0,0,0,600,0,0,27,25,0,376,0,27,0,0,0,144,0,0,0,36,0,0,0,0,135,0,0,220,0,2160,0,250,0,175,0,143,0,0,0,0,0,0,0,0,0,0
1500602,Altamira,PA,180,400,0,0,6,4500,0,0,39630,0,0,5266,9,0,1800,0,0,0,0,0,120,0,0,0,400,0,0,0,132,1855,45,0,40,0,56000,0,165,0,2525,0,7500,0,0,0,0,6000,0,0,200,0,0
1500701,Anajás,PA,139,29250,0,0,0,0,0,0,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500800,Ananindeua,PA,0,113,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500859,Anapu,PA,100,1170,0,0,0,300,0,0,9800,0,0,5257,0,0,0,0,0,0,0,0,540,0,0,0,120,0,0,0,0,440,20,0,0,0,4800,0,20,0,500,0,1400,0,46,0,0,0,0,12,125,0,0
1500909,Augusto Corrêa,PA,36,300,0,0,0,10,0,0,40,0,0,0,0,0,60,0,0,0,0,0,585,0,0,0,720,0,0,0,0,24,30,0,0,0,25050,0,25,0,100,0,300,0,0,0,0,0,0,0,0,0,0
1500958,Aurora do Pará,PA,0,1650,0,0,0,55,0,0,0,0,0,0,0,0,0,0,160,0,0,0,256,0,0,0,120,0,0,0,0,420,85,0,350,0,75000,0,324,0,0,0,1287,0,0,0,0,0,0,0,0,0,0
1501006,Aveiro,PA,150,324,0,0,18,96,0,0,2500,0,0,150,15,0,240,0,0,0,0,0,150,0,0,0,94,0,0,0,0,144,48,0,0,0,15000,0,90,0,720,0,520,0,0,0,0,0,0,0,0,0,0
1501105,Bagre,PA,36,15000,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501204,Baião,PA,0,770,0,0,0,23,0,0,0,0,0,100,5,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,0,0,0,0,0,4290,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0
1501253,Bannach,PA,0,0,0,0,0,5,0,0,150,0,0,7,0,0,0,0,0,0,0,0,45,0,0,0,11,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0
1501303,Barcarena,PA,300,56000,0,0,0,6,0,0,750,0,0,421,0,0,200,0,0,0,0,0,3250,0,0,0,30,0,0,0,0,360,120,0,360,0,24800,0,60,0,180,0,300,0,0,0,0,0,0,0,0,0,0
1501402,Belém,PA,0,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501451,Belterra,PA,0,112,0,0,0,1125,0,0,720,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,58,0,0,0,100,80,38,0,0,0,15400,0,0,0,1200,0,23700,0,0,0,0,41553,0,17,24,0,0
1501501,Benevides,PA,0,1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501576,Bom Jesus do Tocantins,PA,0,875,0,0,27,600,0,0,576,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,100,0,0,0,0,0,204,0,0,0,4500,106,0,0,2400,0,4600,0,0,0,0,0,0,0,0,0,0
1501600,Bonito,PA,0,50,0,0,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,67,0,0,0,0,9750,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
1501709,Bragança,PA,30,720,0,0,0,30,0,0,300,0,0,0,0,0,60,0,0,0,0,0,390,0,0,0,450,0,0,0,0,160,0,0,0,0,75150,0,0,0,450,0,810,0,0,0,0,0,0,0,0,0,0
1501725,Brasil Novo,PA,80,60,0,0,0,15,0,0,8960,0,0,6418,9,0,60,0,0,0,0,0,75,0,0,0,16,0,0,0,0,300,0,0,225,0,2800,0,0,0,75,0,1950,0,0,0,0,0,0,0,75,0,0
1501758,Brejo Grande do Araguaia,PA,125,0,0,0,0,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,724,0,100,0,130,0,910,0,0,0,0,0,0,0,0,0,0
1501782,Breu Branco,PA,900,1872,0,0,0,0,0,0,4950,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,5880,0,0,0,1250,0,269,0,0,0,0,0,0,0,0,0,0
1501808,Breves,PA,40,60000,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,3680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501907,Bujaru,PA,0,49600,0,0,0,25,0,0,70,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,110,0,0,0,0,72,66,0,0,0,17500,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0
1501956,Cachoeira do Piriá,PA,20,2400,0,0,0,480,0,0,1500,0,0,15,0,0,0,0,0,0,0,0,110,0,0,0,90,0,0,0,0,0,20,0,0,0,18195,0,0,0,225,0,1260,0,0,0,0,0,0,0,0,0,0
1502004,Cachoeira do Arari,PA,1100,2900,0,0,0,19300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502103,Cametá,PA,120,105840,0,0,0,180,0,0,178,0,0,2887,10,0,0,0,0,0,0,0,420,0,0,0,108,0,0,0,0,300,360,0,0,0,56000,0,0,0,0,0,120,0,0,0,0,0,0,141,0,0,0
1502152,Canaã dos Carajás,PA,260,0,0,0,0,90,0,0,6250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,475,0,4680,0,110,0,1200,0,18200,0,0,0,0,0,0,0,0,0,0
1502202,Capanema,PA,0,0,0,0,0,6,0,0,84,0,0,0,0,0,0,0,0,0,0,0,2160,0,0,0,1700,0,4,0,0,180,0,0,150,0,22500,0,300,0,0,0,300,0,0,0,0,0,0,0,0,0,0
1502301,Capitão Poço,PA,0,120,0,0,0,80,0,0,2025,0,0,0,0,0,0,0,0,0,0,0,10560,0,0,0,1400,0,0,0,0,126000,0,0,0,0,46500,0,240,0,0,0,1800,0,0,0,0,0,0,0,0,0,0
1502400,Castanhal,PA,900,8000,0,0,0,0,0,0,960,0,0,48,0,0,0,0,0,0,0,0,1500,0,0,0,360,0,0,0,0,2100,0,0,0,0,81500,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0
1502509,Chaves,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502608,Colares,PA,0,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,3,0,0,0,0,12,0,0,0,0,3040,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1502707,Conceição do Araguaia,PA,25200,0,0,0,0,252,0,0,500,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,18,0,0,0,0,0,0,0,0,0,4480,0,0,0,750,0,1440,0,0,0,0,4676,0,0,0,0,0
1502756,Concórdia do Pará,PA,0,18000,0,0,0,168,0,0,488,0,0,186,0,0,0,0,0,0,0,0,1500,0,0,0,20,0,0,0,0,240,0,0,300,0,34800,0,1209,0,0,0,47,0,0,0,0,0,0,0,0,0,0
1502764,Cumaru do Norte,PA,462,0,0,0,0,715,0,0,3200,0,0,11,0,0,0,0,0,0,0,0,336,0,0,0,76,0,0,0,0,0,0,0,180,0,5400,0,65,0,750,0,30331,0,0,0,0,20504,0,0,0,0,0
1502772,Curionópolis,PA,0,120,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,6120,0,200,0,0,0,7800,0,0,0,0,0,0,0,0,0,0
1502806,Curralinho,PA,34,2751,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,14,50,48,0,0,0,3700,125,1,0,36,0,36,0,900,0,0,0,0,0,0,0,0
1502855,Curuá,PA,50,1470,0,0,0,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,720,0,0,0,1360,35,110,0,0,0,0,0,0,0,0,0,0
1502905,Curuçá,PA,500,700,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,16,0,0,0,0,90,0,0,210,0,16000,0,0,0,100,0,48,0,0,0,0,0,0,0,0,0,0
1502939,Dom Eliseu,PA,0,165,0,0,7,18000,0,0,75,0,0,0,0,0,0,0,65,0,0,0,80,0,0,0,95,0,0,0,3800,78,104,0,0,0,9000,0,0,0,640,0,72000,0,0,0,0,264000,12000,0,0,0,0
1502954,Eldorado do Carajás,PA,750,60,0,0,0,104,0,0,6250,0,0,108,0,0,0,0,0,0,0,0,24,0,0,0,20,0,0,0,0,24,22,0,0,0,12000,0,150,0,0,0,3200,0,0,0,0,0,0,99,0,0,0
1503002,Faro,PA,32,0,0,0,0,0,0,0,108,0,0,0,0,0,100,0,0,0,0,0,28,0,0,0,0,0,0,0,0,10,0,0,0,0,2000,0,18,0,258,0,2,0,0,0,0,0,0,0,0,0,0
1503044,Floresta do Araguaia,PA,336000,0,0,0,0,96,0,0,1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,15552,0,220,0,6200,0,1500,0,0,0,0,8320,0,0,0,0,0
1503077,Garrafão do Norte,PA,0,175,0,0,0,250,0,0,2250,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,480,0,0,0,0,8639,0,0,0,0,31500,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0
1503093,Goianésia do Pará,PA,540,324,0,0,0,0,0,0,150,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,220,98,0,0,0,1800,0,60,0,250,0,0,0,0,0,0,0,0,0,0,0,0
1503101,Gurupá,PA,980,3040,0,0,0,150,0,0,152,0,0,63,0,0,188,0,0,0,0,0,0,0,0,0,12,0,0,0,0,150,0,0,312,0,4800,0,0,0,270,0,46,0,0,0,0,0,0,0,0,0,0
1503200,Igarapé-Açu,PA,50,4250,0,0,0,0,0,0,550,0,0,0,0,0,500,0,0,0,0,0,1200,0,0,0,135,0,0,0,270,420,500,0,1800,0,45000,0,1500,0,500,0,220,0,0,0,0,0,0,0,0,0,0
1503309,Igarapé-Miri,PA,75,400000,0,0,0,14,0,0,600,0,0,160,0,0,400,0,0,0,0,0,1050,0,0,0,11,0,0,0,0,70,280,0,0,0,16360,0,0,0,100,0,24,0,0,0,0,0,0,0,0,0,0
1503408,Inhangapi,PA,165,12000,0,0,0,2,0,0,1500,0,0,75,0,0,0,0,0,0,0,0,1024,0,0,0,6,0,0,0,0,36,368,0,0,0,22500,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1503457,Ipixuna do Pará,PA,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,825,0,0,0,0,0,0,0,0,0,67500,0,250,0,225,0,3500,0,0,0,0,2700,0,0,0,0,0
1503507,Irituia,PA,500,3055,0,0,0,13,0,0,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,3744,0,0,0,0,7200,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0
1503606,Itaituba,PA,450,100,0,0,5,80,0,0,17640,75,0,100,0,0,440,0,0,0,0,0,123,0,0,0,668,0,0,0,0,2200,109,0,99,0,20000,0,67,0,7000,0,1470,0,0,0,0,0,0,60,90,0,0
1503705,Itupiranga,PA,0,1500,0,0,0,80,0,0,8000,0,0,80,0,0,0,0,0,0,0,0,1500,0,0,0,40,0,0,0,0,0,0,0,60,0,48200,0,220,0,0,0,6000,0,0,0,0,0,0,0,0,0,0
1503754,Jacareacanga,PA,60,0,0,0,0,900,0,0,2580,0,0,1,0,0,200,0,0,0,0,0,72,0,0,0,75,0,0,0,0,0,0,0,0,0,21600,0,0,0,654,0,56,0,0,0,0,0,0,0,0,0,0
1503804,Jacundá,PA,0,75,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2040,0,60,0,0,0,200,0,0,0,0,0,0,0,0,0,0
1503903,Juruti,PA,36,160,0,0,0,3,0,0,225,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,7,0,0,0,0,32,0,0,0,0,120000,0,28,0,900,21,12,0,0,0,0,0,0,0,0,0,0
1504000,Limoeiro do Ajuru,PA,408,39900,0,0,0,15,0,0,100,0,0,32,0,0,0,0,0,0,0,0,24,0,0,0,2,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1504059,Mãe do Rio,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,550,0,0,0,0,9870,0,120,0,550,0,2720,0,0,0,0,0,0,0,0,0,0
1504109,Magalhães Barata,PA,0,0,0,0,0,11,0,0,55,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,13,0,0,0,0,0,0,0,0,0,12000,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
1504208,Marabá,PA,375,160,0,0,0,200,0,0,8750,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,60,0,0,0,0,12,66,0,500,0,82200,0,250,0,0,0,22400,0,0,0,0,1550,0,66,0,0,0
1504307,Maracanã,PA,60,1350,0,0,0,16,0,0,210,0,0,0,0,0,0,0,15,0,0,0,1350,0,0,0,112,0,0,0,0,133,80,0,360,0,12500,0,350,0,200,0,120,0,0,0,0,0,0,0,0,0,0
1504406,Marapanim,PA,300,420,0,0,0,12,0,0,50,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,70,0,0,0,0,40,0,0,0,0,24000,0,0,0,2700,0,60,0,0,0,0,0,0,0,0,0,0
1504422,Marituba,PA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504455,Medicilândia,PA,60,1050,0,0,0,38,0,0,42300,0,0,40938,50,0,0,0,0,0,0,0,300,0,0,0,66,0,0,0,42,330,0,0,140,0,6000,0,35,0,600,0,3060,0,0,0,0,0,0,0,250,0,0
1504505,Melgaço,PA,900,5000,0,0,0,0,0,0,20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504604,Mocajuba,PA,0,3846,0,0,0,30,0,0,132,0,0,512,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,50,0,0,0,0,8400,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
1504703,Moju,PA,1440,26000,0,0,0,160,0,0,25000,0,0,36,5,0,0,0,10,0,0,0,85000,0,0,0,49,0,0,0,0,952,0,0,600,0,128000,0,291,0,670,0,3600,0,0,0,0,0,0,0,0,0,0
