mun,municipio,algodao,arroz,banana,cafe,cana,feijao,fumo,laranja,mandioca,milho,soja,tomate
3132503,Itamarandiba,0,17,570,979,16500,236,0,24,2180,1540,0,280
3132602,Itamarati de Minas,0,0,55,135,1720,16,0,5,49,0,0,30
3132701,Itambacuri,0,3,800,233,4480,91,0,144,690,300,0,30
3132800,Itambé do Mato Dentro,0,0,60,0,578,4,0,0,120,24,0,0
3132909,Itamogi,0,0,60,17010,43000,0,0,0,300,1767,60,0
3133006,Itamonte,0,0,0,0,500,57,0,0,110,225,0,0
3133105,Itanhandu,0,0,42,0,132,12,0,70,90,288,0,0
3133204,Itanhomi,0,10,115,567,60,32,0,18,27,360,0,30
3133303,Itaobim,0,0,1888,0,1350,65,0,0,350,120,0,0
3133402,Itapagipe,0,7,0,0,1360000,0,0,2156,1170,2040,4305,0
3133501,Itapecerica,0,4,95,774,8000,97,0,900,330,2400,0,58
3133600,Itapeva,0,0,0,0,46,6,0,0,0,612,0,250
3133709,Itatiaiuçu,0,0,50,0,967,8,0,0,550,384,0,360
3133758,Itaú de Minas,0,0,0,14,152,203,0,0,0,9750,3510,0
3133808,Itaúna,0,0,40,0,360,14,0,0,110,1320,0,210
3133907,Itaverava,0,0,10,1,3600,80,0,0,30,2052,0,0
3134004,Itinga,0,0,1470,0,3500,154,0,20,2650,456,0,0
3134103,Itueta,0,0,350,1330,465,21,0,25,100,780,0,50
3134202,Ituiutaba,909,5,110,10,1690000,0,0,16160,708,51000,75600,0
3134301,Itumirim,0,6,0,540,1300,134,0,0,0,4176,450,0
3134400,Iturama,0,0,0,0,3500000,0,0,0,192,1728,636,0
3134509,Itutinga,0,5,0,175,0,930,0,0,0,6090,2925,0
3134608,Jaboticatubas,0,4,825,0,5400,28,0,1000,196,663,0,710
3134707,Jacinto,0,0,20,0,0,4,0,0,635,4,0,0
3134806,Jacuí,0,3,0,5400,715,17,0,0,0,3177,702,2010
3134905,Jacutinga,0,0,42,7064,11300,38,0,0,0,2520,0,150
3135001,Jaguaraçu,0,0,0,0,376,1,0,0,0,23,0,0
3135050,Jaíba,5,0,210975,30,733000,550,0,910,10440,8790,54,47670
3135076,Jampruca,0,0,0,0,410,10,0,0,450,357,0,0
3135100,Janaúba,0,0,33825,0,1260,316,0,15,324,360,0,50
3135209,Januária,0,45,410,0,15000,658,0,7,3140,936,2700,3900
3135308,Japaraíba,0,62,10,0,422000,5,0,0,72,2160,540,38
3135357,Japonvar,0,60,25,0,810,39,0,0,3350,219,0,0
3135407,Jeceaba,0,9,14,2,1232,45,0,0,48,675,0,0
3135456,Jenipapo de Minas,0,0,25,0,600,34,0,10,70,216,0,0
3135506,Jequeri,0,0,70,2700,35800,105,0,0,30,2100,0,0
3135605,Jequitaí,0,0,4200,0,3000,918,0,0,442,540,1200,0
3135704,Jequitibá,0,0,144,0,15000,24,0,0,176,1008,0,2400
3135803,Jequitinhonha,0,0,6840,144,5700,100,0,15,1185,150,0,30
3135902,Jesuânia,0,300,280,2604,300,12,0,0,16,3168,72,0
3136009,Joaíma,0,2,96,405,1150,59,0,0,1900,115,0,0
3136108,Joanésia,0,0,27,0,2400,36,0,6,27,225,0,0
3136207,João Monlevade,0,0,0,0,400,2,0,0,32,3,0,0
3136306,João Pinheiro,0,5,160,5424,2800000,11085,0,970,24600,22050,22750,30
3136405,Joaquim Felício,0,0,75,0,6600,33,0,10,96,540,0,0
3136504,Jordânia,0,0,207,0,1500,18,0,0,1068,58,0,0
3136520,José Gonçalves de Minas,0,0,80,156,2400,45,0,5,320,76,0,0
3136553,José Raydan,0,0,350,38,2840,30,0,0,210,390,0,760
3136579,Josenópolis,0,0,15,0,240,97,0,5,608,108,0,0
3136603,Nova União,0,0,40000,40,2300,18,0,0,102,150,0,30
3136652,Juatuba,0,0,1400,0,300,0,0,0,30,15,0,45
3136702,Juiz de Fora,0,0,150,10,2000,51,0,6,117,624,0,50
3136801,Juramento,0,0,0,0,420,30,0,0,22,98,0,30
3136900,Juruaia,0,3,0,9180,3500,25,0,0,0,1020,0,0
3136959,Juvenília,0,0,0,0,30,81,0,0,96,1110,0,5500
3137007,Ladainha,0,9,863,672,11100,580,0,45,4140,1824,0,30
3137106,Lagamar,450,0,0,619,536,1008,0,0,225,15390,12180,0
3137205,Lagoa da Prata,0,0,35,0,786900,3,0,0,60,252,864,0
3137304,Lagoa dos Patos,0,3,0,0,150,41,0,0,400,480,0,0
3137403,Lagoa Dourada,0,3,0,135,135,6319,0,0,22,46080,4200,14000
3137502,Lagoa Formosa,0,0,1360,1516,230,3350,0,736,8250,26640,22272,9080
3137536,Lagoa Grande,555,5,0,305,530,1980,0,0,600,27300,10530,0
3137601,Lagoa Santa,0,0,0,0,230,3,0,850,140,20,0,35
3137700,Lajinha,0,0,455,14708,450,185,0,30,78,1056,0,320
3137809,Lambari,0,0,250,7550,76,32,0,0,20,420,0,0
3137908,Lamim,0,3,0,37,4800,53,0,0,0,1008,0,0
3138005,Laranjal,0,14,10,0,70,7,0,0,60,60,0,0
3138104,Lassance,0,0,9000,716,5500,226,120,2890,510,1950,650,0
3138203,Lavras,0,3,320,7392,1900,369,0,85,390,27360,3330,40
3138302,Leandro Ferreira,0,0,12,0,285,4,0,0,63,300,83,0
3138351,Leme do Prado,0,0,30,60,1800,11,0,15,78,59,0,0
3138401,Leopoldina,0,0,85,23,23000,42,0,15,80,480,0,0
3138500,Liberdade,0,0,0,0,815,18,0,0,10,1188,0,0
3138609,Lima Duarte,0,8,0,0,10000,65,0,0,40,570,0,0
3138625,Limeira do Oeste,0,0,120,0,2900000,0,0,0,2100,4590,0,0
3138658,Lontra,0,6,0,0,1200,20,0,0,200,26,0,0
3138674,Luisburgo,0,0,100,10800,231,133,0,0,30,1800,0,432
3138682,Luislândia,0,0,10,0,1800,71,0,5,400,150,0,0
3138708,Luminárias,0,0,0,3000,342,1410,0,0,0,21000,9750,432
3138807,Luz,0,0,70,138,1271700,492,0,60,204,11370,5040,0
3138906,Machacalis,0,0,0,0,775,3,0,0,360,12,0,0
3139003,Machado,0,0,120,35912,3500,810,0,30,98,34000,10800,1200
3139102,Madre de Deus de Minas,0,0,0,0,150,10100,0,8200,0,55800,18300,0
3139201,Malacacheta,0,2,270,378,2700,227,0,8,500,468,0,180
3139250,Mamonas,0,0,0,0,280,40,0,0,48,225,0,0
3139300,Manga,0,10,8200,0,1500,170,0,0,180,900,320,0
3139409,Manhuaçu,0,0,80,26050,1300,206,0,0,200,2340,0,434
3139508,Manhumirim,0,0,50,8190,0,24,0,0,30,360,0,0
3139607,Mantena,0,12,115,1206,8500,33,0,0,177,110,0,30
3139706,Maravilhas,0,6,35,0,870,4,0,7,60,240,0,5040
3139805,Mar de Espanha,0,0,400,180,6000,19,0,10,130,384,0,30
3139904,Maria da Fé,0,0,1305,135,3000,24,0,25,0,504,0,360
3140001,Mariana,0,0,120,35,1900,25,0,30,100,168,0,0
3140100,Marilac,0,0,2100,0,340,64,0,0,20,1500,0,3000
3140159,Mário Campos,0,0,0,0,0,1,0,0,144,22,0,30
3140209,Maripá de Minas,0,0,55,0,738,7,0,0,60,30,0,30
3140308,Marliéria,0,0,30,5,1600,4,0,0,27,147,0,0
3140407,Marmelópolis,0,0,0,0,180,27,0,0,0,75,0,450
3140506,Martinho Campos,0,0,0,0,2000,842,0,0,0,4407,7176,0
3140530,Martins Soares,0,0,0,7970,0,23,0,0,0,150,0,0
3140555,Mata Verde,0,0,140,990,60,7,0,0,168,24,0,0
3140605,Materlândia,0,0,5,1,1350,75,0,0,72,743,0,0
3140704,Mateus Leme,0,0,150,35,1500,12,0,0,970,1500,0,960
3140803,Matias Barbosa,0,0,100,0,600,33,0,0,45,15,0,0
3140852,Matias Cardoso,10,0,25200,0,2000,193,0,630,750,3765,90,9030
3140902,Matipó,0,2,130,6468,1000,174,0,0,40,1500,0,35
3141009,Mato Verde,126,0,30,0,90,34,0,0,36,139,0,0
3141108,Matozinhos,0,0,0,0,1150,5,0,0,0,714,750,0
3141207,Matutina,0,0,0,389,0,90,0,0,55,60,0,0
3141306,Medeiros,0,0,20,6161,50750,5788,0,9472,0,30120,20862,0
3141405,Medina,0,2,50,0,3000,72,9,9,1236,175,0,186
3141504,Mendes Pimentel,0,9,100,0,900,31,0,0,88,120,0,0
3141603,Mercês,0,0,450,20,2000,102,0,0,24,648,0,0
3141702,Mesquita,0,0,360,0,1250,24,0,10,82,270,0,0
3141801,Minas Novas,0,9,150,360,11700,291,0,135,2000,1600,0,86
3141900,Minduri,0,0,35,9,450,1035,0,0,32,21800,7200,0
3142007,Mirabela,0,0,0,0,3300,146,0,0,570,200,0,0
3142106,Miradouro,0,0,1440,3000,1450,107,0,0,40,720,0,0
3142205,Miraí,0,40,315,522,2700,68,0,20,96,320,0,50
3142254,Miravânia,0,0,0,0,1350,46,0,0,564,162,0,0
3142304,Moeda,0,0,8,6,269,8,0,0,48,25,0,0
3142403,Moema,0,0,0,0,62000,1,0,0,27,240,0,0
3142502,Monjolos,0,0,0,0,2300,3,0,0,9,60,0,0
3142601,Monsenhor Paulo,0,0,0,4500,900,64,0,2750,0,4464,117,0
3142700,Montalvânia,0,5,4060,0,1000,155,0,0,240,1098,0,2700
3142809,Monte Alegre de Minas,0,0,1700,144,385000,2048,0,35500,12840,39900,102600,140
3142908,Monte Azul,29,4,31,0,150,186,0,20,56,240,6,30
3143005,Monte Belo,0,22,50,9252,435000,178,0,0,30,7200,430,0
3143104,Monte Carmelo,0,6,300,30307,600,1154,0,0,300,27600,39000,12460
3143153,Monte Formoso,0,0,0,120,750,28,0,0,495,45,0,0
3143203,Monte Santo de Minas,0,0,50,20433,89000,295,0,3250,0,7200,600,1368
3143302,Montes Claros,0,2,11180,0,9600,414,0,35,720,1000,0,420
3143401,Monte Sião,0,0,12,4428,750,12,0,55,33,1140,390,0
3143450,Montezuma,0,5,15,0,3600,134,0,5,455,144,0,0
3143500,Morada Nova de Minas,0,0,0,0,455,2670,0,0,55,13200,10500,0
3143609,Morro da Garça,0,0,0,0,1800,4,0,0,50,420,663,0
3143708,Morro do Pilar,0,0,0,0,6400,15,0,0,440,79,0,0
3143807,Munhoz,0,0,0,23,210,63,0,0,100,12480,0,492
3143906,Muriaé,0,2,750,1289,3900,108,0,6,96,714,0,0
3144003,Mutum,0,140,580,12072,1150,312,0,100,274,2190,0,1200
3144102,Muzambinho,0,0,35,8528,450,174,0,0,45,4869,0,60
3144201,Nacip Raydan,0,0,80,0,35,10,0,0,9,38,0,0
3144300,Nanuque,0,0,0,0,41800,1,0,0,314,45,0,0
3144359,Naque,0,0,25,0,1800,5,0,0,21,165,0,0
3144375,Natalândia,0,0,0,0,2500,0,0,0,96,1314,1044,0
3144409,Natércia,0,0,270,3240,240,18,0,0,0,105,0,0
3144508,Nazareno,0,0,0,3348,200,1125,0,0,0,7560,3900,0
3144607,Nepomuceno,0,0,120,18809,810,930,0,15,72,14991,1440,0
3144656,Ninheira,0,0,60,3450,660,69,0,0,1170,72,0,0
3144672,Nova Belém,0,5,520,2427,30,28,0,20,99,84,0,0
3144706,Nova Era,0,0,60,7,3150,11,0,0,27,225,0,0
3144805,Nova Lima,0,0,30,2,0,2,0,10,10,25,0,0
3144904,Nova Módica,0,0,450,12,72,8,0,0,10,47,0,0
3145000,Nova Ponte,0,0,50,657,650000,3090,0,0,105,96900,61200,60
3145059,Nova Porteirinha,0,0,38400,2,1200,123,0,8,222,42,0,0
3145109,Nova Resende,0,6,36,22275,200,319,0,2340,13,10635,3708,0
3145208,Nova Serrana,0,0,0,0,400,2,0,0,150,90,0,0
3145307,Novo Cruzeiro,0,23,180,923,12000,530,0,80,1980,1890,0,0
3145356,Novo Oriente de Minas,0,0,30,0,600,27,0,0,600,84,0,0
3145372,Novorizonte,0,7,200,29,5600,72,0,10,90,113,0,0
3145406,Olaria,0,0,5,0,6600,7,0,0,10,90,0,0
3145455,Olhos-d'Água,0,7,0,0,4400,49,0,0,360,567,0,650
3145505,Olímpio Noronha,0,2,360,975,80,4,0,0,10,50,0,0
3145604,Oliveira,0,0,35,10500,5000,284,0,2400,1080,4290,312,3000
3145703,Oliveira Fortes,0,0,360,0,1750,35,0,15,24,90,0,0
3145802,Onça de Pitangui,0,0,70,0,0,2,0,0,30,378,0,7650
3145851,Oratórios,0,0,160,0,44080,10,0,0,54,375,0,0
3145877,Orizânia,0,0,225,7145,35,281,0,0,0,1260,0,0
3145901,Ouro Branco,0,0,80,0,600,74,0,0,138,1386,0,120
3146008,Ouro Fino,0,0,68,9780,19000,12,0,15,55,2592,0,120
3146107,Ouro Preto,0,0,90,21,2400,48,0,280,360,336,0,240
3146206,Ouro Verde de Minas,0,6,340,114,1400,36,0,7,270,42,0,0
3146255,Padre Carvalho,0,0,0,2,960,46,0,0,575,54,0,0
3146305,Padre Paraíso,0,0,94,62,3440,51,0,40,580,192,0,0
3146404,Paineiras,0,3,25,0,3450,14,0,5,339,840,0,0
3146503,Pains,0,0,0,6,450,21,0,0,63,7200,2192,33
3146552,Pai Pedro,30,2,0,0,90,83,0,0,70,24,0,0
3146602,Paiva,0,0,84,3,3650,33,0,0,8,90,0,0
3146701,Palma,0,2,40,288,750,4,0,0,70,135,0,0
3146750,Palmópolis,0,0,0,0,73,33,0,0,1678,5,0,0
3146909,Papagaios,0,0,5,0,1200,466,0,0,40,2550,360,540
3147006,Paracatu,3393,470,350,4500,2186800,54920,0,54,2550,227280,351000,0
3147105,Pará de Minas,0,0,70,0,1800,21,0,0,328,720,0,2310
3147204,Paraguaçu,0,0,80,15800,160,960,0,0,140,22944,8970,180
3147303,Paraisópolis,0,0,1350,162,8900,32,0,0,4710,510,0,444
3147402,Paraopeba,0,0,2650,0,4200,395,0,0,300,567,0,270
3147501,Passabém,0,0,50,0,4000,7,0,0,45,105,0,0
3147600,Passa Quatro,0,0,110,0,1400,14,0,0,0,113,0,30
3147709,Passa Tempo,0,7,55,180,600,30,0,0,143,675,0,13680
3147808,Passa Vinte,0,0,0,0,33,9,0,0,120,18,0,0
3147907,Passos,0,0,50,5880,735000,4008,0,0,1050,63060,26040,45
3147956,Patis,0,0,0,72,900,25,0,0,998,198,0,0
3148004,Patos de Minas,0,14,450,11160,17000,6240,0,17,7500,82600,75600,33930
3148103,Patrocínio,0,0,160,82830,420,7230,0,2100,798,84600,64800,3360
3148202,Patrocínio do Muriaé,0,4,20,0,240,7,0,0,30,153,0,0
3148301,Paula Cândido,0,0,50,1950,1500,720,0,0,77,2310,0,1800
3148400,Paulistas,0,0,30,0,240,66,0,0,0,231,0,30
3148509,Pavão,0,0,40,0,835,15,0,0,380,23,0,0
3148608,Peçanha,0,10,300,180,4500,209,0,0,147,1188,0,0
3148707,Pedra Azul,0,0,140,36,2730,40,0,5,1395,95,0,0
3148756,Pedra Bonita,0,0,6,5880,1200,110,0,0,0,360,0,0
3148806,Pedra do Anta,0,0,91,336,2600,73,0,0,0,1596,0,40
3148905,Pedra do Indaiá,0,0,84,0,120,35,0,0,195,1200,0,0
3149002,Pedra Dourada,0,0,55,960,1200,38,0,0,0,126,0,0
3149101,Pedralva,0,5,9000,3780,750,22,0,1020,0,1200,0,500
3149150,Pedras de Maria da Cruz,0,0,4100,0,570,39,0,0,140,189,0,0
3149200,Pedrinópolis,0,150,20,192,36000,0,0,0,0,42270,24180,0
3149309,Pedro Leopoldo,0,0,10,0,0,7,0,0,40,90,0,70
3149408,Pedro Teixeira,0,2,0,0,30,26,0,90,40,64,0,0
3149507,Pequeri,0,0,72,0,1225,6,0,0,0,45,0,0
3149606,Pequi,0,0,473,0,100,114,0,15,84,90,0,4320
3149705,Perdigão,0,0,25,0,1200,7,0,0,1320,225,0,0
3149804,Perdizes,0,0,30,13860,1700000,720,0,2100,550,131220,128700,0
3149903,Perdões,0,0,120,5490,4700,540,8,500,35,8250,0,0
3149952,Periquito,0,0,60,6,1285,4,0,0,315,315,0,0
3150000,Pescador,0,0,0,0,90,3,0,0,30,23,0,0
3150109,Piau,0,2,6240,0,558,26,0,100,588,45,0,0
3150158,Piedade de Caratinga,0,0,300,3192,288,122,0,182,313,440,0,2680
3150208,Piedade de Ponte Nova,0,0,15,0,65000,3,0,0,0,60,0,0
3150307,Piedade do Rio Grande,0,4,0,0,1500,1002,0,480,0,6000,1830,240
3150406,Piedade dos Gerais,0,0,30,0,1500,21,0,308,7200,420,0,0
3150505,Pimenta,0,0,50,5130,2500,582,0,0,30,39840,12915,5110
3150539,Pingo d'Água,0,0,15,0,600,4,0,0,108,396,0,0
3150570,Pintópolis,0,25,0,0,900,108,0,0,500,1080,0,0
3150604,Piracema,0,13,45,9,5460,18,0,0,110,231,0,650
3150703,Pirajuba,0,0,0,0,970000,486,0,0,0,33216,37950,0
3150802,Piranga,0,30,42,666,4400,690,0,12,300,5880,0,0
3150901,Piranguçu,0,221,2340,7,920,6,0,30,128,380,0,0
3151008,Piranguinho,0,14,120,825,1490,24,0,65,320,331,70,476
3151107,Pirapetinga,0,0,300,230,1910,4,0,36,30,60,0,0
3151206,Pirapora,0,7,15375,2160,8800,256,0,14455,420,1518,1361,0
3151305,Piraúba,0,0,360,0,3260,14,0,185,261,105,0,585
3151404,Pitangui,0,2,0,0,13700,13,0,0,10,4680,0,245
3151503,Piumhi,0,0,0,23454,2280,1685,0,690,45,30090,6600,750
3151602,Planura,0,0,0,0,747500,840,0,11970,50,46935,33060,0
3151701,Poço Fundo,0,3,640,14400,3300,128,176,0,22,6220,0,1625
3151800,Poços de Caldas,0,0,240,5400,200,156,0,0,270,7410,260,300
3151909,Pocrane,0,110,112,1090,931,69,0,18,100,500,0,0
3152006,Pompéu,0,0,60,0,986000,2762,0,0,910,14160,4200,360
3152105,Ponte Nova,0,0,450,9,84000,61,0,10,100,720,0,30
3152131,Ponto Chique,0,0,25,0,945,25,0,0,450,48,0,0
3152170,Ponto dos Volantes,0,0,1200,63,2700,109,0,25,900,192,0,0
3152204,Porteirinha,0,0,2160,0,120,429,0,36,70,300,0,30
3152303,Porto Firme,0,6,137,720,1800,582,0,0,22,4050,0,30
3152402,Poté,0,0,650,58,6000,199,0,105,880,1230,0,0
3152501,Pouso Alegre,0,206,0,128,480,792,0,0,14270,20010,734,1200
3152600,Pouso Alto,0,0,180,165,700,95,0,0,13,792,0,40
3152709,Prados,0,52,0,2,1900,579,0,0,44,5199,900,0
3152808,Prata,0,0,150,4,850000,8,0,187500,1200,20490,61200,0
3152907,Pratápolis,0,0,1000,468,1400,720,0,60,260,19620,5400,0
3153004,Pratinha,0,0,0,3510,480,1680,0,0,36,17250,4950,0
3153103,Presidente Bernardes,0,4,0,210,2000,777,0,0,0,4116,0,0
3153202,Presidente Juscelino,0,0,0,0,2800,92,0,0,0,882,0,0
3153301,Presidente Kubitschek,0,0,40,13,800,8,0,0,56,36,0,0
3153400,Presidente Olegário,13142,12,180,9360,2300,4410,0,48,600,96000,57600,80
3153509,Alto Jequitibá,0,0,0,8424,300,39,0,0,0,306,0,0
3153608,Prudente de Morais,0,0,0,0,390,18,0,0,0,9,0,0
3153707,Quartel Geral,0,0,0,630,60,0,0,0,163,100,150,0
3153806,Queluzito,0,0,0,0,128,217,0,18,0,630,0,0
3153905,Raposos,0,0,0,5,30,0,0,0,0,0,0,0
3154002,Raul Soares,0,7,600,5495,1920,185,0,15,255,2100,0,120
3154101,Recreio,0,0,0,3,113,8,0,0,73,60,0,0
3154150,Reduto,0,0,0,5130,0,3,0,0,0,12,0,0
3154200,Resende Costa,0,0,0,0,485,182,0,0,30,4500,1008,420
3154309,Resplendor,0,25,135,254,1344,42,0,10,70,250,0,0
3154408,Ressaquinha,0,0,0,0,1050,330,0,0,54,3885,390,1960
3154457,Riachinho,0,20,45,0,9000,1050,0,12201,480,3480,15840,0
3154507,Riacho dos Machados,0,2,20,0,600,63,0,0,203,153,0,0
3154606,Ribeirão das Neves,0,0,0,0,300,2,0,0,22,9,0,0
3154705,Ribeirão Vermelho,0,0,5,252,0,45,0,0,0,504,0,0
3154804,Rio Acima,0,0,10,0,90,3,0,0,10,13,0,0
3154903,Rio Casca,0,0,15,9,53000,1632,0,0,96,9246,0,0
3155009,Rio Doce,0,0,0,0,2400,6,0,0,16,150,0,0
3155108,Rio do Prado,0,0,0,0,0,1,0,0,208,11,0,0
3155207,Rio Espera,0,18,50,4,24000,219,0,0,24,2925,0,0
3155306,Rio Manso,0,0,0,0,672,13,0,0,2035,288,0,540
3155405,Rio Novo,0,0,0,0,0,52,0,0,100,36,0,30
3155504,Rio Paranaíba,0,4,0,26072,1100,3840,0,0,75,83088,29484,1155
3155603,Rio Pardo de Minas,0,75,200,1657,29000,709,0,60,23530,585,0,1650
3155702,Rio Piracicaba,0,0,90,0,3700,80,0,0,48,324,0,0
3155801,Rio Pomba,0,0,40,0,170,33,68,9,150,418,0,375
3155900,Rio Preto,0,0,12,0,60,5,0,0,9,44,0,0
3156007,Rio Vermelho,0,6,144,24,1650,312,0,0,120,1800,0,0
3156106,Ritápolis,0,0,0,389,750,451,0,0,13,1080,180,0
3156205,Rochedo de Minas,0,0,0,0,360,3,0,0,0,6,0,0
3156304,Rodeiro,0,0,0,0,60,9,0,0,110,36,0,50
3156403,Romaria,0,0,9,14070,1350,168,0,0,0,61800,28272,380
3156452,Rosário da Limeira,0,3,50,1200,150,32,0,5,30,182,0,0
3156502,Rubelita,0,0,60,0,1150,60,0,5,300,216,0,280
3156601,Rubim,0,0,18,0,0,7,0,0,490,33,0,0
3156700,Sabará,0,0,900,8,360,3,0,0,40,36,0,180
3156809,Sabinópolis,0,2,180,6,8400,235,0,38,180,1800,0,136
3156908,Sacramento,0,0,0,3117,1509200,2167,0,594,150,169500,120000,3480
3157005,Salinas,0,4,750,12,7000,346,0,55,1760,2160,0,1040
3157104,Salto da Divisa,0,0,60,0,0,8,0,0,24,3,0,0
3157203,Santa Bárbara,0,0,65,17,2200,12,0,0,70,108,0,0
3157252,Santa Bárbara do Leste,0,0,220,6334,150,78,0,20,120,615,0,3000
3157278,Santa Bárbara do Monte Verde,0,0,0,3,200,3,0,0,9,6,0,0
3157302,Santa Bárbara do Tugúrio,0,0,3563,24,1500,51,0,0,80,300,0,35
3157336,Santa Cruz de Minas,0,0,0,0,0,0,0,0,0,0,0,0
3157377,Santa Cruz de Salinas,0,1,10,4,450,81,0,10,250,90,0,0
3157401,Santa Cruz do Escalvado,0,0,66,0,47000,6,0,0,36,162,0,0
3157500,Santa Efigênia de Minas,0,0,42,3,0,18,0,0,9,75,0,0
3157609,Santa Fé de Minas,0,0,0,0,270,240,0,0,70,210,0,0
3157658,Santa Helena de Minas,0,0,350,0,500,30,0,0,469,96,0,0
3157708,Santa Juliana,0,0,0,52,1150000,390,0,0,245,49980,31320,0
3157807,Santa Luzia,0,0,140,0,240,0,0,0,8,0,0,30
3157906,Santa Margarida,0,4,54,16296,360,165,0,0,12,1800,0,30
3158003,Santa Maria de Itabira,0,0,175,0,2900,8,0,0,108,330,0,0
3158102,Santa Maria do Salto,0,0,15,1,720,15,0,0,385,48,0,0
3158201,Santa Maria do Suaçuí,0,0,165,31,3200,98,0,0,44,1647,0,0
3158300,Santana da Vargem,0,0,95,9000,60,210,0,0,18,5460,2997,120
3158409,Santana de Cataguases,0,0,18,0,0,14,0,0,150,60,0,0
3158508,Santana de Pirapama,0,1,230,0,2800,27,0,0,165,324,0,456
3158607,Santana do Deserto,0,0,0,0,405,4,0,20,30,36,0,0
3158706,Santana do Garambéu,0,0,60,6,875,36,0,0,32,450,0,0
3158805,Santana do Jacaré,0,0,0,738,400,16,0,0,0,252,0,130
3158904,Santana do Manhuaçu,0,0,120,11400,450,11,0,45,0,540,0,0
3158953,Santana do Paraíso,0,0,14,12,215,3,0,0,13,15,0,0
3159001,Santana do Riacho,0,2,18,0,150,10,0,0,30,42,0,0
3159100,Santana dos Montes,0,5,0,0,2600,57,0,0,0,1125,0,0
3159209,Santa Rita de Caldas,0,0,0,324,4000,714,0,200,30,15400,0,30
3159308,Santa Rita de Jacutinga,0,0,18,0,1540,12,0,0,12,875,0,0
3159357,Santa Rita de Minas,0,0,105,2625,0,65,0,5,20,330,0,130
3159407,Santa Rita de Ibitipoca,0,66,0,0,700,60,0,0,8,945,0,0
3159506,Santa Rita do Itueto,0,15,66,8370,624,14,0,0,20,100,0,0
3159605,Santa Rita do Sapucaí,0,5,139,9432,1000,144,0,10,703,4272,336,0
3159704,Santa Rosa da Serra,0,0,0,5310,1800,113,0,0,20,1400,0,0
3159803,Santa Vitória,0,24,100,0,2520000,0,0,0,204,1440,5889,0
3159902,Santo Antônio do Amparo,0,0,0,15768,820,75,0,145,36,4347,0,30
3160009,Santo Antônio do Aventureiro,0,36,120,7,390,7,0,60,20,68,0,78
3160108,Santo Antônio do Grama,0,0,0,92,23500,3,0,0,8,90,0,408
3160207,Santo Antônio do Itambé,0,0,44,0,630,34,0,0,84,420,0,0
3160306,Santo Antônio do Jacinto,0,0,14,1,1800,127,0,0,1350,60,0,0
3160405,Santo Antônio do Monte,0,0,80,38,9500,57,0,10,160,1440,0,45
3160454,Santo Antônio do Retiro,0,36,1260,43,6000,201,0,105,570,162,0,120
3160504,Santo Antônio do Rio Abaixo,0,0,10,0,4200,2,0,0,11,17,0,0
3160603,Santo Hipólito,0,0,0,0,800,9,0,0,10,750,0,35
3160702,Santos Dumont,0,0,300,0,2278,24,0,0,50,600,0,35
3160801,São Bento Abade,0,0,7,1776,0,478,0,0,0,6825,3780,0
3160900,São Brás do Suaçuí,0,0,0,0,0,64,0,0,108,165,0,0
3160959,São Domingos das Dores,0,0,1140,3706,0,63,0,36,0,231,0,140
3161007,São Domingos do Prata,0,0,140,125,11000,70,0,9,180,360,0,84
3161056,São Félix de Minas,0,0,120,17,2800,14,0,30,63,42,0,0
3161106,São Francisco,0,120,8290,0,7500,350,0,9,800,1800,0,0
3161205,São Francisco de Paula,0,0,0,4320,620,179,0,800,0,6900,156,90
3161304,São Francisco de Sales,0,0,0,0,900000,0,0,2250,30,3540,5124,0
3161403,São Francisco do Glória,0,0,0,1729,60,6,0,0,27,54,0,0
3161502,São Geraldo,0,0,260,642,1200,197,0,225,100,630,0,780
3161601,São Geraldo da Piedade,0,0,800,0,2337,24,0,0,120,45,0,0
3161650,São Geraldo do Baixio,0,24,14,17,3200,4,0,0,16,45,0,0
3161700,São Gonçalo do Abaeté,11491,0,120,576,9900,2010,0,0,1320,22500,16380,12000
3161809,São Gonçalo do Pará,0,0,0,0,5300,3,0,5,120,768,0,0
3161908,São Gonçalo do Rio Abaixo,0,0,900,5,17000,4,0,20,48,36,0,0
3162005,São Gonçalo do Sapucaí,0,0,144,8880,48,720,0,255,423,31320,9920,3200
3162104,São Gotardo,0,0,140,3780,6700,882,0,0,182,16440,10800,246
3162203,São João Batista do Glória,0,0,105,540,55000,3798,0,0,24,37200,17550,30
3162252,São João da Lagoa,0,19,45,0,3600,99,0,9,320,325,0,48
3162302,São João da Mata,0,3,1215,1311,340,53,0,0,570,4269,0,300
3162401,São João da Ponte,0,9,970,0,36000,141,0,6,640,189,0,0
3162450,São João das Missões,0,8,27,0,1800,418,0,0,189,660,0,0
3162500,São João del Rei,0,12,0,432,1600,7806,0,3454,60,61200,17568,290
3162559,São João do Manhuaçu,0,0,0,8521,0,168,0,8,9,792,0,402
3162575,São João do Manteninha,0,10,5,121,680,5,0,0,40,6,0,0
3162609,São João do Oriente,0,42,30,0,0,2,0,0,8,26,0,120
3162658,São João do Pacuí,0,3,6,0,3900,105,0,7,350,600,0,0
3162708,São João do Paraíso,0,50,140,698,21000,520,0,30,889,302,0,0
3162807,São João Evangelista,0,0,288,0,7400,42,0,0,8,450,0,0
3162906,São João Nepomuceno,0,10,480,0,820,7,0,30,39,9,0,0
