mun,municipio,algodao,arroz,banana,cafe,cana,feijao,fumo,laranja,mandioca,milho,soja,tomate
2506103,Fagundes,0,0,180,0,0,135,0,60,350,144,0,0
2506202,Frei Martinho,0,0,0,0,0,45,0,0,0,39,0,0
2506251,Gado Bravo,6,0,0,0,0,12,0,0,0,4,0,0
2506301,Guarabira,0,0,350,0,3150,140,0,35,2500,35,0,0
2506400,Gurinhém,20,0,0,0,0,165,0,0,1120,1500,0,0
2506509,Gurjão,0,0,0,0,0,45,0,0,0,72,0,0
2506608,Ibiara,0,35,48,0,200,157,0,0,0,195,0,0
2506707,Imaculada,0,10,0,0,70,315,0,0,45,720,0,22
2506806,Ingá,6,0,0,0,0,255,0,0,126,800,0,0
2506905,Itabaiana,5,0,0,0,12650,138,0,0,1750,180,0,0
2507002,Itaporanga,10,150,112,0,200,255,0,0,0,540,0,0
2507101,Itapororoca,0,0,180,0,102500,72,0,0,3500,45,0,0
2507200,Itatuba,4,0,0,0,0,259,0,0,40,640,0,0
2507309,Jacaraú,0,0,480,0,137500,120,0,105,2000,120,0,0
2507408,Jericó,0,0,0,0,0,190,0,0,0,477,0,0
2507507,João Pessoa,0,0,72,0,3000,0,0,0,80,0,0,0
2507606,Juarez Távora,90,0,0,0,0,150,0,0,35,710,0,0
2507705,Juazeirinho,0,0,0,0,0,225,0,0,0,360,0,0
2507804,Junco do Seridó,0,0,0,0,0,51,0,0,96,79,0,0
2507903,Juripiranga,0,0,0,0,250250,45,0,0,640,9,0,0
2508000,Juru,0,48,44,0,525,335,0,0,450,1040,0,220
2508109,Lagoa,0,0,0,0,0,42,0,0,0,70,0,0
2508208,Lagoa de Dentro,0,0,0,0,0,83,0,35,800,104,0,0
2508307,Lagoa Seca,0,0,2400,0,0,288,0,300,4500,160,0,150
2508406,Lastro,0,18,0,0,0,40,0,0,0,144,0,0
2508505,Livramento,0,0,0,0,0,210,0,0,0,375,0,0
2508554,Logradouro,0,0,0,0,0,48,0,0,400,140,0,0
2508604,Lucena,0,0,80,0,101750,2,0,24,540,0,0,0
2508703,Mãe d'Água,6,14,0,0,70,84,0,0,45,200,0,0
2508802,Malta,0,0,0,0,0,43,0,0,0,130,0,0
2508901,Mamanguape,0,0,580,0,500500,4,0,56,1800,7,0,0
2509008,Manaíra,0,0,70,0,0,235,0,0,144,720,0,125
2509057,Marcação,0,0,80,0,181500,4,0,21,1000,1,0,0
2509107,Mari,0,0,180,0,137500,4,0,16,10000,7,0,0
2509156,Marizópolis,2,16,175,0,0,27,0,0,0,62,0,0
2509206,Massaranduba,0,0,300,0,0,259,0,60,810,486,0,0
2509305,Mataraca,0,0,180,0,220000,4,0,21,550,2,0,0
2509339,Matinhas,0,0,2800,0,0,408,0,240,810,480,0,0
2509370,Mato Grosso,0,0,0,0,0,119,0,0,0,168,0,0
2509396,Maturéia,0,0,0,0,0,298,0,0,90,624,0,0
2509404,Mogeiro,0,0,80,0,0,193,0,0,1600,1000,0,0
2509503,Montadas,7,0,0,0,0,205,0,0,270,90,0,0
2509602,Monte Horebe,0,0,13,0,0,156,0,0,0,208,0,120
2509701,Monteiro,1,0,140,0,0,225,0,10,21,525,0,2700
2509800,Mulungu,0,0,24,0,0,125,0,24,1350,125,0,0
2509909,Natuba,0,0,3000,0,0,58,0,30,160,180,0,0
2510006,Nazarezinho,0,42,168,0,400,140,0,0,180,304,0,120
2510105,Nova Floresta,0,0,0,0,0,120,0,0,135,100,0,0
2510204,Nova Olinda,0,50,28,0,80,30,0,0,0,96,0,0
2510303,Nova Palmeira,0,4,0,0,0,100,0,0,0,180,0,0
2510402,Olho d'Água,12,150,60,0,350,105,0,0,0,210,0,0
2510501,Olivedos,0,0,0,0,0,169,0,0,0,168,0,0
2510600,Ouro Velho,0,0,0,0,0,18,0,0,14,60,0,150
2510659,Parari,0,4,0,0,0,16,0,0,0,54,0,0
2510709,Passagem,0,0,0,0,0,53,0,0,9,90,0,0
2510808,Patos,0,10,0,0,70,60,0,0,0,150,0,0
2510907,Paulista,0,7,180,0,800,150,0,0,0,280,0,0
2511004,Pedra Branca,0,180,0,0,0,69,0,0,0,211,0,0
2511103,Pedra Lavrada,0,0,0,0,0,700,0,0,105,260,0,0
2511202,Pedras de Fogo,0,0,112,0,1080000,70,0,21,8000,30,0,0
2511301,Piancó,0,30,0,0,0,176,0,0,0,416,0,0
2511400,Picuí,0,0,0,0,0,675,0,0,160,540,0,0
2511509,Pilar,0,0,0,0,16500,136,0,0,1410,216,0,72
2511608,Pilões,0,0,9600,0,4000,220,0,70,800,160,0,0
2511707,Pilõezinhos,0,0,3220,0,800,72,0,35,1800,90,0,0
2511806,Pirpirituba,0,0,480,0,7000,108,0,35,800,72,0,0
2511905,Pitimbu,0,0,1400,0,25664,3,0,0,4400,0,0,0
2512002,Pocinhos,0,0,0,0,0,115,0,0,160,16,0,0
2512036,Poço Dantas,0,0,30,0,0,18,0,0,36,36,0,0
2512077,Poço de José de Moura,0,0,0,0,0,100,0,0,0,90,0,0
2512101,Pombal,0,0,540,0,80,126,0,0,0,163,0,0
2512200,Prata,0,0,6,0,0,30,0,10,140,40,0,1600
2512309,Princesa Isabel,4,0,100,0,140,515,0,0,2790,2000,0,125
2512408,Puxinanã,0,0,36,0,0,372,0,18,6300,168,0,0
2512507,Queimadas,0,0,0,0,0,105,0,0,45,100,0,900
2512606,Quixaba,6,0,0,0,0,80,0,0,0,200,0,0
2512705,Remígio,17,0,480,0,0,372,0,240,240,70,0,0
2512721,Pedro Régis,0,0,640,0,7500,25,0,40,450,3,0,0
2512747,Riachão,0,0,0,0,0,210,0,0,100,300,0,0
2512754,Riachão do Bacamarte,0,0,0,0,0,81,0,0,36,75,0,0
2512762,Riachão do Poço,0,0,0,0,2475,21,0,21,1500,40,0,0
2512788,Riacho de Santo Antônio,0,0,0,0,0,15,0,0,0,8,0,0
2512804,Riacho dos Cavalos,0,0,0,0,0,150,0,0,0,480,0,0
2512903,Rio Tinto,0,0,195,0,427500,2,0,21,1300,0,0,0
2513000,Salgadinho,0,0,0,0,0,113,0,0,72,200,0,0
2513109,Salgado de São Félix,20,0,90,0,0,87,0,0,60,168,0,0
2513158,Santa Cecília,4,0,0,0,0,22,0,0,32,33,0,0
2513208,Santa Cruz,0,0,0,0,1200,80,0,0,0,150,0,0
2513307,Santa Helena,0,0,168,0,0,177,0,0,0,341,0,0
2513356,Santa Inês,0,5,0,0,200,80,0,0,0,262,0,44
2513406,Santa Luzia,0,0,0,0,0,64,0,0,0,58,0,0
2513505,Santana de Mangueira,0,10,0,0,200,149,0,0,0,420,0,0
2513604,Santana dos Garrotes,0,200,0,0,0,96,0,0,0,315,0,0
2513653,Joca Claudino,0,0,0,0,0,64,0,0,0,128,0,0
2513703,Santa Rita,0,0,270,0,781000,0,0,0,2500,0,0,0
2513802,Santa Teresinha,0,6,0,0,0,100,0,0,0,200,0,0
2513851,Santo André,0,0,0,0,0,30,0,0,14,60,0,176
2513901,São Bento,1,0,36,0,0,128,0,0,0,132,0,0
2513927,São Bentinho,0,4,18,0,80,32,0,0,0,119,0,0
2513943,São Domingos do Cariri,0,0,90,0,0,3,0,0,8,6,0,450
2513968,São Domingos,0,0,0,0,0,16,0,0,0,108,0,0
2513984,São Francisco,1,0,0,0,0,108,0,0,0,360,0,0
2514008,São João do Cariri,0,0,0,0,0,36,0,0,0,48,0,160
2514107,São João do Tigre,0,0,0,0,0,40,0,0,14,60,0,0
2514206,São José da Lagoa Tapada,0,0,60,0,800,200,0,0,0,300,0,0
2514305,São José de Caiana,0,15,0,0,120,112,0,0,40,280,0,0
2514404,São José de Espinharas,18,2,112,0,105,120,0,0,0,238,0,225
2514453,São José dos Ramos,0,0,0,0,2800,74,0,0,935,390,0,0
2514503,São José de Piranhas,0,40,100,0,600,210,0,0,0,459,0,160
2514552,São José de Princesa,0,0,70,0,525,320,0,0,90,660,0,25
2514602,São José do Bonfim,0,0,0,0,0,42,0,0,0,84,0,0
2514651,São José do Brejo do Cruz,0,5,0,0,0,48,0,0,0,125,0,0
2514701,São José do Sabugi,0,0,0,0,0,100,0,0,0,98,0,0
2514800,São José dos Cordeiros,0,0,0,0,0,100,0,0,0,320,0,0
2514909,São Mamede,0,0,0,0,0,90,0,0,0,45,0,0
2515005,São Miguel de Taipu,0,0,0,0,5000,83,0,0,720,120,0,150
2515104,São Sebastião de Lagoa de Roça,0,0,60,0,0,115,0,75,240,40,0,30
2515203,São Sebastião do Umbuzeiro,0,0,0,0,0,30,0,0,0,51,0,450
2515302,Sapé,0,0,226,0,660000,6,0,24,2500,10,0,0
2515401,São Vicente do Seridó,0,0,0,0,0,180,0,0,0,150,0,0
2515500,Serra Branca,0,0,0,0,0,120,0,0,7,160,0,240
2515609,Serra da Raiz,0,0,240,0,2025,96,0,30,850,36,0,0
2515708,Serra Grande,0,10,0,0,200,80,0,0,0,216,0,0
2515807,Serra Redonda,0,0,60,0,0,74,0,42,540,280,0,0
2515906,Serraria,0,6,4900,0,15000,138,0,150,1350,200,0,0
2515930,Sertãozinho,0,0,72,0,0,50,0,30,900,64,0,0
2515971,Sobrado,0,0,108,0,8250,5,0,8,4800,5,0,0
2516003,Solânea,0,0,1400,0,900,560,0,35,1100,320,0,0
2516102,Soledade,0,0,0,0,0,120,0,0,0,90,0,0
2516151,Sossêgo,0,0,0,0,0,16,0,0,0,27,0,0
2516201,Sousa,0,98,700,0,400,302,0,0,0,789,0,0
2516300,Sumé,0,0,144,0,60,56,0,10,56,240,0,2220
2516409,Tacima,225,0,0,0,0,272,0,0,200,1200,0,0
2516508,Taperoá,0,0,0,0,0,300,0,0,0,600,0,0
2516607,Tavares,28,12,90,0,350,610,0,0,900,1200,0,0
2516706,Teixeira,0,0,0,0,105,215,0,0,180,800,0,150
2516755,Tenório,0,0,0,0,0,140,0,0,0,180,0,0
2516805,Triunfo,5,30,0,0,0,201,0,0,0,280,0,0
2516904,Uiraúna,0,0,0,0,0,98,0,0,0,336,0,120
2517001,Umbuzeiro,2,0,0,0,0,22,0,28,135,12,0,0
2517100,Várzea,0,4,0,0,0,25,0,0,0,9,0,0
2517209,Vieirópolis,8,0,0,0,0,112,0,0,0,84,0,0
2517407,Zabelê,0,0,0,0,0,15,0,0,0,15,0,440
2600054,Abreu e Lima,0,0,153,0,0,0,0,0,3540,0,0,0
2600104,Afogados da Ingazeira,0,0,71,0,180,291,0,14,252,555,0,0
2600203,Afrânio,0,0,0,0,0,223,0,0,0,52,0,0
2600302,Agrestina,0,0,75,0,0,27,0,0,576,60,0,750
2600401,Água Preta,0,0,1600,0,180000,0,0,0,1250,0,0,0
2600500,Águas Belas,0,0,600,0,0,1488,0,0,480,0,0,0
2600609,Alagoinha,0,0,0,0,0,12,0,0,2300,100,0,0
2600708,Aliança,0,0,228,0,550000,4,0,0,136,0,0,0
2600807,Altinho,0,0,300,0,0,90,0,0,603,135,0,0
2600906,Amaraji,0,0,5000,0,330000,0,0,0,1760,0,0,0
2601003,Angelim,0,0,40,1,0,150,0,63,150,72,0,0
2601052,Araçoiaba,0,0,5,0,52000,0,0,0,96,0,0,0
2601102,Araripina,0,0,66,0,0,4040,0,0,68000,1500,0,0
2601201,Arcoverde,0,0,0,0,0,384,0,0,30,360,0,0
2601300,Barra de Guabiraba,0,0,9100,7,18000,0,0,0,2960,0,0,0
2601409,Barreiros,0,0,1800,0,140000,0,0,0,375,0,0,0
2601508,Belém de Maria,0,0,700,0,9600,40,0,0,3000,0,0,0
2601607,Belém do São Francisco,0,0,180,0,0,80,0,0,10,42,0,0
2601706,Belo Jardim,0,0,0,0,0,56,0,0,780,108,0,0
2601805,Betânia,0,0,14,0,0,150,0,0,18,50,0,0
2601904,Bezerros,0,0,5040,0,27000,240,0,0,0,500,0,4500
2602001,Bodocó,0,0,0,0,0,1520,0,0,21200,1500,0,0
2602100,Bom Conselho,0,0,8400,3,0,822,0,25,420,54,0,0
2602209,Bom Jardim,0,0,5450,0,45600,144,0,0,320,425,0,0
2602308,Bonito,0,0,16920,0,9000,90,0,0,1400,176,0,400
2602407,Brejão,0,0,175,0,0,45,0,20,65,12,0,0
2602506,Brejinho,0,0,26,0,0,337,0,0,254,810,0,0
2602605,Brejo da Madre de Deus,0,0,440,0,0,0,0,0,60,0,0,0
2602704,Buenos Aires,0,0,440,0,150000,0,0,0,500,0,0,0
2602803,Buíque,0,0,0,0,0,480,0,0,2600,300,0,0
2602902,Cabo de Santo Agostinho,0,0,2850,0,480000,0,0,77,3600,0,0,0
2603009,Cabrobó,0,3300,900,0,0,450,0,18,680,600,0,900
2603108,Cachoeirinha,0,0,0,0,0,0,0,0,0,0,0,0
2603207,Caetés,0,0,0,0,0,876,0,0,16650,16,0,0
2603306,Calçado,0,0,0,0,0,2400,0,240,10800,2,0,0
2603405,Calumbi,0,0,80,0,0,96,0,10,40,13,0,240
2603454,Camaragibe,0,0,1500,0,0,0,0,0,0,0,0,0
2603504,Camocim de São Félix,0,0,0,0,0,21,0,0,400,100,0,6000
2603603,Camutanga,0,0,3510,0,165000,0,0,25,180,0,0,0
2603702,Canhotinho,0,0,1800,0,2500,48,0,0,80,2,0,0
2603801,Capoeiras,0,0,0,0,0,588,0,0,0,2,0,0
2603900,Carnaíba,0,0,44,0,114,1203,0,11,1313,2160,0,0
2603926,Carnaubeira da Penha,2,0,600,0,0,100,0,0,500,120,0,0
2604007,Carpina,0,0,52,0,100000,0,0,0,480,0,0,0
2604106,Caruaru,0,0,900,0,300,0,0,0,560,396,0,0
2604155,Casinhas,0,0,0,0,0,90,0,0,80,104,0,0
2604205,Catende,0,0,2000,0,24000,0,0,0,400,0,0,0
2604304,Cedro,0,0,47,0,0,77,0,0,24,369,0,1950
2604403,Chã de Alegria,0,0,0,0,135000,0,0,0,120,0,0,0
2604502,Chã Grande,0,0,350,0,0,40,0,0,0,40,0,420
2604601,Condado,0,0,140,0,235000,0,0,0,560,0,0,0
2604700,Correntes,0,0,420,0,2100,27,0,420,1000,0,0,0
2604809,Cortês,0,0,4944,0,69927,0,0,0,495,0,0,0
2604908,Cumaru,0,0,0,0,0,193,0,0,48,630,0,0
2605004,Cupira,0,0,900,0,0,100,0,0,1050,135,0,0
2605103,Custódia,0,0,0,0,0,80,0,0,36,9600,0,300
2605152,Dormentes,0,0,0,0,455,208,0,0,0,857,0,0
2605202,Escada,0,0,16,0,292500,0,0,0,20,0,0,0
2605301,Exu,0,0,0,10,0,1680,0,70,33600,1512,0,0
2605400,Feira Nova,0,0,0,0,6300,6,0,14,720,35,0,0
2605459,Fernando de Noronha,0,0,0,0,0,0,0,0,0,0,0,0
2605509,Ferreiros,0,0,360,0,125000,0,0,0,120,0,0,0
2605608,Flores,0,0,120,0,0,1926,0,0,415,960,0,120
2605707,Floresta,0,0,60,0,0,146,0,0,0,6,0,3000
2605806,Frei Miguelinho,19,0,0,0,0,33,0,0,0,343,0,0
2605905,Gameleira,0,0,360,0,450000,0,0,0,1860,0,0,0
2606002,Garanhuns,0,0,80,0,0,300,0,32,3000,0,0,3600
2606101,Glória do Goitá,0,0,110,0,81000,20,0,0,1210,0,0,0
2606200,Goiana,0,0,39,0,550000,0,0,0,1200,0,0,0
2606309,Granito,0,0,0,0,0,24,0,0,0,54,0,0
2606408,Gravatá,0,0,0,0,0,96,0,0,0,42,0,600
2606507,Iati,0,0,0,0,0,91,0,0,6000,43,0,0
2606606,Ibimirim,0,0,1800,0,0,0,0,0,240,0,0,2000
2606705,Ibirajuba,0,0,0,0,0,98,0,0,0,42,0,0
2606804,Igarassu,0,0,225,0,352767,0,0,0,1680,0,0,0
2606903,Iguaracy,0,0,108,0,63,280,0,3,7,900,0,0
2607000,Inajá,0,0,630,0,0,0,0,0,200,0,0,6600
2607109,Ingazeira,0,0,34,0,0,166,0,3,16,540,0,0
2607208,Ipojuca,0,0,320,0,1323434,0,0,0,4500,0,0,0
2607307,Ipubi,0,0,144,0,0,3000,0,70,24625,4500,0,0
2607406,Itacuruba,0,0,55,0,0,6,0,0,26,6,0,0
2607505,Itaíba,0,0,0,0,0,720,0,0,408,90,0,0
2607604,Ilha de Itamaracá,0,0,0,0,0,0,0,0,100,0,0,0
2607653,Itambé,0,0,400,0,700000,0,0,0,1035,0,0,0
2607703,Itapetim,0,0,21,0,74,782,0,0,147,1050,0,99
2607752,Itapissuma,0,0,0,0,100095,0,0,0,540,0,0,0
2607802,Itaquitinga,0,0,7,0,250000,0,0,0,880,0,0,0
2607901,Jaboatão dos Guararapes,0,0,810,0,157764,0,0,0,3240,0,0,0
2607950,Jaqueira,0,0,4000,0,180000,0,0,0,100,0,0,0
2608008,Jataúba,0,0,0,0,0,0,0,0,0,0,0,0
2608057,Jatobá,0,0,105,0,0,6,0,0,300,0,0,0
2608107,João Alfredo,0,0,20,0,64,79,0,0,560,441,0,0
2608206,Joaquim Nabuco,0,0,720,0,48000,0,0,0,1350,0,0,0
2608255,Jucati,0,0,0,0,0,940,0,0,4250,0,0,80
2608305,Jupi,0,0,0,0,0,396,0,32,24000,24,0,0
2608404,Jurema,0,0,0,0,0,310,0,0,2100,360,0,0
2608453,Lagoa do Carro,0,0,0,0,35000,8,0,0,0,0,0,0
2608503,Lagoa de Itaenga,0,0,55,0,100000,0,0,0,70,0,0,0
2608602,Lagoa do Ouro,0,0,0,0,0,134,0,0,640,12,0,150
2608701,Lagoa dos Gatos,0,0,26000,0,12000,72,0,420,1440,150,0,0
2608750,Lagoa Grande,0,0,1944,0,0,20,0,0,600,2,0,14000
2608800,Lajedo,0,0,0,0,0,139,0,0,2160,72,0,0
2608909,Limoeiro,0,0,5400,0,40680,126,0,0,800,432,0,0
2609006,Macaparana,0,0,16000,0,75000,1,0,0,240,0,0,0
2609105,Machados,0,0,29700,0,14000,0,0,0,24,19,0,0
2609154,Manari,0,0,0,0,0,0,0,0,480,0,0,0
2609204,Maraial,0,0,160,0,60000,0,0,0,0,0,0,0
2609303,Mirandiba,2,0,225,0,0,67,0,0,1400,180,0,0
2609402,Moreno,0,0,1920,0,300000,7,0,0,2500,0,0,0
2609501,Nazaré da Mata,0,0,240,0,200000,0,0,0,220,0,0,0
2609600,Olinda,0,0,0,0,0,0,0,0,0,0,0,0
2609709,Orobó,0,0,6000,0,0,120,0,0,40,455,0,0
2609808,Orocó,0,0,17856,0,180,6,0,0,4420,5,0,0
2609907,Ouricuri,0,0,0,0,0,1120,0,0,2000,1700,0,17
2610004,Palmares,0,0,3150,0,75000,4,0,75,420,0,0,0
2610103,Palmeirina,0,0,960,0,0,34,0,16,360,1,0,0
2610202,Panelas,0,0,1600,2,7000,392,0,0,900,600,0,0
2610301,Paranatama,0,0,0,75,0,290,0,50,100,80,0,0
2610400,Parnamirim,0,0,91,0,0,72,0,0,0,56,0,0
2610509,Passira,0,0,0,0,0,162,0,0,24,3240,0,0
2610608,Paudalho,0,0,0,0,305000,0,0,0,360,0,0,0
2610707,Paulista,0,0,0,0,0,0,0,0,0,0,0,0
2610806,Pedra,0,0,96,0,0,300,0,0,77,768,0,400
2610905,Pesqueira,0,0,0,0,0,72,0,0,300,138,0,0
2611002,Petrolândia,0,0,4620,0,0,18,0,24,440,15,0,180
2611101,Petrolina,0,0,36100,0,4550,108,0,0,2100,60,0,0
2611200,Poção,0,0,0,0,0,192,0,0,120,180,0,0
2611309,Pombos,0,0,350,0,40000,70,0,0,3500,40,0,200
2611408,Primavera,0,0,1800,0,270000,0,0,0,800,0,0,0
2611507,Quipapá,0,0,4900,0,60000,0,0,0,180,0,0,0
2611533,Quixaba,0,0,23,0,104,660,0,0,213,1080,0,40
2611606,Recife,0,0,0,0,0,0,0,0,0,0,0,0
2611705,Riacho das Almas,0,0,32,0,0,0,0,0,600,0,0,0
2611804,Ribeirão,0,0,7500,0,624996,0,0,0,2800,0,0,0
2611903,Rio Formoso,0,0,700,0,476000,0,0,0,1800,0,0,0
2612000,Sairé,0,0,70,0,0,40,0,1100,0,65,0,600
2612109,Salgadinho,0,0,0,0,0,81,0,0,0,175,0,0
2612208,Salgueiro,0,0,14,0,0,36,0,0,0,16,0,0
2612307,Saloá,0,0,0,8,0,330,0,0,100,324,0,1600
2612406,Sanharó,0,0,0,0,0,200,0,0,2750,288,0,0
2612455,Santa Cruz,0,0,0,0,0,300,0,0,0,60,0,53
2612471,Santa Cruz da Baixa Verde,0,0,48,0,6000,174,0,0,96,240,0,0
2612505,Santa Cruz do Capibaribe,0,0,0,0,0,0,0,0,0,0,0,0
2612554,Santa Filomena,0,0,0,0,62,462,0,0,9600,461,0,0
2612604,Santa Maria da Boa Vista,0,0,66600,0,750,23,0,0,3900,27,0,3500
2612703,Santa Maria do Cambucá,0,0,0,0,0,53,0,0,40,32,0,0
2612802,Santa Terezinha,0,0,60,0,100,258,0,0,150,540,0,0
2612901,São Benedito do Sul,0,0,2880,0,8400,0,0,40,60,0,0,0
2613008,São Bento do Una,0,0,0,0,0,1952,0,0,8625,675,0,0
2613107,São Caitano,0,0,35,0,0,140,0,0,770,310,0,0
2613206,São João,0,0,42,0,0,7020,0,40,30000,540,0,0
2613305,São Joaquim do Monte,0,0,16,0,0,36,0,0,0,50,0,1600
2613404,São José da Coroa Grande,0,0,390,0,2400,0,0,0,0,0,0,0
2613503,São José do Belmonte,0,0,100,0,0,1040,0,15,1100,690,0,3600
2613602,São José do Egito,0,0,43,0,88,904,0,0,38,3348,0,175
2613701,São Lourenço da Mata,0,0,200,0,140000,0,0,0,360,0,0,0
2613800,São Vicente Férrer,0,0,48000,0,28000,0,0,0,160,0,0,0
2613909,Serra Talhada,17,13,150,0,0,364,0,0,320,350,0,600
2614006,Serrita,0,0,120,0,30,42,0,0,78,90,0,0
2614105,Sertânia,0,0,0,0,0,900,0,0,0,1800,0,0
2614204,Sirinhaém,0,0,0,0,720000,0,0,0,960,0,0,0
2614303,Moreilândia,0,0,110,0,45,53,0,0,1000,69,0,0
2614402,Solidão,0,1,20,0,57,99,0,0,45,350,0,50
2614501,Surubim,0,0,0,0,0,147,0,0,0,280,0,0
2614600,Tabira,0,0,98,0,120,987,0,0,52,3312,0,0
2614709,Tacaimbó,0,0,0,0,0,399,0,0,750,288,0,1680
2614808,Tacaratu,0,0,600,0,0,35,0,7,350,0,0,0
2614857,Tamandaré,0,0,91,0,106200,0,0,0,400,0,0,0
2615003,Taquaritinga do Norte,0,0,700,800,0,40,0,11,250,84,0,0
2615102,Terezinha,0,0,0,0,0,38,0,8,600,8,0,0
2615201,Terra Nova,0,0,48,0,0,7,0,0,0,4,0,0
2615300,Timbaúba,0,0,4800,0,585000,0,0,0,504,0,0,0
2615409,Toritama,0,0,0,0,0,0,0,0,0,0,0,0
2615508,Tracunhaém,0,0,180,0,240000,0,0,0,200,0,0,0
2615607,Trindade,0,0,0,0,0,320,0,0,1200,360,0,0
2615706,Triunfo,0,0,3600,18,4826,108,0,8,140,45,0,0
2615805,Tupanatinga,0,0,0,0,0,1080,0,0,406,2400,0,80
2615904,Tuparetama,0,0,37,0,65,144,0,0,39,540,0,117
2616001,Venturosa,0,0,0,0,0,30,0,0,0,270,0,0
2616100,Verdejante,0,0,80,0,0,45,0,0,29,24,0,0
2616183,Vertente do Lério,0,0,0,0,0,32,0,0,0,25,0,0
2616209,Vertentes,0,0,60,72,0,53,0,0,0,35,0,0
2616308,Vicência,0,0,40000,0,450000,0,0,0,1000,0,0,0
2616407,Vitória de Santo Antão,0,0,4000,0,192500,20,0,0,3000,35,0,800
2616506,Xexéu,0,0,320,0,60000,0,0,100,480,0,0,0
2700102,Água Branca,2,0,30,0,200,0,0,25,517,0,0,0
2700201,Anadia,41,1300,182,0,103700,1554,0,96,1820,4810,558,0
2700300,Arapiraca,0,0,50,0,2700,5,2250,120,33500,5,0,900
2700409,Atalaia,0,0,950,0,594000,30,0,56,724,30,0,0
2700508,Barra de Santo Antônio,0,0,23,0,161000,0,0,45,188,0,0,0
2700607,Barra de São Miguel,0,0,15,0,172162,0,0,0,0,0,0,0
2700706,Batalha,0,0,0,0,0,1,0,0,0,1,0,0
2700805,Belém,0,0,198,0,0,50,0,84,565,102,0,0
2700904,Belo Monte,0,0,20,0,0,98,1,0,385,1,0,0
2701001,Boca da Mata,0,0,1350,0,295000,127,0,175,3500,65,0,0
2701100,Branquinha,0,0,950,0,26000,90,0,30000,8050,100,0,0
2701209,Cacimbinhas,0,0,0,0,0,0,0,0,0,3,0,0
2701308,Cajueiro,0,0,900,0,16180,70,0,720,1300,150,0,0
2701357,Campestre,0,0,623,0,88222,2,0,30,1013,0,0,0
2701407,Campo Alegre,0,875,940,0,200000,120,0,60,10350,1480,479,0
2701506,Campo Grande,0,0,0,0,0,22,61,0,325,200,0,0
2701605,Canapi,0,0,0,0,0,0,0,0,110,0,0,150
2701704,Capela,0,0,960,0,100000,31,0,73,2800,120,0,0
2701803,Carneiros,0,0,0,0,0,2,0,0,80,3,0,0
2701902,Chã Preta,0,0,1225,0,1080,80,0,3200,2400,130,0,80
2702009,Coité do Nóia,0,0,0,0,0,51,72,0,5600,80,0,0
2702108,Colônia Leopoldina,0,0,6150,0,258794,4,0,130,439,5,0,0
2702207,Coqueiro Seco,0,0,23,0,18000,0,0,45,390,0,0,0
2702306,Coruripe,0,0,1500,0,2900000,1700,0,14,15600,9600,0,160
2702355,Craíbas,0,0,0,0,0,1,450,0,800,1,0,0
2702405,Delmiro Gouveia,0,0,345,0,0,0,0,36,400,0,0,0
2702504,Dois Riachos,0,0,0,0,0,0,0,0,0,0,0,0
2702553,Estrela de Alagoas,0,0,0,0,0,4,0,44,540,0,0,0
2702603,Feira Grande,0,0,0,0,13000,78,700,10,8050,7,0,135
2702702,Feliz Deserto,0,0,109,0,150000,21,0,11,302,30,0,0
2702801,Flexeiras,0,0,798,0,205459,1,0,450,2160,10,0,0
2702900,Girau do Ponciano,0,0,0,0,0,44,624,0,14700,1,0,0
2703007,Ibateguara,0,0,3300,0,147000,17,0,400,1200,38,0,0
2703106,Igaci,0,0,10,0,0,60,108,55,320,360,0,0
2703205,Igreja Nova,0,8340,511,0,253634,174,0,240,4479,348,0,0
2703304,Inhapi,0,0,56,0,0,0,0,28,305,0,0,70
2703403,Jacaré dos Homens,0,0,0,0,0,1,0,0,28,0,0,0
2703502,Jacuípe,0,0,8602,0,79000,10,0,3000,550,0,0,0
2703601,Japaratinga,0,0,1980,0,57000,24,0,108,2700,0,0,0
2703700,Jaramataia,0,0,0,0,0,2,1,0,0,1,0,0
2703759,Jequiá da Praia,0,0,372,0,450000,5,0,33,450,12,0,0
2703809,Joaquim Gomes,0,0,4000,0,53942,20,0,5400,11620,100,0,0
2703908,Jundiá,0,0,180,0,140000,4,0,60,198,0,528,0
2704005,Junqueiro,0,0,279,0,330000,240,133,120,24525,350,700,192
2704104,Lagoa da Canoa,0,0,0,0,0,276,760,0,7200,70,0,0
2704203,Limoeiro de Anadia,0,0,400,0,40000,167,0,48,25500,2250,0,600
2704302,Maceió,0,0,20,0,452099,0,0,0,36,0,0,0
2704401,Major Isidoro,0,0,0,0,0,1,0,0,0,3,0,0
2704500,Maragogi,0,0,3750,0,150000,85,0,600,6825,0,0,40
2704609,Maravilha,0,0,0,0,0,0,0,0,0,1,0,0
2704708,Marechal Deodoro,0,0,64,0,597240,0,0,120,405,0,0,0
2704807,Maribondo,0,0,700,0,2950,35,0,76,380,40,0,120
2704906,Mar Vermelho,0,0,123,0,0,3,0,32,96,7,0,0
2705002,Mata Grande,5,0,740,0,250,0,0,72,1950,0,0,4400
2705101,Matriz de Camaragibe,0,0,700,0,485000,0,0,360,2790,0,0,0
2705200,Messias,0,0,120,0,240000,0,0,400,1885,0,0,0
2705309,Minador do Negrão,0,0,0,0,0,0,0,0,0,0,0,0
2705408,Monteirópolis,0,0,0,0,0,1,0,0,250,3,0,0
